Date and Time,Date,Time,Activity,Duration
2017-10-05 02:30:00,2017-10-05,02:30:00,Sleep,153.0
2017-10-05 06:12:00,2017-10-05,06:12:00,Sleep,168.0
2017-10-05 10:00:00,2017-10-05,10:00:00,Sleep,90.0
2017-10-05 16:10:00,2017-10-05,16:10:00,Sleep,104.0
2017-10-05 18:35:00,2017-10-05,18:35:00,Sleep,115.0
2017-10-05 22:00:00,2017-10-05,22:00:00,Sleep,179.0
2017-10-06 01:37:00,2017-10-06,01:37:00,Sleep,150.0
2017-10-06 04:45:00,2017-10-06,04:45:00,Sleep,195.0
2017-10-06 09:00:00,2017-10-06,09:00:00,Sleep,140.0
2017-10-06 12:01:00,2017-10-06,12:01:00,Sleep,194.0
2017-10-06 16:50:00,2017-10-06,16:50:00,Sleep,68.0
2017-10-06 20:25:00,2017-10-06,20:25:00,Sleep,304.0
2017-10-07 02:28:00,2017-10-07,02:28:00,Sleep,152.0
2017-10-07 05:50:00,2017-10-07,05:50:00,Sleep,54.0
2017-10-07 07:20:00,2017-10-07,07:20:00,Sleep,70.0
2017-10-07 12:30:00,2017-10-07,12:30:00,Sleep,285.0
2017-10-07 20:38:00,2017-10-07,20:38:00,Sleep,209.0
2017-10-08 01:10:00,2017-10-08,01:10:00,Sleep,205.0
2017-10-08 05:40:00,2017-10-08,05:40:00,Sleep,139.0
2017-10-08 09:20:00,2017-10-08,09:20:00,Sleep,180.0
2017-10-08 13:10:00,2017-10-08,13:10:00,Sleep,69.0
2017-10-08 15:15:00,2017-10-08,15:15:00,Sleep,150.0
2017-10-08 19:05:00,2017-10-08,19:05:00,Sleep,151.0
2017-10-08 22:40:00,2017-10-08,22:40:00,Sleep,159.0
2017-10-09 02:45:00,2017-10-09,02:45:00,Sleep,129.0
2017-10-09 07:14:00,2017-10-09,07:14:00,Sleep,162.0
2017-10-09 10:45:00,2017-10-09,10:45:00,Sleep,159.0
2017-10-09 14:20:00,2017-10-09,14:20:00,Sleep,211.0
2017-10-09 20:07:00,2017-10-09,20:07:00,Sleep,211.0
2017-10-10 00:25:00,2017-10-10,00:25:00,Sleep,184.0
2017-10-10 04:25:00,2017-10-10,04:25:00,Sleep,153.0
2017-10-10 09:10:00,2017-10-10,09:10:00,Sleep,245.0
2017-10-10 14:34:00,2017-10-10,14:34:00,Sleep,59.0
2017-10-10 17:22:00,2017-10-10,17:22:00,Sleep,22.0
2017-10-10 18:10:00,2017-10-10,18:10:00,Sleep,386.0
2017-10-11 02:40:00,2017-10-11,02:40:00,Sleep,187.0
2017-10-11 06:45:00,2017-10-11,06:45:00,Sleep,189.0
2017-10-11 13:35:00,2017-10-11,13:35:00,Sleep,171.0
2017-10-11 17:15:00,2017-10-11,17:15:00,Sleep,231.0
2017-10-11 23:05:00,2017-10-11,23:05:00,Sleep,140.0
2017-10-12 03:05:00,2017-10-12,03:05:00,Sleep,192.0
2017-10-12 07:30:00,2017-10-12,07:30:00,Sleep,225.0
2017-10-12 13:30:00,2017-10-12,13:30:00,Sleep,221.0
2017-10-12 20:50:00,2017-10-12,20:50:00,Sleep,310.0
2017-10-13 03:10:00,2017-10-13,03:10:00,Sleep,137.0
2017-10-13 06:15:00,2017-10-13,06:15:00,Sleep,159.0
2017-10-13 10:00:00,2017-10-13,10:00:00,Sleep,179.0
2017-10-13 14:30:00,2017-10-13,14:30:00,Sleep,55.0
2017-10-13 16:25:00,2017-10-13,16:25:00,Sleep,183.0
2017-10-13 20:21:00,2017-10-13,20:21:00,Sleep,278.0
2017-10-14 02:25:00,2017-10-14,02:25:00,Sleep,150.0
2017-10-14 10:20:00,2017-10-14,10:20:00,Sleep,229.0
2017-10-14 15:05:00,2017-10-14,15:05:00,Sleep,60.0
2017-10-14 17:30:00,2017-10-14,17:30:00,Sleep,69.0
2017-10-14 21:30:00,2017-10-14,21:30:00,Sleep,197.0
2017-10-15 01:40:00,2017-10-15,01:40:00,Sleep,220.0
2017-10-15 07:10:00,2017-10-15,07:10:00,Sleep,61.0
2017-10-15 10:05:00,2017-10-15,10:05:00,Sleep,180.0
2017-10-15 13:45:00,2017-10-15,13:45:00,Sleep,180.0
2017-10-15 19:25:00,2017-10-15,19:25:00,Sleep,263.0
2017-10-16 01:00:00,2017-10-16,01:00:00,Sleep,172.0
2017-10-16 05:00:00,2017-10-16,05:00:00,Sleep,56.0
2017-10-16 06:20:00,2017-10-16,06:20:00,Sleep,73.0
2017-10-16 10:34:00,2017-10-16,10:34:00,Sleep,36.0
2017-10-16 11:52:00,2017-10-16,11:52:00,Sleep,43.0
2017-10-16 13:45:00,2017-10-16,13:45:00,Sleep,129.0
2017-10-16 19:15:00,2017-10-16,19:15:00,Sleep,311.0
2017-10-17 01:25:00,2017-10-17,01:25:00,Sleep,191.0
2017-10-17 05:15:00,2017-10-17,05:15:00,Sleep,82.0
2017-10-17 07:45:00,2017-10-17,07:45:00,Sleep,139.0
2017-10-17 11:39:00,2017-10-17,11:39:00,Sleep,65.0
2017-10-17 13:40:00,2017-10-17,13:40:00,Sleep,53.0
2017-10-17 15:20:00,2017-10-17,15:20:00,Sleep,220.0
2017-10-17 22:15:00,2017-10-17,22:15:00,Sleep,170.0
2017-10-18 01:59:00,2017-10-18,01:59:00,Sleep,166.0
2017-10-18 05:30:00,2017-10-18,05:30:00,Sleep,130.0
2017-10-18 09:50:00,2017-10-18,09:50:00,Sleep,228.0
2017-10-18 14:00:00,2017-10-18,14:00:00,Sleep,155.0
2017-10-18 20:38:00,2017-10-18,20:38:00,Sleep,329.0
2017-10-19 03:30:00,2017-10-19,03:30:00,Sleep,155.0
2017-10-19 10:30:00,2017-10-19,10:30:00,Sleep,45.0
2017-10-19 11:55:00,2017-10-19,11:55:00,Sleep,165.0
2017-10-19 17:30:00,2017-10-19,17:30:00,Sleep,195.0
2017-10-19 21:45:00,2017-10-19,21:45:00,Sleep,229.0
2017-10-20 02:55:00,2017-10-20,02:55:00,Sleep,138.0
2017-10-20 08:25:00,2017-10-20,08:25:00,Sleep,190.0
2017-10-20 12:12:00,2017-10-20,12:12:00,Sleep,119.0
2017-10-20 14:17:00,2017-10-20,14:17:00,Sleep,40.0
2017-10-20 18:10:00,2017-10-20,18:10:00,Sleep,186.0
2017-10-20 22:15:00,2017-10-20,22:15:00,Sleep,239.0
2017-10-21 03:20:00,2017-10-21,03:20:00,Sleep,130.0
2017-10-21 08:49:00,2017-10-21,08:49:00,Sleep,214.0
2017-10-21 14:40:00,2017-10-21,14:40:00,Sleep,140.0
2017-10-21 18:51:00,2017-10-21,18:51:00,Sleep,389.0
2017-10-22 02:44:00,2017-10-22,02:44:00,Sleep,145.0
2017-10-22 05:55:00,2017-10-22,05:55:00,Sleep,126.0
2017-10-22 08:52:00,2017-10-22,08:52:00,Sleep,131.0
2017-10-22 13:00:00,2017-10-22,13:00:00,Sleep,38.0
2017-10-22 14:24:00,2017-10-22,14:24:00,Sleep,45.0
2017-10-22 17:30:00,2017-10-22,17:30:00,Sleep,40.0
2017-10-22 20:30:00,2017-10-22,20:30:00,Sleep,335.0
2017-10-23 02:50:00,2017-10-23,02:50:00,Sleep,149.0
2017-10-23 08:10:00,2017-10-23,08:10:00,Sleep,154.0
2017-10-23 12:30:00,2017-10-23,12:30:00,Sleep,39.0
2017-10-23 13:42:00,2017-10-23,13:42:00,Sleep,162.0
2017-10-23 19:30:00,2017-10-23,19:30:00,Sleep,276.0
2017-10-24 00:50:00,2017-10-24,00:50:00,Sleep,230.0
2017-10-24 06:31:00,2017-10-24,06:31:00,Sleep,148.0
2017-10-24 14:00:00,2017-10-24,14:00:00,Sleep,105.0
2017-10-24 17:00:00,2017-10-24,17:00:00,Sleep,294.0
2017-10-24 22:35:00,2017-10-24,22:35:00,Sleep,216.0
2017-10-25 04:00:00,2017-10-25,04:00:00,Sleep,125.0
2017-10-25 08:00:00,2017-10-25,08:00:00,Sleep,49.0
2017-10-25 10:05:00,2017-10-25,10:05:00,Sleep,142.0
2017-10-25 13:50:00,2017-10-25,13:50:00,Sleep,40.0
2017-10-25 16:30:00,2017-10-25,16:30:00,Sleep,311.0
2017-10-25 23:13:00,2017-10-25,23:13:00,Sleep,233.0
2017-10-26 04:00:00,2017-10-26,04:00:00,Sleep,166.0
2017-10-26 11:30:00,2017-10-26,11:30:00,Sleep,90.0
2017-10-26 14:50:00,2017-10-26,14:50:00,Sleep,84.0
2017-10-26 17:20:00,2017-10-26,17:20:00,Sleep,190.0
2017-10-26 23:15:00,2017-10-26,23:15:00,Sleep,160.0
2017-10-27 03:10:00,2017-10-27,03:10:00,Sleep,140.0
2017-10-27 07:10:00,2017-10-27,07:10:00,Sleep,75.0
2017-10-27 09:00:00,2017-10-27,09:00:00,Sleep,186.0
2017-10-27 20:20:00,2017-10-27,20:20:00,Sleep,178.0
2017-10-28 00:14:00,2017-10-28,00:14:00,Sleep,191.0
2017-10-28 04:00:00,2017-10-28,04:00:00,Sleep,122.0
2017-10-28 08:02:00,2017-10-28,08:02:00,Sleep,120.0
2017-10-28 12:00:00,2017-10-28,12:00:00,Sleep,90.0
2017-10-28 14:55:00,2017-10-28,14:55:00,Sleep,35.0
2017-10-28 19:00:00,2017-10-28,19:00:00,Sleep,382.0
2017-10-29 02:40:00,2017-10-29,02:40:00,Sleep,149.0
2017-10-29 08:00:00,2017-10-29,08:00:00,Sleep,139.0
2017-10-29 11:05:00,2017-10-29,11:05:00,Sleep,59.0
2017-10-29 13:23:00,2017-10-29,13:23:00,Sleep,10.0
2017-10-29 20:30:00,2017-10-29,20:30:00,Sleep,222.0
2017-10-30 01:05:00,2017-10-30,01:05:00,Sleep,167.0
2017-10-30 05:00:00,2017-10-30,05:00:00,Sleep,50.0
2017-10-30 08:15:00,2017-10-30,08:15:00,Sleep,201.0
2017-10-30 12:40:00,2017-10-30,12:40:00,Sleep,74.0
2017-10-30 16:00:00,2017-10-30,16:00:00,Sleep,39.0
2017-10-30 17:45:00,2017-10-30,17:45:00,Sleep,447.0
2017-10-31 02:10:00,2017-10-31,02:10:00,Sleep,150.0
2017-10-31 09:20:00,2017-10-31,09:20:00,Sleep,109.0
2017-10-31 12:00:00,2017-10-31,12:00:00,Sleep,155.0
2017-10-31 19:25:00,2017-10-31,19:25:00,Sleep,332.0
2017-11-01 01:50:00,2017-11-01,01:50:00,Sleep,138.0
2017-11-01 05:50:00,2017-11-01,05:50:00,Sleep,25.0
2017-11-01 08:15:00,2017-11-01,08:15:00,Sleep,115.0
2017-11-01 12:20:00,2017-11-01,12:20:00,Sleep,43.0
2017-11-01 16:50:00,2017-11-01,16:50:00,Sleep,117.0
2017-11-01 19:40:00,2017-11-01,19:40:00,Sleep,340.0
2017-11-02 02:20:00,2017-11-02,02:20:00,Sleep,147.0
2017-11-02 09:00:00,2017-11-02,09:00:00,Sleep,134.0
2017-11-02 12:20:00,2017-11-02,12:20:00,Sleep,138.0
2017-11-02 15:31:00,2017-11-02,15:31:00,Sleep,68.0
2017-11-02 19:55:00,2017-11-02,19:55:00,Sleep,301.0
2017-11-03 01:50:00,2017-11-03,01:50:00,Sleep,139.0
2017-11-03 05:20:00,2017-11-03,05:20:00,Sleep,70.0
2017-11-03 07:40:00,2017-11-03,07:40:00,Sleep,150.0
2017-11-03 12:00:00,2017-11-03,12:00:00,Sleep,89.0
2017-11-03 15:00:00,2017-11-03,15:00:00,Sleep,50.0
2017-11-03 16:40:00,2017-11-03,16:40:00,Sleep,482.0
2017-11-04 02:45:00,2017-11-04,02:45:00,Sleep,105.0
2017-11-04 06:10:00,2017-11-04,06:10:00,Sleep,110.0
2017-11-04 10:15:00,2017-11-04,10:15:00,Sleep,183.0
2017-11-04 19:05:00,2017-11-04,19:05:00,Sleep,389.0
2017-11-05 02:30:00,2017-11-05,02:30:00,Sleep,100.0
2017-11-05 04:45:00,2017-11-05,04:45:00,Sleep,61.0
2017-11-05 06:35:00,2017-11-05,06:35:00,Sleep,105.0
2017-11-05 09:15:00,2017-11-05,09:15:00,Sleep,214.0
2017-11-05 14:10:00,2017-11-05,14:10:00,Sleep,168.0
2017-11-05 18:00:00,2017-11-05,18:00:00,Sleep,40.0
2017-11-05 21:20:00,2017-11-05,21:20:00,Sleep,250.0
2017-11-06 06:20:00,2017-11-06,06:20:00,Sleep,50.0
2017-11-06 08:34:00,2017-11-06,08:34:00,Sleep,206.0
2017-11-06 15:36:00,2017-11-06,15:36:00,Sleep,274.0
2017-11-06 21:28:00,2017-11-06,21:28:00,Sleep,217.0
2017-11-07 02:30:00,2017-11-07,02:30:00,Sleep,145.0
2017-11-07 05:55:00,2017-11-07,05:55:00,Sleep,54.0
2017-11-07 08:46:00,2017-11-07,08:46:00,Sleep,29.0
2017-11-07 12:30:00,2017-11-07,12:30:00,Sleep,115.0
2017-11-07 15:40:00,2017-11-07,15:40:00,Sleep,35.0
2017-11-07 20:28:00,2017-11-07,20:28:00,Sleep,29.0
2017-11-07 21:33:00,2017-11-07,21:33:00,Sleep,266.0
2017-11-08 03:02:00,2017-11-08,03:02:00,Sleep,65.0
2017-11-08 09:10:00,2017-11-08,09:10:00,Sleep,170.0
2017-11-08 15:25:00,2017-11-08,15:25:00,Sleep,24.0
2017-11-08 18:00:00,2017-11-08,18:00:00,Sleep,40.0
2017-11-08 20:40:00,2017-11-08,20:40:00,Sleep,270.0
2017-11-09 02:45:00,2017-11-09,02:45:00,Sleep,86.0
2017-11-09 04:45:00,2017-11-09,04:45:00,Sleep,60.0
2017-11-09 07:50:00,2017-11-09,07:50:00,Sleep,59.0
2017-11-09 10:08:00,2017-11-09,10:08:00,Sleep,50.0
2017-11-09 11:38:00,2017-11-09,11:38:00,Sleep,41.0
2017-11-09 16:15:00,2017-11-09,16:15:00,Sleep,30.0
2017-11-09 20:15:00,2017-11-09,20:15:00,Sleep,405.0
2017-11-10 04:06:00,2017-11-10,04:06:00,Sleep,58.0
2017-11-10 05:10:00,2017-11-10,05:10:00,Sleep,24.0
2017-11-10 07:41:00,2017-11-10,07:41:00,Sleep,98.0
2017-11-10 10:35:00,2017-11-10,10:35:00,Sleep,42.0
2017-11-10 14:40:00,2017-11-10,14:40:00,Sleep,70.0
2017-11-10 16:20:00,2017-11-10,16:20:00,Sleep,220.0
2017-11-10 20:55:00,2017-11-10,20:55:00,Sleep,228.0
2017-11-11 01:16:00,2017-11-11,01:16:00,Sleep,153.0
2017-11-11 04:30:00,2017-11-11,04:30:00,Sleep,63.0
2017-11-11 07:29:00,2017-11-11,07:29:00,Sleep,52.0
2017-11-11 09:10:00,2017-11-11,09:10:00,Sleep,100.0
2017-11-11 12:45:00,2017-11-11,12:45:00,Sleep,45.0
2017-11-11 15:30:00,2017-11-11,15:30:00,Sleep,303.0
2017-11-11 22:10:00,2017-11-11,22:10:00,Sleep,262.0
2017-11-12 03:20:00,2017-11-12,03:20:00,Sleep,123.0
2017-11-12 08:10:00,2017-11-12,08:10:00,Sleep,55.0
2017-11-12 13:10:00,2017-11-12,13:10:00,Sleep,54.0
2017-11-12 15:36:00,2017-11-12,15:36:00,Sleep,66.0
2017-11-12 21:00:00,2017-11-12,21:00:00,Sleep,367.0
2017-11-13 03:50:00,2017-11-13,03:50:00,Sleep,16.0
2017-11-13 04:17:00,2017-11-13,04:17:00,Sleep,117.0
2017-11-13 07:10:00,2017-11-13,07:10:00,Sleep,60.0
2017-11-13 12:07:00,2017-11-13,12:07:00,Sleep,55.0
2017-11-13 14:42:00,2017-11-13,14:42:00,Sleep,84.0
2017-11-13 20:55:00,2017-11-13,20:55:00,Sleep,145.0
2017-11-13 23:51:00,2017-11-13,23:51:00,Sleep,189.0
2017-11-14 03:41:00,2017-11-14,03:41:00,Sleep,113.0
2017-11-14 06:15:00,2017-11-14,06:15:00,Sleep,111.0
2017-11-14 09:20:00,2017-11-14,09:20:00,Sleep,15.0
2017-11-14 10:35:00,2017-11-14,10:35:00,Sleep,25.0
2017-11-14 12:59:00,2017-11-14,12:59:00,Sleep,197.0
2017-11-14 18:38:00,2017-11-14,18:38:00,Sleep,8.0
2017-11-14 19:00:00,2017-11-14,19:00:00,Sleep,325.0
2017-11-15 01:50:00,2017-11-15,01:50:00,Sleep,60.0
2017-11-15 03:35:00,2017-11-15,03:35:00,Sleep,83.0
2017-11-15 06:05:00,2017-11-15,06:05:00,Sleep,71.0
2017-11-15 09:25:00,2017-11-15,09:25:00,Sleep,134.0
2017-11-15 21:05:00,2017-11-15,21:05:00,Sleep,254.0
2017-11-16 02:03:00,2017-11-16,02:03:00,Sleep,178.0
2017-11-16 05:46:00,2017-11-16,05:46:00,Sleep,76.0
2017-11-16 09:05:00,2017-11-16,09:05:00,Sleep,69.0
2017-11-16 14:35:00,2017-11-16,14:35:00,Sleep,45.0
2017-11-16 15:48:00,2017-11-16,15:48:00,Sleep,62.0
2017-11-16 19:30:00,2017-11-16,19:30:00,Sleep,288.0
2017-11-17 01:05:00,2017-11-17,01:05:00,Sleep,162.0
2017-11-17 04:20:00,2017-11-17,04:20:00,Sleep,68.0
2017-11-17 06:25:00,2017-11-17,06:25:00,Sleep,70.0
2017-11-17 09:30:00,2017-11-17,09:30:00,Sleep,119.0
2017-11-17 12:10:00,2017-11-17,12:10:00,Sleep,80.0
2017-11-17 15:20:00,2017-11-17,15:20:00,Sleep,194.0
2017-11-17 20:30:00,2017-11-17,20:30:00,Sleep,230.0
2017-11-18 00:55:00,2017-11-18,00:55:00,Sleep,170.0
2017-11-18 04:16:00,2017-11-18,04:16:00,Sleep,80.0
2017-11-18 08:00:00,2017-11-18,08:00:00,Sleep,52.0
2017-11-18 10:00:00,2017-11-18,10:00:00,Sleep,60.0
2017-11-18 11:50:00,2017-11-18,11:50:00,Sleep,44.0
2017-11-18 14:00:00,2017-11-18,14:00:00,Sleep,35.0
2017-11-18 15:45:00,2017-11-18,15:45:00,Sleep,90.0
2017-11-18 21:00:00,2017-11-18,21:00:00,Sleep,273.0
2017-11-19 02:15:00,2017-11-19,02:15:00,Sleep,152.0
2017-11-19 05:55:00,2017-11-19,05:55:00,Sleep,154.0
2017-11-19 10:21:00,2017-11-19,10:21:00,Sleep,67.0
2017-11-19 13:50:00,2017-11-19,13:50:00,Sleep,166.0
2017-11-19 20:20:00,2017-11-19,20:20:00,Sleep,365.0
2017-11-20 03:10:00,2017-11-20,03:10:00,Sleep,95.0
2017-11-20 09:30:00,2017-11-20,09:30:00,Sleep,74.0
2017-11-20 15:00:00,2017-11-20,15:00:00,Sleep,452.0
2017-11-20 23:15:00,2017-11-20,23:15:00,Sleep,243.0
2017-11-21 04:00:00,2017-11-21,04:00:00,Sleep,70.0
2017-11-21 05:20:00,2017-11-21,05:20:00,Sleep,85.0
2017-11-21 08:00:00,2017-11-21,08:00:00,Sleep,69.0
2017-11-21 10:55:00,2017-11-21,10:55:00,Sleep,68.0
2017-11-21 13:30:00,2017-11-21,13:30:00,Sleep,50.0
2017-11-21 15:48:00,2017-11-21,15:48:00,Sleep,419.0
2017-11-21 23:48:00,2017-11-21,23:48:00,Sleep,237.0
2017-11-22 04:20:00,2017-11-22,04:20:00,Sleep,63.0
2017-11-22 07:15:00,2017-11-22,07:15:00,Sleep,67.0
2017-11-22 10:10:00,2017-11-22,10:10:00,Sleep,50.0
2017-11-22 15:10:00,2017-11-22,15:10:00,Sleep,50.0
2017-11-22 20:40:00,2017-11-22,20:40:00,Sleep,463.0
2017-11-23 05:50:00,2017-11-23,05:50:00,Sleep,32.0
2017-11-23 07:28:00,2017-11-23,07:28:00,Sleep,130.0
2017-11-23 10:58:00,2017-11-23,10:58:00,Sleep,73.0
2017-11-23 14:35:00,2017-11-23,14:35:00,Sleep,27.0
2017-11-23 16:20:00,2017-11-23,16:20:00,Sleep,307.0
2017-11-23 22:01:00,2017-11-23,22:01:00,Sleep,198.0
2017-11-24 02:05:00,2017-11-24,02:05:00,Sleep,152.0
2017-11-24 05:50:00,2017-11-24,05:50:00,Sleep,46.0
2017-11-24 08:02:00,2017-11-24,08:02:00,Sleep,35.0
2017-11-24 09:45:00,2017-11-24,09:45:00,Sleep,75.0
2017-11-24 12:05:00,2017-11-24,12:05:00,Sleep,35.0
2017-11-24 13:27:00,2017-11-24,13:27:00,Sleep,48.0
2017-11-24 14:58:00,2017-11-24,14:58:00,Sleep,32.0
2017-11-24 17:20:00,2017-11-24,17:20:00,Sleep,629.0
2017-11-25 04:35:00,2017-11-25,04:35:00,Sleep,180.0
2017-11-25 09:00:00,2017-11-25,09:00:00,Sleep,30.0
2017-11-25 10:55:00,2017-11-25,10:55:00,Sleep,29.0
2017-11-25 11:53:00,2017-11-25,11:53:00,Sleep,171.0
2017-11-25 15:45:00,2017-11-25,15:45:00,Sleep,211.0
2017-11-25 21:50:00,2017-11-25,21:50:00,Sleep,319.0
2017-11-26 03:49:00,2017-11-26,03:49:00,Sleep,75.0
2017-11-26 08:00:00,2017-11-26,08:00:00,Sleep,65.0
2017-11-26 12:00:00,2017-11-26,12:00:00,Sleep,60.0
2017-11-26 14:18:00,2017-11-26,14:18:00,Sleep,54.0
2017-11-26 18:30:00,2017-11-26,18:30:00,Sleep,35.0
2017-11-26 20:58:00,2017-11-26,20:58:00,Sleep,322.0
2017-11-27 02:56:00,2017-11-27,02:56:00,Sleep,142.0
2017-11-27 06:00:00,2017-11-27,06:00:00,Sleep,42.0
2017-11-27 08:40:00,2017-11-27,08:40:00,Sleep,44.0
2017-11-27 11:10:00,2017-11-27,11:10:00,Sleep,27.0
2017-11-27 11:45:00,2017-11-27,11:45:00,Sleep,51.0
2017-11-27 15:00:00,2017-11-27,15:00:00,Sleep,40.0
2017-11-27 16:10:00,2017-11-27,16:10:00,Sleep,160.0
2017-11-27 19:50:00,2017-11-27,19:50:00,Sleep,341.0
2017-11-28 02:07:00,2017-11-28,02:07:00,Sleep,100.0
2017-11-28 04:26:00,2017-11-28,04:26:00,Sleep,62.0
2017-11-28 09:07:00,2017-11-28,09:07:00,Sleep,69.0
2017-11-28 11:30:00,2017-11-28,11:30:00,Sleep,43.0
2017-11-28 13:35:00,2017-11-28,13:35:00,Sleep,54.0
2017-11-28 15:50:00,2017-11-28,15:50:00,Sleep,25.0
2017-11-28 18:05:00,2017-11-28,18:05:00,Sleep,352.0
2017-11-29 00:35:00,2017-11-29,00:35:00,Sleep,166.0
2017-11-29 03:52:00,2017-11-29,03:52:00,Sleep,69.0
2017-11-29 06:48:00,2017-11-29,06:48:00,Sleep,137.0
2017-11-29 11:19:00,2017-11-29,11:19:00,Sleep,42.0
2017-11-29 14:05:00,2017-11-29,14:05:00,Sleep,135.0
2017-11-29 19:20:00,2017-11-29,19:20:00,Sleep,41.0
2017-11-29 21:04:00,2017-11-29,21:04:00,Sleep,325.0
2017-11-30 03:00:00,2017-11-30,03:00:00,Sleep,188.0
2017-11-30 08:40:00,2017-11-30,08:40:00,Sleep,71.0
2017-11-30 11:21:00,2017-11-30,11:21:00,Sleep,82.0
2017-11-30 16:00:00,2017-11-30,16:00:00,Sleep,689.0
2017-12-01 11:45:00,2017-12-01,11:45:00,Sleep,53.0
2017-12-01 13:40:00,2017-12-01,13:40:00,Sleep,80.0
2017-12-01 16:45:00,2017-12-01,16:45:00,Sleep,59.0
2017-12-01 18:45:00,2017-12-01,18:45:00,Sleep,498.0
2017-12-02 03:55:00,2017-12-02,03:55:00,Sleep,86.0
2017-12-02 06:12:00,2017-12-02,06:12:00,Sleep,150.0
2017-12-02 10:23:00,2017-12-02,10:23:00,Sleep,66.0
2017-12-02 13:59:00,2017-12-02,13:59:00,Sleep,73.0
2017-12-02 15:57:00,2017-12-02,15:57:00,Sleep,21.0
2017-12-02 20:34:00,2017-12-02,20:34:00,Sleep,448.0
2017-12-03 04:45:00,2017-12-03,04:45:00,Sleep,60.0
2017-12-03 06:05:00,2017-12-03,06:05:00,Sleep,102.0
2017-12-03 11:05:00,2017-12-03,11:05:00,Sleep,207.0
2017-12-03 19:00:00,2017-12-03,19:00:00,Sleep,376.0
2017-12-04 01:52:00,2017-12-04,01:52:00,Sleep,206.0
2017-12-04 06:23:00,2017-12-04,06:23:00,Sleep,75.0
2017-12-04 09:47:00,2017-12-04,09:47:00,Sleep,58.0
2017-12-04 12:50:00,2017-12-04,12:50:00,Sleep,38.0
2017-12-04 15:45:00,2017-12-04,15:45:00,Sleep,57.0
2017-12-04 19:35:00,2017-12-04,19:35:00,Sleep,385.0
2017-12-05 02:43:00,2017-12-05,02:43:00,Sleep,143.0
2017-12-05 05:45:00,2017-12-05,05:45:00,Sleep,62.0
2017-12-05 09:21:00,2017-12-05,09:21:00,Sleep,59.0
2017-12-05 12:00:00,2017-12-05,12:00:00,Sleep,59.0
2017-12-05 16:38:00,2017-12-05,16:38:00,Sleep,37.0
2017-12-05 20:25:00,2017-12-05,20:25:00,Sleep,510.0
2017-12-06 05:15:00,2017-12-06,05:15:00,Sleep,100.0
2017-12-06 09:30:00,2017-12-06,09:30:00,Sleep,30.0
2017-12-06 12:42:00,2017-12-06,12:42:00,Sleep,38.0
2017-12-06 15:21:00,2017-12-06,15:21:00,Sleep,59.0
2017-12-06 18:45:00,2017-12-06,18:45:00,Sleep,481.0
2017-12-07 03:38:00,2017-12-07,03:38:00,Sleep,80.0
2017-12-07 05:05:00,2017-12-07,05:05:00,Sleep,94.0
2017-12-07 08:40:00,2017-12-07,08:40:00,Sleep,121.0
2017-12-07 11:40:00,2017-12-07,11:40:00,Sleep,34.0
2017-12-07 18:20:00,2017-12-07,18:20:00,Sleep,550.0
2017-12-08 04:05:00,2017-12-08,04:05:00,Sleep,116.0
2017-12-08 08:10:00,2017-12-08,08:10:00,Sleep,55.0
2017-12-08 11:17:00,2017-12-08,11:17:00,Sleep,35.0
2017-12-08 13:35:00,2017-12-08,13:35:00,Sleep,68.0
2017-12-08 16:23:00,2017-12-08,16:23:00,Sleep,21.0
2017-12-08 18:10:00,2017-12-08,18:10:00,Sleep,170.0
2017-12-08 21:38:00,2017-12-08,21:38:00,Sleep,230.0
2017-12-09 02:03:00,2017-12-09,02:03:00,Sleep,150.0
2017-12-09 05:00:00,2017-12-09,05:00:00,Sleep,44.0
2017-12-09 07:44:00,2017-12-09,07:44:00,Sleep,45.0
2017-12-09 10:20:00,2017-12-09,10:20:00,Sleep,62.0
2017-12-09 14:27:00,2017-12-09,14:27:00,Sleep,48.0
2017-12-09 18:40:00,2017-12-09,18:40:00,Sleep,536.0
2017-12-10 04:06:00,2017-12-10,04:06:00,Sleep,65.0
2017-12-10 05:19:00,2017-12-10,05:19:00,Sleep,122.0
2017-12-10 09:35:00,2017-12-10,09:35:00,Sleep,32.0
2017-12-10 10:16:00,2017-12-10,10:16:00,Sleep,28.0
2017-12-10 12:00:00,2017-12-10,12:00:00,Sleep,135.0
2017-12-10 20:08:00,2017-12-10,20:08:00,Sleep,399.0
2017-12-11 03:21:00,2017-12-11,03:21:00,Sleep,90.0
2017-12-11 05:05:00,2017-12-11,05:05:00,Sleep,81.0
2017-12-11 09:09:00,2017-12-11,09:09:00,Sleep,142.0
2017-12-11 14:35:00,2017-12-11,14:35:00,Sleep,33.0
2017-12-11 15:45:00,2017-12-11,15:45:00,Sleep,61.0
2017-12-11 20:30:00,2017-12-11,20:30:00,Sleep,467.0
2017-12-12 05:02:00,2017-12-12,05:02:00,Sleep,168.0
2017-12-12 10:00:00,2017-12-12,10:00:00,Sleep,58.0
2017-12-12 12:20:00,2017-12-12,12:20:00,Sleep,24.0
2017-12-12 14:38:00,2017-12-12,14:38:00,Sleep,34.0
2017-12-12 22:05:00,2017-12-12,22:05:00,Sleep,412.0
2017-12-13 05:41:00,2017-12-13,05:41:00,Sleep,108.0
2017-12-13 09:15:00,2017-12-13,09:15:00,Sleep,35.0
2017-12-13 10:55:00,2017-12-13,10:55:00,Sleep,159.0
