Date and Time,Date,Time,Activity,Duration,Radial,Minutes
2017-09-30 17:01:00,2017-09-30,17:01:00,Sleep,153.0,12,1021
2017-09-30 23:10:00,2017-09-30,23:10:00,Sleep,144.0,12,1390
2017-10-01 02:51:00,2017-10-01,02:51:00,Sleep,209.0,13,171
2017-10-01 07:20:00,2017-10-01,07:20:00,Sleep,135.0,13,440
2017-10-01 10:30:00,2017-10-01,10:30:00,Sleep,215.0,13,630
2017-10-01 14:45:00,2017-10-01,14:45:00,Sleep,145.0,13,885
2017-10-01 19:40:00,2017-10-01,19:40:00,Sleep,334.0,13,1180
2017-10-02 02:30:00,2017-10-02,02:30:00,Sleep,132.0,14,150
2017-10-02 06:00:00,2017-10-02,06:00:00,Sleep,99.0,14,360
2017-10-02 09:00:00,2017-10-02,09:00:00,Sleep,255.0,14,540
2017-10-02 14:50:00,2017-10-02,14:50:00,Sleep,148.0,14,890
2017-10-02 18:28:00,2017-10-02,18:28:00,Sleep,151.0,14,1108
2017-10-02 22:35:00,2017-10-02,22:35:00,Sleep,141.0,14,1355
2017-10-03 02:20:00,2017-10-03,02:20:00,Sleep,205.0,15,140
2017-10-03 07:09:00,2017-10-03,07:09:00,Sleep,185.0,15,429
2017-10-03 13:57:00,2017-10-03,13:57:00,Sleep,68.0,15,837
2017-10-03 15:55:00,2017-10-03,15:55:00,Sleep,231.0,15,955
2017-10-03 20:15:00,2017-10-03,20:15:00,Sleep,195.0,15,1215
2017-10-04 00:38:00,2017-10-04,00:38:00,Sleep,205.0,16,38
2017-10-04 05:21:00,2017-10-04,05:21:00,Sleep,163.0,16,321
2017-10-04 10:45:00,2017-10-04,10:45:00,Sleep,224.0,16,645
2017-10-04 15:17:00,2017-10-04,15:17:00,Sleep,204.0,16,917
2017-10-04 21:05:00,2017-10-04,21:05:00,Sleep,261.0,16,1265
2017-10-05 02:30:00,2017-10-05,02:30:00,Sleep,153.0,17,150
2017-10-05 06:12:00,2017-10-05,06:12:00,Sleep,168.0,17,372
2017-10-05 10:00:00,2017-10-05,10:00:00,Sleep,90.0,17,600
2017-10-05 16:10:00,2017-10-05,16:10:00,Sleep,104.0,17,970
2017-10-05 18:35:00,2017-10-05,18:35:00,Sleep,115.0,17,1115
2017-10-05 22:00:00,2017-10-05,22:00:00,Sleep,179.0,17,1320
2017-10-06 01:37:00,2017-10-06,01:37:00,Sleep,150.0,18,97
2017-10-06 04:45:00,2017-10-06,04:45:00,Sleep,195.0,18,285
2017-10-06 09:00:00,2017-10-06,09:00:00,Sleep,140.0,18,540
2017-10-06 12:01:00,2017-10-06,12:01:00,Sleep,194.0,18,721
2017-10-06 16:50:00,2017-10-06,16:50:00,Sleep,68.0,18,1010
2017-10-06 20:25:00,2017-10-06,20:25:00,Sleep,304.0,18,1225
2017-10-07 02:28:00,2017-10-07,02:28:00,Sleep,152.0,19,148
2017-10-07 05:50:00,2017-10-07,05:50:00,Sleep,54.0,19,350
2017-10-07 07:20:00,2017-10-07,07:20:00,Sleep,70.0,19,440
2017-10-07 12:30:00,2017-10-07,12:30:00,Sleep,285.0,19,750
2017-10-07 20:38:00,2017-10-07,20:38:00,Sleep,209.0,19,1238
2017-10-08 01:10:00,2017-10-08,01:10:00,Sleep,205.0,20,70
2017-10-08 05:40:00,2017-10-08,05:40:00,Sleep,139.0,20,340
2017-10-08 09:20:00,2017-10-08,09:20:00,Sleep,180.0,20,560
2017-10-08 13:10:00,2017-10-08,13:10:00,Sleep,69.0,20,790
2017-10-08 15:15:00,2017-10-08,15:15:00,Sleep,150.0,20,915
2017-10-08 19:05:00,2017-10-08,19:05:00,Sleep,151.0,20,1145
2017-10-08 22:40:00,2017-10-08,22:40:00,Sleep,159.0,20,1360
2017-10-09 02:45:00,2017-10-09,02:45:00,Sleep,129.0,21,165
2017-10-09 07:14:00,2017-10-09,07:14:00,Sleep,162.0,21,434
2017-10-09 10:45:00,2017-10-09,10:45:00,Sleep,159.0,21,645
2017-10-09 14:20:00,2017-10-09,14:20:00,Sleep,211.0,21,860
2017-10-09 20:07:00,2017-10-09,20:07:00,Sleep,211.0,21,1207
2017-10-10 00:25:00,2017-10-10,00:25:00,Sleep,184.0,22,25
2017-10-10 04:25:00,2017-10-10,04:25:00,Sleep,153.0,22,265
2017-10-10 09:10:00,2017-10-10,09:10:00,Sleep,245.0,22,550
2017-10-10 14:34:00,2017-10-10,14:34:00,Sleep,59.0,22,874
2017-10-10 17:22:00,2017-10-10,17:22:00,Sleep,22.0,22,1042
2017-10-10 18:10:00,2017-10-10,18:10:00,Sleep,386.0,22,1090
2017-10-11 02:40:00,2017-10-11,02:40:00,Sleep,187.0,23,160
2017-10-11 06:45:00,2017-10-11,06:45:00,Sleep,189.0,23,405
2017-10-11 13:35:00,2017-10-11,13:35:00,Sleep,171.0,23,815
2017-10-11 17:15:00,2017-10-11,17:15:00,Sleep,231.0,23,1035
2017-10-11 23:05:00,2017-10-11,23:05:00,Sleep,140.0,23,1385
2017-10-12 03:05:00,2017-10-12,03:05:00,Sleep,192.0,24,185
2017-10-12 07:30:00,2017-10-12,07:30:00,Sleep,225.0,24,450
2017-10-12 13:30:00,2017-10-12,13:30:00,Sleep,221.0,24,810
2017-10-12 20:50:00,2017-10-12,20:50:00,Sleep,310.0,24,1250
2017-10-13 03:10:00,2017-10-13,03:10:00,Sleep,137.0,25,190
2017-10-13 06:15:00,2017-10-13,06:15:00,Sleep,159.0,25,375
2017-10-13 10:00:00,2017-10-13,10:00:00,Sleep,179.0,25,600
2017-10-13 14:30:00,2017-10-13,14:30:00,Sleep,55.0,25,870
2017-10-13 16:25:00,2017-10-13,16:25:00,Sleep,183.0,25,985
2017-10-13 20:21:00,2017-10-13,20:21:00,Sleep,278.0,25,1221
2017-10-14 02:25:00,2017-10-14,02:25:00,Sleep,150.0,26,145
2017-10-14 10:20:00,2017-10-14,10:20:00,Sleep,229.0,26,620
2017-10-14 15:05:00,2017-10-14,15:05:00,Sleep,60.0,26,905
2017-10-14 17:30:00,2017-10-14,17:30:00,Sleep,69.0,26,1050
2017-10-14 21:30:00,2017-10-14,21:30:00,Sleep,197.0,26,1290
2017-10-15 01:40:00,2017-10-15,01:40:00,Sleep,220.0,27,100
2017-10-15 07:10:00,2017-10-15,07:10:00,Sleep,61.0,27,430
2017-10-15 10:05:00,2017-10-15,10:05:00,Sleep,180.0,27,605
2017-10-15 13:45:00,2017-10-15,13:45:00,Sleep,180.0,27,825
2017-10-15 19:25:00,2017-10-15,19:25:00,Sleep,263.0,27,1165
2017-10-16 01:00:00,2017-10-16,01:00:00,Sleep,172.0,28,60
2017-10-16 05:00:00,2017-10-16,05:00:00,Sleep,56.0,28,300
2017-10-16 06:20:00,2017-10-16,06:20:00,Sleep,73.0,28,380
2017-10-16 10:34:00,2017-10-16,10:34:00,Sleep,36.0,28,634
2017-10-16 11:52:00,2017-10-16,11:52:00,Sleep,43.0,28,712
2017-10-16 13:45:00,2017-10-16,13:45:00,Sleep,129.0,28,825
2017-10-16 19:15:00,2017-10-16,19:15:00,Sleep,311.0,28,1155
2017-10-17 01:25:00,2017-10-17,01:25:00,Sleep,191.0,29,85
2017-10-17 05:15:00,2017-10-17,05:15:00,Sleep,82.0,29,315
2017-10-17 07:45:00,2017-10-17,07:45:00,Sleep,139.0,29,465
2017-10-17 11:39:00,2017-10-17,11:39:00,Sleep,65.0,29,699
2017-10-17 13:40:00,2017-10-17,13:40:00,Sleep,53.0,29,820
2017-10-17 15:20:00,2017-10-17,15:20:00,Sleep,220.0,29,920
2017-10-17 22:15:00,2017-10-17,22:15:00,Sleep,170.0,29,1335
2017-10-18 01:59:00,2017-10-18,01:59:00,Sleep,166.0,30,119
2017-10-18 05:30:00,2017-10-18,05:30:00,Sleep,130.0,30,330
2017-10-18 09:50:00,2017-10-18,09:50:00,Sleep,228.0,30,590
2017-10-18 14:00:00,2017-10-18,14:00:00,Sleep,155.0,30,840
2017-10-18 20:38:00,2017-10-18,20:38:00,Sleep,329.0,30,1238
2017-10-19 03:30:00,2017-10-19,03:30:00,Sleep,155.0,31,210
2017-10-19 10:30:00,2017-10-19,10:30:00,Sleep,45.0,31,630
2017-10-19 11:55:00,2017-10-19,11:55:00,Sleep,165.0,31,715
2017-10-19 17:30:00,2017-10-19,17:30:00,Sleep,195.0,31,1050
2017-10-19 21:45:00,2017-10-19,21:45:00,Sleep,229.0,31,1305
2017-10-20 02:55:00,2017-10-20,02:55:00,Sleep,138.0,32,175
2017-10-20 08:25:00,2017-10-20,08:25:00,Sleep,190.0,32,505
2017-10-20 12:12:00,2017-10-20,12:12:00,Sleep,119.0,32,732
2017-10-20 14:17:00,2017-10-20,14:17:00,Sleep,40.0,32,857
2017-10-20 18:10:00,2017-10-20,18:10:00,Sleep,186.0,32,1090
2017-10-20 22:15:00,2017-10-20,22:15:00,Sleep,239.0,32,1335
2017-10-21 03:20:00,2017-10-21,03:20:00,Sleep,130.0,33,200
2017-10-21 08:49:00,2017-10-21,08:49:00,Sleep,214.0,33,529
2017-10-21 14:40:00,2017-10-21,14:40:00,Sleep,140.0,33,880
2017-10-21 18:51:00,2017-10-21,18:51:00,Sleep,389.0,33,1131
2017-10-22 02:44:00,2017-10-22,02:44:00,Sleep,145.0,34,164
2017-10-22 05:55:00,2017-10-22,05:55:00,Sleep,126.0,34,355
2017-10-22 08:52:00,2017-10-22,08:52:00,Sleep,131.0,34,532
2017-10-22 13:00:00,2017-10-22,13:00:00,Sleep,38.0,34,780
2017-10-22 14:24:00,2017-10-22,14:24:00,Sleep,45.0,34,864
2017-10-22 17:30:00,2017-10-22,17:30:00,Sleep,40.0,34,1050
2017-10-22 20:30:00,2017-10-22,20:30:00,Sleep,335.0,34,1230
2017-10-23 02:50:00,2017-10-23,02:50:00,Sleep,149.0,35,170
2017-10-23 08:10:00,2017-10-23,08:10:00,Sleep,154.0,35,490
2017-10-23 12:30:00,2017-10-23,12:30:00,Sleep,39.0,35,750
2017-10-23 13:42:00,2017-10-23,13:42:00,Sleep,162.0,35,822
2017-10-23 19:30:00,2017-10-23,19:30:00,Sleep,276.0,35,1170
2017-10-24 00:50:00,2017-10-24,00:50:00,Sleep,230.0,36,50
2017-10-24 06:31:00,2017-10-24,06:31:00,Sleep,148.0,36,391
2017-10-24 14:00:00,2017-10-24,14:00:00,Sleep,105.0,36,840
2017-10-24 17:00:00,2017-10-24,17:00:00,Sleep,294.0,36,1020
2017-10-24 22:35:00,2017-10-24,22:35:00,Sleep,216.0,36,1355
2017-10-25 04:00:00,2017-10-25,04:00:00,Sleep,125.0,37,240
2017-10-25 08:00:00,2017-10-25,08:00:00,Sleep,49.0,37,480
2017-10-25 10:05:00,2017-10-25,10:05:00,Sleep,142.0,37,605
2017-10-25 13:50:00,2017-10-25,13:50:00,Sleep,40.0,37,830
2017-10-25 16:30:00,2017-10-25,16:30:00,Sleep,311.0,37,990
2017-10-25 23:13:00,2017-10-25,23:13:00,Sleep,233.0,37,1393
2017-10-26 04:00:00,2017-10-26,04:00:00,Sleep,166.0,38,240
2017-10-26 11:30:00,2017-10-26,11:30:00,Sleep,90.0,38,690
2017-10-26 14:50:00,2017-10-26,14:50:00,Sleep,84.0,38,890
2017-10-26 17:20:00,2017-10-26,17:20:00,Sleep,190.0,38,1040
2017-10-26 23:15:00,2017-10-26,23:15:00,Sleep,160.0,38,1395
2017-10-27 03:10:00,2017-10-27,03:10:00,Sleep,140.0,39,190
2017-10-27 07:10:00,2017-10-27,07:10:00,Sleep,75.0,39,430
2017-10-27 09:00:00,2017-10-27,09:00:00,Sleep,186.0,39,540
2017-10-27 20:20:00,2017-10-27,20:20:00,Sleep,178.0,39,1220
2017-10-28 00:14:00,2017-10-28,00:14:00,Sleep,191.0,40,14
2017-10-28 04:00:00,2017-10-28,04:00:00,Sleep,122.0,40,240
2017-10-28 08:02:00,2017-10-28,08:02:00,Sleep,120.0,40,482
2017-10-28 12:00:00,2017-10-28,12:00:00,Sleep,90.0,40,720
2017-10-28 14:55:00,2017-10-28,14:55:00,Sleep,35.0,40,895
2017-10-28 19:00:00,2017-10-28,19:00:00,Sleep,382.0,40,1140
2017-10-29 02:40:00,2017-10-29,02:40:00,Sleep,149.0,41,160
2017-10-29 08:00:00,2017-10-29,08:00:00,Sleep,139.0,41,480
2017-10-29 11:05:00,2017-10-29,11:05:00,Sleep,59.0,41,665
2017-10-29 13:23:00,2017-10-29,13:23:00,Sleep,10.0,41,803
2017-10-29 20:30:00,2017-10-29,20:30:00,Sleep,222.0,41,1230
2017-10-30 01:05:00,2017-10-30,01:05:00,Sleep,167.0,42,65
2017-10-30 05:00:00,2017-10-30,05:00:00,Sleep,50.0,42,300
2017-10-30 08:15:00,2017-10-30,08:15:00,Sleep,201.0,42,495
2017-10-30 12:40:00,2017-10-30,12:40:00,Sleep,74.0,42,760
2017-10-30 16:00:00,2017-10-30,16:00:00,Sleep,39.0,42,960
2017-10-30 17:45:00,2017-10-30,17:45:00,Sleep,447.0,42,1065
2017-10-31 02:10:00,2017-10-31,02:10:00,Sleep,150.0,43,130
2017-10-31 09:20:00,2017-10-31,09:20:00,Sleep,109.0,43,560
2017-10-31 12:00:00,2017-10-31,12:00:00,Sleep,155.0,43,720
2017-10-31 19:25:00,2017-10-31,19:25:00,Sleep,332.0,43,1165
2017-11-01 01:50:00,2017-11-01,01:50:00,Sleep,138.0,44,110
2017-11-01 05:50:00,2017-11-01,05:50:00,Sleep,25.0,44,350
2017-11-01 08:15:00,2017-11-01,08:15:00,Sleep,115.0,44,495
2017-11-01 12:20:00,2017-11-01,12:20:00,Sleep,43.0,44,740
2017-11-01 16:50:00,2017-11-01,16:50:00,Sleep,117.0,44,1010
2017-11-01 19:40:00,2017-11-01,19:40:00,Sleep,340.0,44,1180
2017-11-02 02:20:00,2017-11-02,02:20:00,Sleep,147.0,45,140
2017-11-02 09:00:00,2017-11-02,09:00:00,Sleep,134.0,45,540
2017-11-02 12:20:00,2017-11-02,12:20:00,Sleep,138.0,45,740
2017-11-02 15:31:00,2017-11-02,15:31:00,Sleep,68.0,45,931
2017-11-02 19:55:00,2017-11-02,19:55:00,Sleep,301.0,45,1195
2017-11-03 01:50:00,2017-11-03,01:50:00,Sleep,139.0,46,110
2017-11-03 05:20:00,2017-11-03,05:20:00,Sleep,70.0,46,320
2017-11-03 07:40:00,2017-11-03,07:40:00,Sleep,150.0,46,460
2017-11-03 12:00:00,2017-11-03,12:00:00,Sleep,89.0,46,720
2017-11-03 15:00:00,2017-11-03,15:00:00,Sleep,50.0,46,900
2017-11-03 16:40:00,2017-11-03,16:40:00,Sleep,482.0,46,1000
2017-11-04 02:45:00,2017-11-04,02:45:00,Sleep,105.0,47,165
2017-11-04 06:10:00,2017-11-04,06:10:00,Sleep,110.0,47,370
2017-11-04 10:15:00,2017-11-04,10:15:00,Sleep,183.0,47,615
2017-11-04 19:05:00,2017-11-04,19:05:00,Sleep,389.0,47,1145
2017-11-05 02:30:00,2017-11-05,02:30:00,Sleep,100.0,48,150
2017-11-05 04:45:00,2017-11-05,04:45:00,Sleep,61.0,48,285
2017-11-05 06:35:00,2017-11-05,06:35:00,Sleep,105.0,48,395
2017-11-05 09:15:00,2017-11-05,09:15:00,Sleep,214.0,48,555
2017-11-05 14:10:00,2017-11-05,14:10:00,Sleep,168.0,48,850
2017-11-05 18:00:00,2017-11-05,18:00:00,Sleep,40.0,48,1080
2017-11-05 21:20:00,2017-11-05,21:20:00,Sleep,250.0,48,1280
2017-11-06 06:20:00,2017-11-06,06:20:00,Sleep,50.0,49,380
2017-11-06 08:34:00,2017-11-06,08:34:00,Sleep,206.0,49,514
2017-11-06 15:36:00,2017-11-06,15:36:00,Sleep,274.0,49,936
2017-11-06 21:28:00,2017-11-06,21:28:00,Sleep,217.0,49,1288
2017-11-07 02:30:00,2017-11-07,02:30:00,Sleep,145.0,50,150
2017-11-07 05:55:00,2017-11-07,05:55:00,Sleep,54.0,50,355
2017-11-07 08:46:00,2017-11-07,08:46:00,Sleep,29.0,50,526
2017-11-07 12:30:00,2017-11-07,12:30:00,Sleep,115.0,50,750
2017-11-07 15:40:00,2017-11-07,15:40:00,Sleep,35.0,50,940
2017-11-07 20:28:00,2017-11-07,20:28:00,Sleep,29.0,50,1228
2017-11-07 21:33:00,2017-11-07,21:33:00,Sleep,266.0,50,1293
2017-11-08 03:02:00,2017-11-08,03:02:00,Sleep,65.0,51,182
2017-11-08 09:10:00,2017-11-08,09:10:00,Sleep,170.0,51,550
2017-11-08 15:25:00,2017-11-08,15:25:00,Sleep,24.0,51,925
2017-11-08 18:00:00,2017-11-08,18:00:00,Sleep,40.0,51,1080
2017-11-08 20:40:00,2017-11-08,20:40:00,Sleep,270.0,51,1240
2017-11-09 02:45:00,2017-11-09,02:45:00,Sleep,86.0,52,165
2017-11-09 04:45:00,2017-11-09,04:45:00,Sleep,60.0,52,285
2017-11-09 07:50:00,2017-11-09,07:50:00,Sleep,59.0,52,470
2017-11-09 10:08:00,2017-11-09,10:08:00,Sleep,50.0,52,608
2017-11-09 11:38:00,2017-11-09,11:38:00,Sleep,41.0,52,698
2017-11-09 16:15:00,2017-11-09,16:15:00,Sleep,30.0,52,975
2017-11-09 20:15:00,2017-11-09,20:15:00,Sleep,405.0,52,1215
2017-11-10 04:06:00,2017-11-10,04:06:00,Sleep,58.0,53,246
2017-11-10 05:10:00,2017-11-10,05:10:00,Sleep,24.0,53,310
2017-11-10 07:41:00,2017-11-10,07:41:00,Sleep,98.0,53,461
2017-11-10 10:35:00,2017-11-10,10:35:00,Sleep,42.0,53,635
2017-11-10 14:40:00,2017-11-10,14:40:00,Sleep,70.0,53,880
2017-11-10 16:20:00,2017-11-10,16:20:00,Sleep,220.0,53,980
2017-11-10 20:55:00,2017-11-10,20:55:00,Sleep,228.0,53,1255
2017-11-11 01:16:00,2017-11-11,01:16:00,Sleep,153.0,54,76
2017-11-11 04:30:00,2017-11-11,04:30:00,Sleep,63.0,54,270
2017-11-11 07:29:00,2017-11-11,07:29:00,Sleep,52.0,54,449
2017-11-11 09:10:00,2017-11-11,09:10:00,Sleep,100.0,54,550
2017-11-11 12:45:00,2017-11-11,12:45:00,Sleep,45.0,54,765
2017-11-11 15:30:00,2017-11-11,15:30:00,Sleep,303.0,54,930
2017-11-11 22:10:00,2017-11-11,22:10:00,Sleep,262.0,54,1330
2017-11-12 03:20:00,2017-11-12,03:20:00,Sleep,123.0,55,200
2017-11-12 08:10:00,2017-11-12,08:10:00,Sleep,55.0,55,490
2017-11-12 13:10:00,2017-11-12,13:10:00,Sleep,54.0,55,790
2017-11-12 15:36:00,2017-11-12,15:36:00,Sleep,66.0,55,936
2017-11-12 21:00:00,2017-11-12,21:00:00,Sleep,367.0,55,1260
2017-11-13 03:50:00,2017-11-13,03:50:00,Sleep,16.0,56,230
2017-11-13 04:17:00,2017-11-13,04:17:00,Sleep,117.0,56,257
2017-11-13 07:10:00,2017-11-13,07:10:00,Sleep,60.0,56,430
2017-11-13 12:07:00,2017-11-13,12:07:00,Sleep,55.0,56,727
2017-11-13 14:42:00,2017-11-13,14:42:00,Sleep,84.0,56,882
2017-11-13 20:55:00,2017-11-13,20:55:00,Sleep,145.0,56,1255
2017-11-13 23:51:00,2017-11-13,23:51:00,Sleep,189.0,56,1431
2017-11-14 03:41:00,2017-11-14,03:41:00,Sleep,113.0,57,221
2017-11-14 06:15:00,2017-11-14,06:15:00,Sleep,111.0,57,375
2017-11-14 09:20:00,2017-11-14,09:20:00,Sleep,15.0,57,560
2017-11-14 10:35:00,2017-11-14,10:35:00,Sleep,25.0,57,635
2017-11-14 12:59:00,2017-11-14,12:59:00,Sleep,197.0,57,779
2017-11-14 18:38:00,2017-11-14,18:38:00,Sleep,8.0,57,1118
2017-11-14 19:00:00,2017-11-14,19:00:00,Sleep,325.0,57,1140
2017-11-15 01:50:00,2017-11-15,01:50:00,Sleep,60.0,58,110
2017-11-15 03:35:00,2017-11-15,03:35:00,Sleep,83.0,58,215
2017-11-15 06:05:00,2017-11-15,06:05:00,Sleep,71.0,58,365
2017-11-15 09:25:00,2017-11-15,09:25:00,Sleep,134.0,58,565
2017-11-15 21:05:00,2017-11-15,21:05:00,Sleep,254.0,58,1265
2017-11-16 02:03:00,2017-11-16,02:03:00,Sleep,178.0,59,123
2017-11-16 05:46:00,2017-11-16,05:46:00,Sleep,76.0,59,346
2017-11-16 09:05:00,2017-11-16,09:05:00,Sleep,69.0,59,545
2017-11-16 14:35:00,2017-11-16,14:35:00,Sleep,45.0,59,875
2017-11-16 15:48:00,2017-11-16,15:48:00,Sleep,62.0,59,948
2017-11-16 19:30:00,2017-11-16,19:30:00,Sleep,288.0,59,1170
2017-11-17 01:05:00,2017-11-17,01:05:00,Sleep,162.0,60,65
2017-11-17 04:20:00,2017-11-17,04:20:00,Sleep,68.0,60,260
2017-11-17 06:25:00,2017-11-17,06:25:00,Sleep,70.0,60,385
2017-11-17 09:30:00,2017-11-17,09:30:00,Sleep,119.0,60,570
2017-11-17 12:10:00,2017-11-17,12:10:00,Sleep,80.0,60,730
2017-11-17 15:20:00,2017-11-17,15:20:00,Sleep,194.0,60,920
2017-11-17 20:30:00,2017-11-17,20:30:00,Sleep,230.0,60,1230
2017-11-18 00:55:00,2017-11-18,00:55:00,Sleep,170.0,61,55
2017-11-18 04:16:00,2017-11-18,04:16:00,Sleep,80.0,61,256
