Date and Time,Date,Time,Activity,Duration,Radial,Minutes
2015-02-12 17:46:00,2015-02-12,17:46:00,Sleep,44.0,28,1066
2015-02-12 19:05:00,2015-02-12,19:05:00,Sleep,47.0,28,1145
2015-02-12 21:15:00,2015-02-12,21:15:00,Sleep,237.0,28,1275
2015-02-13 01:30:00,2015-02-13,01:30:00,Sleep,159.0,29,90
2015-02-13 04:59:00,2015-02-13,04:59:00,Sleep,130.0,29,299
2015-02-13 08:25:00,2015-02-13,08:25:00,Sleep,36.0,29,505
2015-02-13 11:28:00,2015-02-13,11:28:00,Sleep,157.0,29,688
2015-02-13 15:15:00,2015-02-13,15:15:00,Sleep,34.0,29,915
2015-02-13 20:35:00,2015-02-13,20:35:00,Sleep,294.0,29,1235
2015-02-14 02:03:00,2015-02-14,02:03:00,Sleep,210.0,30,123
2015-02-14 06:02:00,2015-02-14,06:02:00,Sleep,139.0,30,362
2015-02-14 11:35:00,2015-02-14,11:35:00,Sleep,35.0,30,695
2015-02-14 12:58:00,2015-02-14,12:58:00,Sleep,65.0,30,778
2015-02-14 14:15:00,2015-02-14,14:15:00,Sleep,61.0,30,855
2015-02-14 15:45:00,2015-02-14,15:45:00,Sleep,40.0,30,945
2015-02-14 16:50:00,2015-02-14,16:50:00,Sleep,77.0,30,1010
2015-02-14 20:15:00,2015-02-14,20:15:00,Sleep,318.0,30,1215
2015-02-15 01:57:00,2015-02-15,01:57:00,Sleep,159.0,31,117
2015-02-15 05:12:00,2015-02-15,05:12:00,Sleep,52.0,31,312
2015-02-15 06:17:00,2015-02-15,06:17:00,Sleep,61.0,31,377
2015-02-15 07:30:00,2015-02-15,07:30:00,Sleep,60.0,31,450
2015-02-15 12:25:00,2015-02-15,12:25:00,Sleep,29.0,31,745
2015-02-15 13:31:00,2015-02-15,13:31:00,Sleep,130.0,31,811
2015-02-15 16:16:00,2015-02-15,16:16:00,Sleep,53.0,31,976
2015-02-15 20:46:00,2015-02-15,20:46:00,Sleep,224.0,31,1246
2015-02-16 00:53:00,2015-02-16,00:53:00,Sleep,116.0,32,53
2015-02-16 03:14:00,2015-02-16,03:14:00,Sleep,163.0,32,194
2015-02-16 06:20:00,2015-02-16,06:20:00,Sleep,43.0,32,380
2015-02-16 10:15:00,2015-02-16,10:15:00,Sleep,57.0,32,615
2015-02-16 12:45:00,2015-02-16,12:45:00,Sleep,60.0,32,765
2015-02-16 14:30:00,2015-02-16,14:30:00,Sleep,89.0,32,870
2015-02-16 20:25:00,2015-02-16,20:25:00,Sleep,295.0,32,1225
2015-02-17 01:50:00,2015-02-17,01:50:00,Sleep,147.0,33,110
2015-02-17 05:08:00,2015-02-17,05:08:00,Sleep,107.0,33,308
2015-02-17 07:50:00,2015-02-17,07:50:00,Sleep,39.0,33,470
2015-02-17 10:00:00,2015-02-17,10:00:00,Sleep,85.0,33,600
2015-02-17 12:00:00,2015-02-17,12:00:00,Sleep,135.0,33,720
2015-02-17 15:45:00,2015-02-17,15:45:00,Sleep,18.0,33,945
2015-02-17 16:10:00,2015-02-17,16:10:00,Sleep,104.0,33,970
2015-02-17 20:20:00,2015-02-17,20:20:00,Sleep,39.0,33,1220
2015-02-17 21:24:00,2015-02-17,21:24:00,Sleep,397.0,33,1284
2015-02-18 05:30:00,2015-02-18,05:30:00,Sleep,185.0,34,330
2015-02-18 09:05:00,2015-02-18,09:05:00,Sleep,70.0,34,545
2015-02-18 13:49:00,2015-02-18,13:49:00,Sleep,208.0,34,829
2015-02-18 18:58:00,2015-02-18,18:58:00,Sleep,42.0,34,1138
2015-02-18 22:15:00,2015-02-18,22:15:00,Sleep,273.0,34,1335
2015-02-19 03:23:00,2015-02-19,03:23:00,Sleep,177.0,35,203
2015-02-19 07:25:00,2015-02-19,07:25:00,Sleep,97.0,35,445
2015-02-19 13:40:00,2015-02-19,13:40:00,Sleep,151.0,35,820
2015-02-19 17:24:00,2015-02-19,17:24:00,Sleep,32.0,35,1044
2015-02-19 21:15:00,2015-02-19,21:15:00,Sleep,285.0,35,1275
2015-02-20 02:40:00,2015-02-20,02:40:00,Sleep,37.0,36,160
2015-02-20 03:17:00,2015-02-20,03:17:00,Sleep,154.0,36,197
2015-02-20 07:31:00,2015-02-20,07:31:00,Sleep,43.0,36,451
2015-02-20 08:43:00,2015-02-20,08:43:00,Sleep,9.0,36,523
2015-02-20 09:55:00,2015-02-20,09:55:00,Sleep,118.0,36,595
2015-02-20 12:15:00,2015-02-20,12:15:00,Sleep,60.0,36,735
2015-02-20 21:12:00,2015-02-20,21:12:00,Sleep,251.0,36,1272
2015-02-21 01:54:00,2015-02-21,01:54:00,Sleep,216.0,37,114
2015-02-21 05:59:00,2015-02-21,05:59:00,Sleep,71.0,37,359
2015-02-21 09:30:00,2015-02-21,09:30:00,Sleep,144.0,37,570
2015-02-21 13:45:00,2015-02-21,13:45:00,Sleep,75.0,37,825
2015-02-21 15:15:00,2015-02-21,15:15:00,Sleep,59.0,37,915
2015-02-21 20:45:00,2015-02-21,20:45:00,Sleep,257.0,37,1245
2015-02-22 01:21:00,2015-02-22,01:21:00,Sleep,133.0,38,81
2015-02-22 04:03:00,2015-02-22,04:03:00,Sleep,154.0,38,243
2015-02-22 11:35:00,2015-02-22,11:35:00,Sleep,144.0,38,695
2015-02-22 20:20:00,2015-02-22,20:20:00,Sleep,299.0,38,1220
2015-02-23 01:46:00,2015-02-23,01:46:00,Sleep,163.0,39,106
2015-02-23 04:47:00,2015-02-23,04:47:00,Sleep,139.0,39,287
2015-02-23 09:10:00,2015-02-23,09:10:00,Sleep,110.0,39,550
2015-02-23 11:35:00,2015-02-23,11:35:00,Sleep,40.0,39,695
2015-02-23 13:30:00,2015-02-23,13:30:00,Sleep,93.0,39,810
2015-02-23 16:20:00,2015-02-23,16:20:00,Sleep,38.0,39,980
2015-02-23 20:45:00,2015-02-23,20:45:00,Sleep,180.0,39,1245
2015-02-24 00:21:00,2015-02-24,00:21:00,Sleep,172.0,40,21
2015-02-24 03:46:00,2015-02-24,03:46:00,Sleep,101.0,40,226
2015-02-24 05:50:00,2015-02-24,05:50:00,Sleep,115.0,40,350
2015-02-24 12:43:00,2015-02-24,12:43:00,Sleep,38.0,40,763
2015-02-24 14:07:00,2015-02-24,14:07:00,Sleep,157.0,40,847
2015-02-24 20:15:00,2015-02-24,20:15:00,Sleep,235.0,40,1215
2015-02-25 00:42:00,2015-02-25,00:42:00,Sleep,272.0,41,42
2015-02-25 05:42:00,2015-02-25,05:42:00,Sleep,64.0,41,342
2015-02-25 09:25:00,2015-02-25,09:25:00,Sleep,29.0,41,565
2015-02-25 17:25:00,2015-02-25,17:25:00,Sleep,46.0,41,1045
2015-02-25 19:20:00,2015-02-25,19:20:00,Sleep,329.0,41,1160
2015-02-26 01:15:00,2015-02-26,01:15:00,Sleep,129.0,42,75
2015-02-26 03:32:00,2015-02-26,03:32:00,Sleep,93.0,42,212
2015-02-26 05:28:00,2015-02-26,05:28:00,Sleep,102.0,42,328
2015-02-26 07:29:00,2015-02-26,07:29:00,Sleep,40.0,42,449
2015-02-26 11:00:00,2015-02-26,11:00:00,Sleep,142.0,42,660
2015-02-26 13:40:00,2015-02-26,13:40:00,Sleep,53.0,42,820
2015-02-26 16:00:00,2015-02-26,16:00:00,Sleep,110.0,42,960
2015-02-26 21:45:00,2015-02-26,21:45:00,Sleep,228.0,42,1305
2015-02-27 02:08:00,2015-02-27,02:08:00,Sleep,174.0,43,128
2015-02-27 05:22:00,2015-02-27,05:22:00,Sleep,62.0,43,322
2015-02-27 10:55:00,2015-02-27,10:55:00,Sleep,33.0,43,655
2015-02-27 13:40:00,2015-02-27,13:40:00,Sleep,130.0,43,820
2015-02-27 16:30:00,2015-02-27,16:30:00,Sleep,94.0,43,990
2015-02-27 22:20:00,2015-02-27,22:20:00,Sleep,393.0,43,1340
2015-02-28 05:16:00,2015-02-28,05:16:00,Sleep,94.0,44,316
2015-02-28 07:00:00,2015-02-28,07:00:00,Sleep,57.0,44,420
2015-02-28 10:12:00,2015-02-28,10:12:00,Sleep,38.0,44,612
2015-02-28 12:20:00,2015-02-28,12:20:00,Sleep,40.0,44,740
2015-02-28 16:09:00,2015-02-28,16:09:00,Sleep,40.0,44,969
2015-02-28 21:20:00,2015-02-28,21:20:00,Sleep,342.0,44,1280
2015-03-01 03:32:00,2015-03-01,03:32:00,Sleep,136.0,45,212
2015-03-01 06:07:00,2015-03-01,06:07:00,Sleep,62.0,45,367
2015-03-01 09:30:00,2015-03-01,09:30:00,Sleep,60.0,45,570
2015-03-01 11:00:00,2015-03-01,11:00:00,Sleep,105.0,45,660
2015-03-01 13:20:00,2015-03-01,13:20:00,Sleep,85.0,45,800
2015-03-01 15:06:00,2015-03-01,15:06:00,Sleep,101.0,45,906
2015-03-01 17:06:00,2015-03-01,17:06:00,Sleep,42.0,45,1026
2015-03-01 21:42:00,2015-03-01,21:42:00,Sleep,446.0,45,1302
2015-03-02 06:00:00,2015-03-02,06:00:00,Sleep,123.0,46,360
2015-03-02 11:38:00,2015-03-02,11:38:00,Sleep,156.0,46,698
2015-03-02 15:41:00,2015-03-02,15:41:00,Sleep,58.0,46,941
2015-03-02 20:02:00,2015-03-02,20:02:00,Sleep,384.0,46,1202
2015-03-03 03:01:00,2015-03-03,03:01:00,Sleep,163.0,47,181
2015-03-03 06:11:00,2015-03-03,06:11:00,Sleep,63.0,47,371
2015-03-03 12:29:00,2015-03-03,12:29:00,Sleep,48.0,47,749
2015-03-03 14:52:00,2015-03-03,14:52:00,Sleep,19.0,47,892
2015-03-03 18:35:00,2015-03-03,18:35:00,Sleep,35.0,47,1115
2015-03-03 21:30:00,2015-03-03,21:30:00,Sleep,327.0,47,1290
2015-03-04 03:23:00,2015-03-04,03:23:00,Sleep,167.0,48,203
2015-03-04 06:39:00,2015-03-04,06:39:00,Sleep,55.0,48,399
2015-03-04 09:20:00,2015-03-04,09:20:00,Sleep,45.0,48,560
2015-03-04 11:15:00,2015-03-04,11:15:00,Sleep,88.0,48,675
2015-03-04 13:20:00,2015-03-04,13:20:00,Sleep,74.0,48,800
2015-03-04 15:32:00,2015-03-04,15:32:00,Sleep,164.0,48,932
2015-03-04 22:33:00,2015-03-04,22:33:00,Sleep,291.0,48,1353
2015-03-05 03:55:00,2015-03-05,03:55:00,Sleep,64.0,49,235
2015-03-05 05:09:00,2015-03-05,05:09:00,Sleep,63.0,49,309
2015-03-05 11:00:00,2015-03-05,11:00:00,Sleep,89.0,49,660
2015-03-05 14:30:00,2015-03-05,14:30:00,Sleep,60.0,49,870
2015-03-05 21:50:00,2015-03-05,21:50:00,Sleep,254.0,49,1310
2015-03-06 02:35:00,2015-03-06,02:35:00,Sleep,188.0,50,155
2015-03-06 06:16:00,2015-03-06,06:16:00,Sleep,123.0,50,376
2015-03-06 08:50:00,2015-03-06,08:50:00,Sleep,60.0,50,530
2015-03-06 14:00:00,2015-03-06,14:00:00,Sleep,35.0,50,840
2015-03-06 16:12:00,2015-03-06,16:12:00,Sleep,29.0,50,972
2015-03-06 20:57:00,2015-03-06,20:57:00,Sleep,12.0,50,1257
2015-03-06 21:16:00,2015-03-06,21:16:00,Sleep,423.0,50,1276
2015-03-07 04:45:00,2015-03-07,04:45:00,Sleep,154.0,51,285
2015-03-07 08:45:00,2015-03-07,08:45:00,Sleep,53.0,51,525
2015-03-07 11:10:00,2015-03-07,11:10:00,Sleep,49.0,51,670
2015-03-07 13:00:00,2015-03-07,13:00:00,Sleep,240.0,51,780
2015-03-07 17:45:00,2015-03-07,17:45:00,Sleep,154.0,51,1065
2015-03-07 21:00:00,2015-03-07,21:00:00,Sleep,55.0,51,1260
2015-03-07 23:59:00,2015-03-07,23:59:00,Sleep,225.0,51,1439
2015-03-08 04:11:00,2015-03-08,04:11:00,Sleep,158.0,52,251
2015-03-08 08:15:00,2015-03-08,08:15:00,Sleep,47.0,52,495
2015-03-08 12:55:00,2015-03-08,12:55:00,Sleep,35.0,52,775
2015-03-08 21:27:00,2015-03-08,21:27:00,Sleep,392.0,52,1287
2015-03-09 04:30:00,2015-03-09,04:30:00,Sleep,200.0,53,270
2015-03-09 10:50:00,2015-03-09,10:50:00,Sleep,23.0,53,650
2015-03-09 14:06:00,2015-03-09,14:06:00,Sleep,169.0,53,846
2015-03-09 20:10:00,2015-03-09,20:10:00,Sleep,319.0,53,1210
2015-03-10 01:56:00,2015-03-10,01:56:00,Sleep,211.0,54,116
2015-03-10 05:54:00,2015-03-10,05:54:00,Sleep,133.0,54,354
2015-03-10 09:57:00,2015-03-10,09:57:00,Sleep,48.0,54,597
2015-03-10 12:09:00,2015-03-10,12:09:00,Sleep,40.0,54,729
2015-03-10 13:52:00,2015-03-10,13:52:00,Sleep,151.0,54,832
2015-03-10 21:32:00,2015-03-10,21:32:00,Sleep,175.0,54,1292
2015-03-11 01:50:00,2015-03-11,01:50:00,Sleep,193.0,55,110
2015-03-11 05:23:00,2015-03-11,05:23:00,Sleep,124.0,55,323
2015-03-11 11:24:00,2015-03-11,11:24:00,Sleep,55.0,55,684
2015-03-11 22:20:00,2015-03-11,22:20:00,Sleep,337.0,55,1340
2015-03-12 04:38:00,2015-03-12,04:38:00,Sleep,146.0,56,278
2015-03-12 09:18:00,2015-03-12,09:18:00,Sleep,27.0,56,558
2015-03-12 10:49:00,2015-03-12,10:49:00,Sleep,70.0,56,649
2015-03-12 12:52:00,2015-03-12,12:52:00,Sleep,156.0,56,772
2015-03-12 21:10:00,2015-03-12,21:10:00,Sleep,502.0,56,1270
2015-03-13 06:02:00,2015-03-13,06:02:00,Sleep,136.0,57,362
2015-03-13 15:25:00,2015-03-13,15:25:00,Sleep,171.0,57,925
2015-03-13 22:00:00,2015-03-13,22:00:00,Sleep,280.0,57,1320
2015-03-14 03:08:00,2015-03-14,03:08:00,Sleep,231.0,58,188
2015-03-14 08:17:00,2015-03-14,08:17:00,Sleep,42.0,58,497
2015-03-14 12:41:00,2015-03-14,12:41:00,Sleep,48.0,58,761
2015-03-14 19:00:00,2015-03-14,19:00:00,Sleep,479.0,58,1140
2015-03-15 03:30:00,2015-03-15,03:30:00,Sleep,152.0,59,210
2015-03-15 06:34:00,2015-03-15,06:34:00,Sleep,69.0,59,394
2015-03-15 08:30:00,2015-03-15,08:30:00,Sleep,44.0,59,510
2015-03-15 11:00:00,2015-03-15,11:00:00,Sleep,60.0,59,660
2015-03-15 13:22:00,2015-03-15,13:22:00,Sleep,54.0,59,802
2015-03-15 19:10:00,2015-03-15,19:10:00,Sleep,210.0,59,1150
2015-03-15 23:15:00,2015-03-15,23:15:00,Sleep,205.0,59,1395
2015-03-16 03:24:00,2015-03-16,03:24:00,Sleep,219.0,60,204
2015-03-16 09:20:00,2015-03-16,09:20:00,Sleep,39.0,60,560
2015-03-16 14:44:00,2015-03-16,14:44:00,Sleep,66.0,60,884
2015-03-16 18:15:00,2015-03-16,18:15:00,Sleep,150.0,60,1095
2015-03-16 21:15:00,2015-03-16,21:15:00,Sleep,344.0,60,1275
2015-03-17 03:25:00,2015-03-17,03:25:00,Sleep,155.0,61,205
2015-03-17 06:40:00,2015-03-17,06:40:00,Sleep,50.0,61,400
2015-03-17 09:57:00,2015-03-17,09:57:00,Sleep,28.0,61,597
2015-03-17 12:20:00,2015-03-17,12:20:00,Sleep,24.0,61,740
2015-03-17 13:55:00,2015-03-17,13:55:00,Sleep,23.0,61,835
2015-03-17 19:15:00,2015-03-17,19:15:00,Sleep,505.0,61,1155
2015-03-18 04:13:00,2015-03-18,04:13:00,Sleep,188.0,62,253
2015-03-18 11:40:00,2015-03-18,11:40:00,Sleep,60.0,62,700
2015-03-18 15:30:00,2015-03-18,15:30:00,Sleep,90.0,62,930
2015-03-18 19:30:00,2015-03-18,19:30:00,Sleep,30.0,62,1170
2015-03-18 22:00:00,2015-03-18,22:00:00,Sleep,276.0,62,1320
2015-03-19 03:10:00,2015-03-19,03:10:00,Sleep,150.0,63,190
2015-03-19 06:18:00,2015-03-19,06:18:00,Sleep,61.0,63,378
2015-03-19 21:45:00,2015-03-19,21:45:00,Sleep,364.0,63,1305
2015-03-20 04:24:00,2015-03-20,04:24:00,Sleep,187.0,64,264
2015-03-20 15:07:00,2015-03-20,15:07:00,Sleep,172.0,64,907
2015-03-20 19:30:00,2015-03-20,19:30:00,Sleep,201.0,64,1170
2015-03-20 23:30:00,2015-03-20,23:30:00,Sleep,226.0,64,1410
2015-03-21 03:48:00,2015-03-21,03:48:00,Sleep,111.0,65,228
2015-03-21 06:24:00,2015-03-21,06:24:00,Sleep,165.0,65,384
2015-03-21 11:00:00,2015-03-21,11:00:00,Sleep,35.0,65,660
2015-03-21 13:35:00,2015-03-21,13:35:00,Sleep,133.0,65,815
2015-03-21 15:50:00,2015-03-21,15:50:00,Sleep,55.0,65,950
2015-03-21 20:52:00,2015-03-21,20:52:00,Sleep,366.0,65,1252
2015-03-22 03:29:00,2015-03-22,03:29:00,Sleep,196.0,66,209
2015-03-22 10:10:00,2015-03-22,10:10:00,Sleep,50.0,66,610
2015-03-22 12:00:00,2015-03-22,12:00:00,Sleep,45.0,66,720
2015-03-22 21:18:00,2015-03-22,21:18:00,Sleep,384.0,66,1278
2015-03-23 04:06:00,2015-03-23,04:06:00,Sleep,157.0,67,246
2015-03-23 07:17:00,2015-03-23,07:17:00,Sleep,112.0,67,437
2015-03-23 11:25:00,2015-03-23,11:25:00,Sleep,68.0,67,685
2015-03-23 13:52:00,2015-03-23,13:52:00,Sleep,30.0,67,832
2015-03-23 14:40:00,2015-03-23,14:40:00,Sleep,105.0,67,880
2015-03-23 17:00:00,2015-03-23,17:00:00,Sleep,46.0,67,1020
2015-03-23 21:49:00,2015-03-23,21:49:00,Sleep,430.0,67,1309
2015-03-24 05:27:00,2015-03-24,05:27:00,Sleep,129.0,68,327
2015-03-24 21:03:00,2015-03-24,21:03:00,Sleep,438.0,68,1263
2015-03-25 04:46:00,2015-03-25,04:46:00,Sleep,166.0,69,286
2015-03-25 09:10:00,2015-03-25,09:10:00,Sleep,30.0,69,550
2015-03-25 11:35:00,2015-03-25,11:35:00,Sleep,20.0,69,695
2015-03-25 12:30:00,2015-03-25,12:30:00,Sleep,124.0,69,750
2015-03-25 15:10:00,2015-03-25,15:10:00,Sleep,24.0,69,910
2015-03-25 22:17:00,2015-03-25,22:17:00,Sleep,358.0,69,1337
2015-03-26 04:46:00,2015-03-26,04:46:00,Sleep,155.0,70,286
2015-03-26 11:10:00,2015-03-26,11:10:00,Sleep,29.0,70,670
2015-03-26 14:22:00,2015-03-26,14:22:00,Sleep,43.0,70,862
2015-03-26 16:30:00,2015-03-26,16:30:00,Sleep,15.0,70,990
2015-03-26 17:00:00,2015-03-26,17:00:00,Sleep,139.0,70,1020
2015-03-26 20:00:00,2015-03-26,20:00:00,Sleep,30.0,70,1200
2015-03-26 20:49:00,2015-03-26,20:49:00,Sleep,410.0,70,1249
2015-03-27 04:18:00,2015-03-27,04:18:00,Sleep,180.0,71,258
2015-03-27 07:40:00,2015-03-27,07:40:00,Sleep,50.0,71,460
2015-03-27 10:41:00,2015-03-27,10:41:00,Sleep,35.0,71,641
2015-03-27 14:27:00,2015-03-27,14:27:00,Sleep,13.0,71,867
2015-03-27 15:05:00,2015-03-27,15:05:00,Sleep,169.0,71,905
2015-03-27 21:20:00,2015-03-27,21:20:00,Sleep,351.0,71,1280
2015-03-28 03:35:00,2015-03-28,03:35:00,Sleep,120.0,72,215
2015-03-28 05:56:00,2015-03-28,05:56:00,Sleep,125.0,72,356
2015-03-28 08:10:00,2015-03-28,08:10:00,Sleep,45.0,72,490
2015-03-28 13:10:00,2015-03-28,13:10:00,Sleep,29.0,72,790
2015-03-28 15:20:00,2015-03-28,15:20:00,Sleep,35.0,72,920
2015-03-28 21:18:00,2015-03-28,21:18:00,Sleep,336.0,72,1278
2015-03-29 03:22:00,2015-03-29,03:22:00,Sleep,125.0,73,202
2015-03-29 05:52:00,2015-03-29,05:52:00,Sleep,109.0,73,352
2015-03-29 09:35:00,2015-03-29,09:35:00,Sleep,36.0,73,575
2015-03-29 12:05:00,2015-03-29,12:05:00,Sleep,16.0,73,725
2015-03-29 18:35:00,2015-03-29,18:35:00,Sleep,22.0,73,1115
2015-03-29 20:10:00,2015-03-29,20:10:00,Sleep,485.0,73,1210
2015-03-30 04:42:00,2015-03-30,04:42:00,Sleep,149.0,74,282
2015-03-30 07:25:00,2015-03-30,07:25:00,Sleep,107.0,74,445
2015-03-30 12:14:00,2015-03-30,12:14:00,Sleep,37.0,74,734
2015-03-30 14:15:00,2015-03-30,14:15:00,Sleep,55.0,74,855
2015-03-30 15:40:00,2015-03-30,15:40:00,Sleep,102.0,74,940
2015-03-30 20:55:00,2015-03-30,20:55:00,Sleep,407.0,74,1255
2015-03-31 04:10:00,2015-03-31,04:10:00,Sleep,183.0,75,250
2015-03-31 09:30:00,2015-03-31,09:30:00,Sleep,35.0,75,570
2015-03-31 11:38:00,2015-03-31,11:38:00,Sleep,16.0,75,698
2015-03-31 14:08:00,2015-03-31,14:08:00,Sleep,32.0,75,848
2015-03-31 14:48:00,2015-03-31,14:48:00,Sleep,52.0,75,888
2015-03-31 20:50:00,2015-03-31,20:50:00,Sleep,470.0,75,1250
2015-04-01 04:56:00,2015-04-01,04:56:00,Sleep,92.0,76,296
2015-04-01 06:44:00,2015-04-01,06:44:00,Sleep,115.0,76,404
2015-04-01 10:05:00,2015-04-01,10:05:00,Sleep,40.0,76,605
2015-04-01 12:45:00,2015-04-01,12:45:00,Sleep,41.0,76,765
2015-04-01 15:22:00,2015-04-01,15:22:00,Sleep,26.0,76,922
2015-04-01 18:13:00,2015-04-01,18:13:00,Sleep,42.0,76,1093
2015-04-01 21:39:00,2015-04-01,21:39:00,Sleep,286.0,76,1299
2015-04-02 03:00:00,2015-04-02,03:00:00,Sleep,164.0,77,180
2015-04-02 06:17:00,2015-04-02,06:17:00,Sleep,180.0,77,377
2015-04-02 13:28:00,2015-04-02,13:28:00,Sleep,32.0,77,808
2015-04-02 16:42:00,2015-04-02,16:42:00,Sleep,24.0,77,1002
2015-04-02 22:10:00,2015-04-02,22:10:00,Sleep,487.0,77,1330
2015-04-03 06:47:00,2015-04-03,06:47:00,Sleep,113.0,78,407
2015-04-03 11:38:00,2015-04-03,11:38:00,Sleep,41.0,78,698
2015-04-03 14:01:00,2015-04-03,14:01:00,Sleep,16.0,78,841
2015-04-03 17:09:00,2015-04-03,17:09:00,Sleep,51.0,78,1029
2015-04-03 18:06:00,2015-04-03,18:06:00,Sleep,103.0,78,1086
2015-04-03 20:35:00,2015-04-03,20:35:00,Sleep,419.0,78,1235
2015-04-04 03:55:00,2015-04-04,03:55:00,Sleep,264.0,79,235
2015-04-04 10:12:00,2015-04-04,10:12:00,Sleep,27.0,79,612
2015-04-04 12:05:00,2015-04-04,12:05:00,Sleep,31.0,79,725
2015-04-04 13:52:00,2015-04-04,13:52:00,Sleep,53.0,79,832
2015-04-04 20:47:00,2015-04-04,20:47:00,Sleep,408.0,79,1247
2015-04-05 02:57:00,2015-04-05,02:57:00,Sleep,193.0,80,177
2015-04-05 05:29:00,2015-04-05,05:29:00,Sleep,120.0,80,329
2015-04-05 09:30:00,2015-04-05,09:30:00,Sleep,30.0,80,570
2015-04-05 12:10:00,2015-04-05,12:10:00,Sleep,17.0,80,730
2015-04-05 16:01:00,2015-04-05,16:01:00,Sleep,89.0,80,961
2015-04-05 19:15:00,2015-04-05,19:15:00,Sleep,357.0,80,1155
2015-04-06 01:34:00,2015-04-06,01:34:00,Sleep,190.0,81,94
2015-04-06 05:09:00,2015-04-06,05:09:00,Sleep,121.0,81,309
2015-04-06 09:07:00,2015-04-06,09:07:00,Sleep,38.0,81,547
2015-04-06 11:55:00,2015-04-06,11:55:00,Sleep,37.0,81,715
2015-04-06 14:11:00,2015-04-06,14:11:00,Sleep,213.0,81,851
2015-04-06 20:17:00,2015-04-06,20:17:00,Sleep,275.0,81,1217
2015-04-07 01:16:00,2015-04-07,01:16:00,Sleep,255.0,82,76
2015-04-07 05:43:00,2015-04-07,05:43:00,Sleep,126.0,82,343
2015-04-07 10:12:00,2015-04-07,10:12:00,Sleep,28.0,82,612
2015-04-07 12:43:00,2015-04-07,12:43:00,Sleep,43.0,82,763
2015-04-07 14:47:00,2015-04-07,14:47:00,Sleep,17.0,82,887
2015-04-07 16:01:00,2015-04-07,16:01:00,Sleep,120.0,82,961
2015-04-07 22:26:00,2015-04-07,22:26:00,Sleep,151.0,82,1346
2015-04-08 01:23:00,2015-04-08,01:23:00,Sleep,177.0,83,83
2015-04-08 04:47:00,2015-04-08,04:47:00,Sleep,129.0,83,287
2015-04-08 10:01:00,2015-04-08,10:01:00,Sleep,33.0,83,601
2015-04-08 13:17:00,2015-04-08,13:17:00,Sleep,33.0,83,797
2015-04-08 14:35:00,2015-04-08,14:35:00,Sleep,153.0,83,875
2015-04-08 20:40:00,2015-04-08,20:40:00,Sleep,304.0,83,1240
2015-04-09 02:13:00,2015-04-09,02:13:00,Sleep,250.0,84,133
2015-04-09 08:12:00,2015-04-09,08:12:00,Sleep,32.0,84,492
2015-04-09 10:49:00,2015-04-09,10:49:00,Sleep,23.0,84,649
2015-04-09 14:41:00,2015-04-09,14:41:00,Sleep,26.0,84,881
2015-04-09 16:40:00,2015-04-09,16:40:00,Sleep,26.0,84,1000
2015-04-09 19:20:00,2015-04-09,19:20:00,Sleep,525.0,84,1160
2015-04-10 05:10:00,2015-04-10,05:10:00,Sleep,140.0,85,310
2015-04-10 09:50:00,2015-04-10,09:50:00,Sleep,32.0,85,590
2015-04-10 12:22:00,2015-04-10,12:22:00,Sleep,24.0,85,742
2015-04-10 14:37:00,2015-04-10,14:37:00,Sleep,31.0,85,877
2015-04-10 20:40:00,2015-04-10,20:40:00,Sleep,525.0,85,1240
2015-04-11 05:51:00,2015-04-11,05:51:00,Sleep,129.0,86,351
2015-04-11 09:55:00,2015-04-11,09:55:00,Sleep,13.0,86,595
2015-04-11 11:15:00,2015-04-11,11:15:00,Sleep,20.0,86,675
2015-04-11 14:10:00,2015-04-11,14:10:00,Sleep,40.0,86,850
2015-04-11 16:30:00,2015-04-11,16:30:00,Sleep,357.0,86,990
2015-04-11 23:15:00,2015-04-11,23:15:00,Sleep,180.0,86,1395
2015-04-12 03:08:00,2015-04-12,03:08:00,Sleep,175.0,87,188
2015-04-12 08:30:00,2015-04-12,08:30:00,Sleep,30.0,87,510
2015-04-12 11:08:00,2015-04-12,11:08:00,Sleep,31.0,87,668
2015-04-12 14:30:00,2015-04-12,14:30:00,Sleep,29.0,87,870
2015-04-12 18:03:00,2015-04-12,18:03:00,Sleep,685.0,87,1083
2015-04-13 06:10:00,2015-04-13,06:10:00,Sleep,39.0,88,370
2015-04-13 08:58:00,2015-04-13,08:58:00,Sleep,33.0,88,538
2015-04-13 11:20:00,2015-04-13,11:20:00,Sleep,168.0,88,680
2015-04-13 16:21:00,2015-04-13,16:21:00,Sleep,20.0,88,981
2015-04-13 19:12:00,2015-04-13,19:12:00,Sleep,338.0,88,1152
2015-04-14 01:18:00,2015-04-14,01:18:00,Sleep,180.0,89,78
2015-04-14 04:45:00,2015-04-14,04:45:00,Sleep,166.0,89,285
2015-04-14 09:42:00,2015-04-14,09:42:00,Sleep,37.0,89,582
2015-04-14 12:20:00,2015-04-14,12:20:00,Sleep,34.0,89,740
2015-04-14 16:48:00,2015-04-14,16:48:00,Sleep,26.0,89,1008
2015-04-14 21:55:00,2015-04-14,21:55:00,Sleep,458.0,89,1315
2015-04-15 05:59:00,2015-04-15,05:59:00,Sleep,121.0,90,359
2015-04-15 10:34:00,2015-04-15,10:34:00,Sleep,33.0,90,634
