,Date,Time,Finish,Duration
2017-09-23 11:00:00,2017-09-23,11:00:00,2017-09-23 13:53:00,173.0
2017-09-23 15:25:00,2017-09-23,15:25:00,2017-09-23 17:54:00,149.0
2017-09-23 20:18:00,2017-09-23,20:18:00,2017-09-23 22:00:00,102.0
2017-09-23 22:50:00,2017-09-23,22:50:00,2017-09-24 02:27:00,217.0
2017-09-24 03:43:00,2017-09-24,03:43:00,2017-09-24 06:09:00,146.0
2017-09-24 10:37:00,2017-09-24,10:37:00,2017-09-24 12:52:00,135.0
2017-09-24 14:30:00,2017-09-24,14:30:00,2017-09-24 15:04:00,34.0
2017-09-24 15:42:00,2017-09-24,15:42:00,2017-09-24 18:02:00,140.0
2017-09-24 20:28:00,2017-09-24,20:28:00,2017-09-24 23:44:00,196.0
2017-09-25 00:56:00,2017-09-25,00:56:00,2017-09-25 03:36:00,160.0
2017-09-25 04:25:00,2017-09-25,04:25:00,2017-09-25 07:01:00,156.0
2017-09-25 08:20:00,2017-09-25,08:20:00,2017-09-25 10:45:00,145.0
2017-09-25 11:35:00,2017-09-25,11:35:00,2017-09-25 13:00:00,85.0
2017-09-25 13:46:00,2017-09-25,13:46:00,2017-09-25 15:54:00,128.0
2017-09-25 17:09:00,2017-09-25,17:09:00,2017-09-25 18:27:00,78.0
2017-09-25 19:32:00,2017-09-25,19:32:00,2017-09-25 20:32:00,60.0
2017-09-25 22:30:00,2017-09-25,22:30:00,2017-09-26 02:10:00,220.0
2017-09-26 03:17:00,2017-09-26,03:17:00,2017-09-26 06:34:00,197.0
2017-09-26 08:00:00,2017-09-26,08:00:00,2017-09-26 09:26:00,86.0
2017-09-26 10:20:00,2017-09-26,10:20:00,2017-09-26 13:46:00,206.0
2017-09-26 15:15:00,2017-09-26,15:15:00,2017-09-26 16:15:00,60.0
2017-09-26 17:30:00,2017-09-26,17:30:00,2017-09-26 21:09:00,219.0
2017-09-26 22:30:00,2017-09-26,22:30:00,2017-09-27 01:24:00,174.0
2017-09-27 02:20:00,2017-09-27,02:20:00,2017-09-27 03:58:00,98.0
2017-09-27 07:15:00,2017-09-27,07:15:00,2017-09-27 08:16:00,61.0
2017-09-27 09:40:00,2017-09-27,09:40:00,2017-09-27 10:51:00,71.0
2017-09-27 11:40:00,2017-09-27,11:40:00,2017-09-27 13:34:00,114.0
2017-09-27 14:15:00,2017-09-27,14:15:00,2017-09-27 15:53:00,98.0
2017-09-27 16:45:00,2017-09-27,16:45:00,2017-09-27 20:58:00,253.0
2017-09-27 22:35:00,2017-09-27,22:35:00,2017-09-28 00:35:00,120.0
2017-09-28 01:52:00,2017-09-28,01:52:00,2017-09-28 03:14:00,82.0
2017-09-28 04:45:00,2017-09-28,04:45:00,2017-09-28 07:15:00,150.0
2017-09-28 08:15:00,2017-09-28,08:15:00,2017-09-28 10:56:00,161.0
2017-09-28 13:25:00,2017-09-28,13:25:00,2017-09-28 17:09:00,224.0
2017-09-28 19:05:00,2017-09-28,19:05:00,2017-09-28 23:18:00,253.0
2017-09-29 00:15:00,2017-09-29,00:15:00,2017-09-29 04:11:00,236.0
2017-09-29 05:11:00,2017-09-29,05:11:00,2017-09-29 07:45:00,154.0
2017-09-29 08:55:00,2017-09-29,08:55:00,2017-09-29 12:00:00,185.0
2017-09-29 14:34:00,2017-09-29,14:34:00,2017-09-29 18:44:00,250.0
2017-09-29 21:55:00,2017-09-29,21:55:00,2017-09-30 01:42:00,227.0
2017-09-30 03:30:00,2017-09-30,03:30:00,2017-09-30 05:52:00,142.0
2017-09-30 08:55:00,2017-09-30,08:55:00,2017-09-30 11:08:00,133.0
2017-09-30 12:00:00,2017-09-30,12:00:00,2017-09-30 16:00:00,240.0
2017-09-30 17:01:00,2017-09-30,17:01:00,2017-09-30 19:34:00,153.0
2017-09-30 23:10:00,2017-09-30,23:10:00,2017-10-01 01:34:00,144.0
2017-10-01 02:51:00,2017-10-01,02:51:00,2017-10-01 06:20:00,209.0
2017-10-01 07:20:00,2017-10-01,07:20:00,2017-10-01 09:35:00,135.0
2017-10-01 10:30:00,2017-10-01,10:30:00,2017-10-01 14:05:00,215.0
2017-10-01 14:45:00,2017-10-01,14:45:00,2017-10-01 17:10:00,145.0
2017-10-01 19:40:00,2017-10-01,19:40:00,2017-10-02 01:14:00,334.0
2017-10-02 02:30:00,2017-10-02,02:30:00,2017-10-02 04:42:00,132.0
2017-10-02 06:00:00,2017-10-02,06:00:00,2017-10-02 07:39:00,99.0
2017-10-02 09:00:00,2017-10-02,09:00:00,2017-10-02 13:15:00,255.0
2017-10-02 14:50:00,2017-10-02,14:50:00,2017-10-02 17:18:00,148.0
2017-10-02 18:28:00,2017-10-02,18:28:00,2017-10-02 20:59:00,151.0
2017-10-02 22:35:00,2017-10-02,22:35:00,2017-10-03 00:56:00,141.0
2017-10-03 02:20:00,2017-10-03,02:20:00,2017-10-03 05:45:00,205.0
2017-10-03 07:09:00,2017-10-03,07:09:00,2017-10-03 10:14:00,185.0
2017-10-03 13:57:00,2017-10-03,13:57:00,2017-10-03 15:05:00,68.0
2017-10-03 15:55:00,2017-10-03,15:55:00,2017-10-03 19:46:00,231.0
2017-10-03 20:15:00,2017-10-03,20:15:00,2017-10-03 23:30:00,195.0
2017-10-04 00:38:00,2017-10-04,00:38:00,2017-10-04 04:03:00,205.0
2017-10-04 05:21:00,2017-10-04,05:21:00,2017-10-04 08:04:00,163.0
2017-10-04 10:45:00,2017-10-04,10:45:00,2017-10-04 14:29:00,224.0
2017-10-04 15:17:00,2017-10-04,15:17:00,2017-10-04 18:41:00,204.0
2017-10-04 21:05:00,2017-10-04,21:05:00,2017-10-05 01:26:00,261.0
2017-10-05 02:30:00,2017-10-05,02:30:00,2017-10-05 05:03:00,153.0
2017-10-05 06:12:00,2017-10-05,06:12:00,2017-10-05 09:00:00,168.0
2017-10-05 10:00:00,2017-10-05,10:00:00,2017-10-05 11:30:00,90.0
2017-10-05 16:10:00,2017-10-05,16:10:00,2017-10-05 17:54:00,104.0
2017-10-05 18:35:00,2017-10-05,18:35:00,2017-10-05 20:30:00,115.0
2017-10-05 22:00:00,2017-10-05,22:00:00,2017-10-06 00:59:00,179.0
2017-10-06 01:37:00,2017-10-06,01:37:00,2017-10-06 04:07:00,150.0
2017-10-06 04:45:00,2017-10-06,04:45:00,2017-10-06 08:00:00,195.0
2017-10-06 09:00:00,2017-10-06,09:00:00,2017-10-06 11:20:00,140.0
2017-10-06 12:01:00,2017-10-06,12:01:00,2017-10-06 15:15:00,194.0
2017-10-06 16:50:00,2017-10-06,16:50:00,2017-10-06 17:58:00,68.0
2017-10-06 20:25:00,2017-10-06,20:25:00,2017-10-07 01:29:00,304.0
2017-10-07 02:28:00,2017-10-07,02:28:00,2017-10-07 05:00:00,152.0
2017-10-07 05:50:00,2017-10-07,05:50:00,2017-10-07 06:44:00,54.0
2017-10-07 07:20:00,2017-10-07,07:20:00,2017-10-07 08:30:00,70.0
2017-10-07 12:30:00,2017-10-07,12:30:00,2017-10-07 17:15:00,285.0
2017-10-07 20:38:00,2017-10-07,20:38:00,2017-10-08 00:07:00,209.0
2017-10-08 01:10:00,2017-10-08,01:10:00,2017-10-08 04:35:00,205.0
2017-10-08 05:40:00,2017-10-08,05:40:00,2017-10-08 07:59:00,139.0
2017-10-08 09:20:00,2017-10-08,09:20:00,2017-10-08 12:20:00,180.0
2017-10-08 13:10:00,2017-10-08,13:10:00,2017-10-08 14:19:00,69.0
2017-10-08 15:15:00,2017-10-08,15:15:00,2017-10-08 17:45:00,150.0
2017-10-08 19:05:00,2017-10-08,19:05:00,2017-10-08 21:36:00,151.0
2017-10-08 22:40:00,2017-10-08,22:40:00,2017-10-09 01:19:00,159.0
2017-10-09 02:45:00,2017-10-09,02:45:00,2017-10-09 04:54:00,129.0
2017-10-09 07:14:00,2017-10-09,07:14:00,2017-10-09 09:56:00,162.0
2017-10-09 10:45:00,2017-10-09,10:45:00,2017-10-09 13:24:00,159.0
2017-10-09 14:20:00,2017-10-09,14:20:00,2017-10-09 17:51:00,211.0
2017-10-09 20:07:00,2017-10-09,20:07:00,2017-10-09 23:38:00,211.0
2017-10-10 00:25:00,2017-10-10,00:25:00,2017-10-10 03:29:00,184.0
2017-10-10 04:25:00,2017-10-10,04:25:00,2017-10-10 06:58:00,153.0
2017-10-10 09:10:00,2017-10-10,09:10:00,2017-10-10 13:15:00,245.0
2017-10-10 14:34:00,2017-10-10,14:34:00,2017-10-10 15:33:00,59.0
2017-10-10 17:22:00,2017-10-10,17:22:00,2017-10-10 17:44:00,22.0
2017-10-10 18:10:00,2017-10-10,18:10:00,2017-10-11 00:36:00,386.0
2017-10-11 02:40:00,2017-10-11,02:40:00,2017-10-11 05:47:00,187.0
2017-10-11 06:45:00,2017-10-11,06:45:00,2017-10-11 09:54:00,189.0
2017-10-11 13:35:00,2017-10-11,13:35:00,2017-10-11 16:26:00,171.0
2017-10-11 17:15:00,2017-10-11,17:15:00,2017-10-11 21:06:00,231.0
2017-10-11 23:05:00,2017-10-11,23:05:00,2017-10-12 01:25:00,140.0
2017-10-12 03:05:00,2017-10-12,03:05:00,2017-10-12 06:17:00,192.0
2017-10-12 07:30:00,2017-10-12,07:30:00,2017-10-12 11:15:00,225.0
2017-10-12 13:30:00,2017-10-12,13:30:00,2017-10-12 17:11:00,221.0
2017-10-12 20:50:00,2017-10-12,20:50:00,2017-10-13 02:00:00,310.0
2017-10-13 03:10:00,2017-10-13,03:10:00,2017-10-13 05:27:00,137.0
2017-10-13 06:15:00,2017-10-13,06:15:00,2017-10-13 08:54:00,159.0
2017-10-13 10:00:00,2017-10-13,10:00:00,2017-10-13 12:59:00,179.0
2017-10-13 14:30:00,2017-10-13,14:30:00,2017-10-13 15:25:00,55.0
2017-10-13 16:25:00,2017-10-13,16:25:00,2017-10-13 19:28:00,183.0
2017-10-13 20:21:00,2017-10-13,20:21:00,2017-10-14 00:59:00,278.0
2017-10-14 02:25:00,2017-10-14,02:25:00,2017-10-14 04:55:00,150.0
2017-10-14 10:20:00,2017-10-14,10:20:00,2017-10-14 14:09:00,229.0
2017-10-14 15:05:00,2017-10-14,15:05:00,2017-10-14 16:05:00,60.0
2017-10-14 17:30:00,2017-10-14,17:30:00,2017-10-14 18:39:00,69.0
2017-10-14 21:30:00,2017-10-14,21:30:00,2017-10-15 00:47:00,197.0
2017-10-15 01:40:00,2017-10-15,01:40:00,2017-10-15 05:20:00,220.0
2017-10-15 07:10:00,2017-10-15,07:10:00,2017-10-15 08:11:00,61.0
2017-10-15 10:05:00,2017-10-15,10:05:00,2017-10-15 13:05:00,180.0
2017-10-15 13:45:00,2017-10-15,13:45:00,2017-10-15 16:45:00,180.0
2017-10-15 19:25:00,2017-10-15,19:25:00,2017-10-15 23:48:00,263.0
2017-10-16 01:00:00,2017-10-16,01:00:00,2017-10-16 03:52:00,172.0
2017-10-16 05:00:00,2017-10-16,05:00:00,2017-10-16 05:56:00,56.0
2017-10-16 06:20:00,2017-10-16,06:20:00,2017-10-16 07:33:00,73.0
2017-10-16 10:34:00,2017-10-16,10:34:00,2017-10-16 11:10:00,36.0
2017-10-16 11:52:00,2017-10-16,11:52:00,2017-10-16 12:35:00,43.0
2017-10-16 13:45:00,2017-10-16,13:45:00,2017-10-16 15:54:00,129.0
2017-10-16 19:15:00,2017-10-16,19:15:00,2017-10-17 00:26:00,311.0
2017-10-17 01:25:00,2017-10-17,01:25:00,2017-10-17 04:36:00,191.0
2017-10-17 05:15:00,2017-10-17,05:15:00,2017-10-17 06:37:00,82.0
2017-10-17 07:45:00,2017-10-17,07:45:00,2017-10-17 10:04:00,139.0
2017-10-17 11:39:00,2017-10-17,11:39:00,2017-10-17 12:44:00,65.0
2017-10-17 13:40:00,2017-10-17,13:40:00,2017-10-17 14:33:00,53.0
2017-10-17 15:20:00,2017-10-17,15:20:00,2017-10-17 19:00:00,220.0
2017-10-17 22:15:00,2017-10-17,22:15:00,2017-10-18 01:05:00,170.0
2017-10-18 01:59:00,2017-10-18,01:59:00,2017-10-18 04:45:00,166.0
2017-10-18 05:30:00,2017-10-18,05:30:00,2017-10-18 07:40:00,130.0
2017-10-18 09:50:00,2017-10-18,09:50:00,2017-10-18 13:38:00,228.0
2017-10-18 14:00:00,2017-10-18,14:00:00,2017-10-18 16:35:00,155.0
2017-10-18 20:38:00,2017-10-18,20:38:00,2017-10-19 02:07:00,329.0
2017-10-19 03:30:00,2017-10-19,03:30:00,2017-10-19 06:05:00,155.0
2017-10-19 10:30:00,2017-10-19,10:30:00,2017-10-19 11:15:00,45.0
2017-10-19 11:55:00,2017-10-19,11:55:00,2017-10-19 14:40:00,165.0
2017-10-19 17:30:00,2017-10-19,17:30:00,2017-10-19 20:45:00,195.0
2017-10-19 21:45:00,2017-10-19,21:45:00,2017-10-20 01:34:00,229.0
2017-10-20 02:55:00,2017-10-20,02:55:00,2017-10-20 05:13:00,138.0
2017-10-20 08:25:00,2017-10-20,08:25:00,2017-10-20 11:35:00,190.0
2017-10-20 12:12:00,2017-10-20,12:12:00,2017-10-20 14:11:00,119.0
2017-10-20 14:17:00,2017-10-20,14:17:00,2017-10-20 14:57:00,40.0
2017-10-20 18:10:00,2017-10-20,18:10:00,2017-10-20 21:16:00,186.0
2017-10-20 22:15:00,2017-10-20,22:15:00,2017-10-21 02:14:00,239.0
2017-10-21 03:20:00,2017-10-21,03:20:00,2017-10-21 05:30:00,130.0
2017-10-21 08:49:00,2017-10-21,08:49:00,2017-10-21 12:23:00,214.0
2017-10-21 14:40:00,2017-10-21,14:40:00,2017-10-21 17:00:00,140.0
2017-10-21 18:51:00,2017-10-21,18:51:00,2017-10-22 01:20:00,389.0
2017-10-22 02:44:00,2017-10-22,02:44:00,2017-10-22 05:09:00,145.0
2017-10-22 05:55:00,2017-10-22,05:55:00,2017-10-22 08:01:00,126.0
2017-10-22 08:52:00,2017-10-22,08:52:00,2017-10-22 11:03:00,131.0
2017-10-22 13:00:00,2017-10-22,13:00:00,2017-10-22 13:38:00,38.0
2017-10-22 14:24:00,2017-10-22,14:24:00,2017-10-22 15:09:00,45.0
2017-10-22 17:30:00,2017-10-22,17:30:00,2017-10-22 18:10:00,40.0
2017-10-22 20:30:00,2017-10-22,20:30:00,2017-10-23 02:05:00,335.0
2017-10-23 02:50:00,2017-10-23,02:50:00,2017-10-23 05:19:00,149.0
2017-10-23 08:10:00,2017-10-23,08:10:00,2017-10-23 10:44:00,154.0
2017-10-23 12:30:00,2017-10-23,12:30:00,2017-10-23 13:09:00,39.0
2017-10-23 13:42:00,2017-10-23,13:42:00,2017-10-23 16:24:00,162.0
2017-10-23 19:30:00,2017-10-23,19:30:00,2017-10-24 00:06:00,276.0
2017-10-24 00:50:00,2017-10-24,00:50:00,2017-10-24 04:40:00,230.0
2017-10-24 06:31:00,2017-10-24,06:31:00,2017-10-24 08:59:00,148.0
2017-10-24 14:00:00,2017-10-24,14:00:00,2017-10-24 15:45:00,105.0
2017-10-24 17:00:00,2017-10-24,17:00:00,2017-10-24 21:54:00,294.0
2017-10-24 22:35:00,2017-10-24,22:35:00,2017-10-25 02:11:00,216.0
2017-10-25 04:00:00,2017-10-25,04:00:00,2017-10-25 06:05:00,125.0
2017-10-25 08:00:00,2017-10-25,08:00:00,2017-10-25 08:49:00,49.0
2017-10-25 10:05:00,2017-10-25,10:05:00,2017-10-25 12:27:00,142.0
2017-10-25 13:50:00,2017-10-25,13:50:00,2017-10-25 14:30:00,40.0
2017-10-25 16:30:00,2017-10-25,16:30:00,2017-10-25 21:41:00,311.0
2017-10-25 23:13:00,2017-10-25,23:13:00,2017-10-26 03:06:00,233.0
2017-10-26 04:00:00,2017-10-26,04:00:00,2017-10-26 06:46:00,166.0
2017-10-26 11:30:00,2017-10-26,11:30:00,2017-10-26 13:00:00,90.0
2017-10-26 14:50:00,2017-10-26,14:50:00,2017-10-26 16:14:00,84.0
2017-10-26 17:20:00,2017-10-26,17:20:00,2017-10-26 20:30:00,190.0
2017-10-26 23:15:00,2017-10-26,23:15:00,2017-10-27 01:55:00,160.0
2017-10-27 03:10:00,2017-10-27,03:10:00,2017-10-27 05:30:00,140.0
2017-10-27 07:10:00,2017-10-27,07:10:00,2017-10-27 08:25:00,75.0
2017-10-27 09:00:00,2017-10-27,09:00:00,2017-10-27 12:06:00,186.0
2017-10-27 20:20:00,2017-10-27,20:20:00,2017-10-27 23:18:00,178.0
2017-10-28 00:14:00,2017-10-28,00:14:00,2017-10-28 03:25:00,191.0
2017-10-28 04:00:00,2017-10-28,04:00:00,2017-10-28 06:02:00,122.0
2017-10-28 08:02:00,2017-10-28,08:02:00,2017-10-28 10:02:00,120.0
2017-10-28 12:00:00,2017-10-28,12:00:00,2017-10-28 13:30:00,90.0
2017-10-28 14:55:00,2017-10-28,14:55:00,2017-10-28 15:30:00,35.0
2017-10-28 19:00:00,2017-10-28,19:00:00,2017-10-29 01:22:00,382.0
2017-10-29 02:40:00,2017-10-29,02:40:00,2017-10-29 05:09:00,149.0
2017-10-29 08:00:00,2017-10-29,08:00:00,2017-10-29 10:19:00,139.0
2017-10-29 11:05:00,2017-10-29,11:05:00,2017-10-29 12:04:00,59.0
2017-10-29 13:23:00,2017-10-29,13:23:00,2017-10-29 13:33:00,10.0
2017-10-29 20:30:00,2017-10-29,20:30:00,2017-10-30 00:12:00,222.0
2017-10-30 01:05:00,2017-10-30,01:05:00,2017-10-30 03:52:00,167.0
2017-10-30 05:00:00,2017-10-30,05:00:00,2017-10-30 05:50:00,50.0
2017-10-30 08:15:00,2017-10-30,08:15:00,2017-10-30 11:36:00,201.0
2017-10-30 12:40:00,2017-10-30,12:40:00,2017-10-30 13:54:00,74.0
2017-10-30 16:00:00,2017-10-30,16:00:00,2017-10-30 16:39:00,39.0
2017-10-30 17:45:00,2017-10-30,17:45:00,2017-10-31 01:12:00,447.0
2017-10-31 02:10:00,2017-10-31,02:10:00,2017-10-31 04:40:00,150.0
2017-10-31 09:20:00,2017-10-31,09:20:00,2017-10-31 11:09:00,109.0
2017-10-31 12:00:00,2017-10-31,12:00:00,2017-10-31 14:35:00,155.0
2017-10-31 19:25:00,2017-10-31,19:25:00,2017-11-01 00:57:00,332.0
2017-11-01 01:50:00,2017-11-01,01:50:00,2017-11-01 04:08:00,138.0
2017-11-01 05:50:00,2017-11-01,05:50:00,2017-11-01 06:15:00,25.0
2017-11-01 08:15:00,2017-11-01,08:15:00,2017-11-01 10:10:00,115.0
2017-11-01 12:20:00,2017-11-01,12:20:00,2017-11-01 13:03:00,43.0
2017-11-01 16:50:00,2017-11-01,16:50:00,2017-11-01 18:47:00,117.0
2017-11-01 19:40:00,2017-11-01,19:40:00,2017-11-02 01:20:00,340.0
2017-11-02 02:20:00,2017-11-02,02:20:00,2017-11-02 04:47:00,147.0
2017-11-02 09:00:00,2017-11-02,09:00:00,2017-11-02 11:14:00,134.0
2017-11-02 12:20:00,2017-11-02,12:20:00,2017-11-02 14:38:00,138.0
2017-11-02 15:31:00,2017-11-02,15:31:00,2017-11-02 16:39:00,68.0
2017-11-02 19:55:00,2017-11-02,19:55:00,2017-11-03 00:56:00,301.0
2017-11-03 01:50:00,2017-11-03,01:50:00,2017-11-03 04:09:00,139.0
2017-11-03 05:20:00,2017-11-03,05:20:00,2017-11-03 06:30:00,70.0
2017-11-03 07:40:00,2017-11-03,07:40:00,2017-11-03 10:10:00,150.0
2017-11-03 12:00:00,2017-11-03,12:00:00,2017-11-03 13:29:00,89.0
2017-11-03 15:00:00,2017-11-03,15:00:00,2017-11-03 15:50:00,50.0
2017-11-03 16:40:00,2017-11-03,16:40:00,2017-11-04 00:42:00,482.0
2017-11-04 02:45:00,2017-11-04,02:45:00,2017-11-04 04:30:00,105.0
2017-11-04 06:10:00,2017-11-04,06:10:00,2017-11-04 08:00:00,110.0
2017-11-04 10:15:00,2017-11-04,10:15:00,2017-11-04 13:18:00,183.0
2017-11-04 19:05:00,2017-11-04,19:05:00,2017-11-05 01:34:00,389.0
2017-11-05 02:30:00,2017-11-05,02:30:00,2017-11-05 04:10:00,100.0
2017-11-05 04:45:00,2017-11-05,04:45:00,2017-11-05 05:46:00,61.0
2017-11-05 06:35:00,2017-11-05,06:35:00,2017-11-05 08:20:00,105.0
2017-11-05 09:15:00,2017-11-05,09:15:00,2017-11-05 12:49:00,214.0
2017-11-05 14:10:00,2017-11-05,14:10:00,2017-11-05 16:58:00,168.0
2017-11-05 18:00:00,2017-11-05,18:00:00,2017-11-05 18:40:00,40.0
2017-11-05 21:20:00,2017-11-05,21:20:00,2017-11-06 01:30:00,250.0
2017-11-06 06:20:00,2017-11-06,06:20:00,2017-11-06 07:10:00,50.0
2017-11-06 08:34:00,2017-11-06,08:34:00,2017-11-06 12:00:00,206.0
2017-11-06 15:36:00,2017-11-06,15:36:00,2017-11-06 20:10:00,274.0
2017-11-06 21:28:00,2017-11-06,21:28:00,2017-11-07 01:05:00,217.0
2017-11-07 02:30:00,2017-11-07,02:30:00,2017-11-07 04:55:00,145.0
2017-11-07 05:55:00,2017-11-07,05:55:00,2017-11-07 06:49:00,54.0
2017-11-07 08:46:00,2017-11-07,08:46:00,2017-11-07 09:15:00,29.0
2017-11-07 12:30:00,2017-11-07,12:30:00,2017-11-07 14:25:00,115.0
2017-11-07 15:40:00,2017-11-07,15:40:00,2017-11-07 16:15:00,35.0
2017-11-07 20:28:00,2017-11-07,20:28:00,2017-11-07 20:57:00,29.0
2017-11-07 21:33:00,2017-11-07,21:33:00,2017-11-08 01:59:00,266.0
2017-11-08 03:02:00,2017-11-08,03:02:00,2017-11-08 04:07:00,65.0
2017-11-08 09:10:00,2017-11-08,09:10:00,2017-11-08 12:00:00,170.0
2017-11-08 15:25:00,2017-11-08,15:25:00,2017-11-08 15:49:00,24.0
2017-11-08 18:00:00,2017-11-08,18:00:00,2017-11-08 18:40:00,40.0
2017-11-08 20:40:00,2017-11-08,20:40:00,2017-11-09 01:10:00,270.0
2017-11-09 02:45:00,2017-11-09,02:45:00,2017-11-09 04:11:00,86.0
2017-11-09 04:45:00,2017-11-09,04:45:00,2017-11-09 05:45:00,60.0
2017-11-09 07:50:00,2017-11-09,07:50:00,2017-11-09 08:49:00,59.0
2017-11-09 10:08:00,2017-11-09,10:08:00,2017-11-09 10:58:00,50.0
2017-11-09 11:38:00,2017-11-09,11:38:00,2017-11-09 12:19:00,41.0
2017-11-09 16:15:00,2017-11-09,16:15:00,2017-11-09 16:45:00,30.0
2017-11-09 20:15:00,2017-11-09,20:15:00,2017-11-10 03:00:00,405.0
2017-11-10 04:06:00,2017-11-10,04:06:00,2017-11-10 05:04:00,58.0
2017-11-10 05:10:00,2017-11-10,05:10:00,2017-11-10 05:34:00,24.0
2017-11-10 07:41:00,2017-11-10,07:41:00,2017-11-10 09:19:00,98.0
2017-11-10 10:35:00,2017-11-10,10:35:00,2017-11-10 11:17:00,42.0
2017-11-10 14:40:00,2017-11-10,14:40:00,2017-11-10 15:50:00,70.0
2017-11-10 16:20:00,2017-11-10,16:20:00,2017-11-10 20:00:00,220.0
2017-11-10 20:55:00,2017-11-10,20:55:00,2017-11-11 00:43:00,228.0
2017-11-11 01:16:00,2017-11-11,01:16:00,2017-11-11 03:49:00,153.0
2017-11-11 04:30:00,2017-11-11,04:30:00,2017-11-11 05:33:00,63.0
2017-11-11 07:29:00,2017-11-11,07:29:00,2017-11-11 08:21:00,52.0
2017-11-11 09:10:00,2017-11-11,09:10:00,2017-11-11 10:50:00,100.0
2017-11-11 12:45:00,2017-11-11,12:45:00,2017-11-11 13:30:00,45.0
2017-11-11 15:30:00,2017-11-11,15:30:00,2017-11-11 20:33:00,303.0
2017-11-11 22:10:00,2017-11-11,22:10:00,2017-11-12 02:32:00,262.0
2017-11-12 03:20:00,2017-11-12,03:20:00,2017-11-12 05:23:00,123.0
2017-11-12 08:10:00,2017-11-12,08:10:00,2017-11-12 09:05:00,55.0
2017-11-12 13:10:00,2017-11-12,13:10:00,2017-11-12 14:04:00,54.0
2017-11-12 15:36:00,2017-11-12,15:36:00,2017-11-12 16:42:00,66.0
2017-11-12 21:00:00,2017-11-12,21:00:00,2017-11-13 03:07:00,367.0
2017-11-13 03:50:00,2017-11-13,03:50:00,2017-11-13 04:06:00,16.0
2017-11-13 04:17:00,2017-11-13,04:17:00,2017-11-13 06:14:00,117.0
2017-11-13 07:10:00,2017-11-13,07:10:00,2017-11-13 08:10:00,60.0
2017-11-13 12:07:00,2017-11-13,12:07:00,2017-11-13 13:02:00,55.0
2017-11-13 14:42:00,2017-11-13,14:42:00,2017-11-13 16:06:00,84.0
2017-11-13 20:55:00,2017-11-13,20:55:00,2017-11-13 23:20:00,145.0
2017-11-13 23:51:00,2017-11-13,23:51:00,2017-11-14 03:00:00,189.0
2017-11-14 03:41:00,2017-11-14,03:41:00,2017-11-14 05:34:00,113.0
2017-11-14 06:15:00,2017-11-14,06:15:00,2017-11-14 08:06:00,111.0
2017-11-14 09:20:00,2017-11-14,09:20:00,2017-11-14 09:35:00,15.0
2017-11-14 10:35:00,2017-11-14,10:35:00,2017-11-14 11:00:00,25.0
2017-11-14 12:59:00,2017-11-14,12:59:00,2017-11-14 16:16:00,197.0
2017-11-14 18:38:00,2017-11-14,18:38:00,2017-11-14 18:46:00,8.0
2017-11-14 19:00:00,2017-11-14,19:00:00,2017-11-15 00:25:00,325.0
2017-11-15 01:50:00,2017-11-15,01:50:00,2017-11-15 02:50:00,60.0
2017-11-15 03:35:00,2017-11-15,03:35:00,2017-11-15 04:58:00,83.0
2017-11-15 06:05:00,2017-11-15,06:05:00,2017-11-15 07:16:00,71.0
2017-11-15 09:25:00,2017-11-15,09:25:00,2017-11-15 11:39:00,134.0
2017-11-15 21:05:00,2017-11-15,21:05:00,2017-11-16 01:19:00,254.0
2017-11-16 02:03:00,2017-11-16,02:03:00,2017-11-16 05:01:00,178.0
2017-11-16 05:46:00,2017-11-16,05:46:00,2017-11-16 07:02:00,76.0
2017-11-16 09:05:00,2017-11-16,09:05:00,2017-11-16 10:14:00,69.0
2017-11-16 14:35:00,2017-11-16,14:35:00,2017-11-16 15:20:00,45.0
2017-11-16 15:48:00,2017-11-16,15:48:00,2017-11-16 16:50:00,62.0
2017-11-16 19:30:00,2017-11-16,19:30:00,2017-11-17 00:18:00,288.0
2017-11-17 01:05:00,2017-11-17,01:05:00,2017-11-17 03:47:00,162.0
2017-11-17 04:20:00,2017-11-17,04:20:00,2017-11-17 05:28:00,68.0
2017-11-17 06:25:00,2017-11-17,06:25:00,2017-11-17 07:35:00,70.0
2017-11-17 09:30:00,2017-11-17,09:30:00,2017-11-17 11:29:00,119.0
2017-11-17 12:10:00,2017-11-17,12:10:00,2017-11-17 13:30:00,80.0
2017-11-17 15:20:00,2017-11-17,15:20:00,2017-11-17 18:34:00,194.0
2017-11-17 20:30:00,2017-11-17,20:30:00,2017-11-18 00:20:00,230.0
2017-11-18 00:55:00,2017-11-18,00:55:00,2017-11-18 03:45:00,170.0
2017-11-18 04:16:00,2017-11-18,04:16:00,2017-11-18 05:36:00,80.0
2017-11-18 08:00:00,2017-11-18,08:00:00,2017-11-18 08:52:00,52.0
2017-11-18 10:00:00,2017-11-18,10:00:00,2017-11-18 11:00:00,60.0
2017-11-18 11:50:00,2017-11-18,11:50:00,2017-11-18 12:34:00,44.0
2017-11-18 14:00:00,2017-11-18,14:00:00,2017-11-18 14:35:00,35.0
2017-11-18 15:45:00,2017-11-18,15:45:00,2017-11-18 17:15:00,90.0
2017-11-18 21:00:00,2017-11-18,21:00:00,2017-11-19 01:33:00,273.0
2017-11-19 02:15:00,2017-11-19,02:15:00,2017-11-19 04:47:00,152.0
2017-11-19 05:55:00,2017-11-19,05:55:00,2017-11-19 08:29:00,154.0
