,Date,Time,Finish,Duration
2017-11-19 10:21:00,2017-11-19,10:21:00,2017-11-19 11:28:00,67.0
2017-11-19 13:50:00,2017-11-19,13:50:00,2017-11-19 16:36:00,166.0
2017-11-19 20:20:00,2017-11-19,20:20:00,2017-11-20 02:25:00,365.0
2017-11-20 03:10:00,2017-11-20,03:10:00,2017-11-20 04:45:00,95.0
2017-11-20 09:30:00,2017-11-20,09:30:00,2017-11-20 10:44:00,74.0
2017-11-20 15:00:00,2017-11-20,15:00:00,2017-11-20 22:32:00,452.0
2017-11-20 23:15:00,2017-11-20,23:15:00,2017-11-21 03:18:00,243.0
2017-11-21 04:00:00,2017-11-21,04:00:00,2017-11-21 05:10:00,70.0
2017-11-21 05:20:00,2017-11-21,05:20:00,2017-11-21 06:45:00,85.0
2017-11-21 08:00:00,2017-11-21,08:00:00,2017-11-21 09:09:00,69.0
2017-11-21 10:55:00,2017-11-21,10:55:00,2017-11-21 12:03:00,68.0
2017-11-21 13:30:00,2017-11-21,13:30:00,2017-11-21 14:20:00,50.0
2017-11-21 15:48:00,2017-11-21,15:48:00,2017-11-21 22:47:00,419.0
2017-11-21 23:48:00,2017-11-21,23:48:00,2017-11-22 03:45:00,237.0
2017-11-22 04:20:00,2017-11-22,04:20:00,2017-11-22 05:23:00,63.0
2017-11-22 07:15:00,2017-11-22,07:15:00,2017-11-22 08:22:00,67.0
2017-11-22 10:10:00,2017-11-22,10:10:00,2017-11-22 11:00:00,50.0
2017-11-22 15:10:00,2017-11-22,15:10:00,2017-11-22 16:00:00,50.0
2017-11-22 20:40:00,2017-11-22,20:40:00,2017-11-23 04:23:00,463.0
2017-11-23 05:50:00,2017-11-23,05:50:00,2017-11-23 06:22:00,32.0
2017-11-23 07:28:00,2017-11-23,07:28:00,2017-11-23 09:38:00,130.0
2017-11-23 10:58:00,2017-11-23,10:58:00,2017-11-23 12:11:00,73.0
2017-11-23 14:35:00,2017-11-23,14:35:00,2017-11-23 15:02:00,27.0
2017-11-23 16:20:00,2017-11-23,16:20:00,2017-11-23 21:27:00,307.0
2017-11-23 22:01:00,2017-11-23,22:01:00,2017-11-24 01:19:00,198.0
2017-11-24 02:05:00,2017-11-24,02:05:00,2017-11-24 04:37:00,152.0
2017-11-24 05:50:00,2017-11-24,05:50:00,2017-11-24 06:36:00,46.0
2017-11-24 08:02:00,2017-11-24,08:02:00,2017-11-24 08:37:00,35.0
2017-11-24 09:45:00,2017-11-24,09:45:00,2017-11-24 11:00:00,75.0
2017-11-24 12:05:00,2017-11-24,12:05:00,2017-11-24 12:40:00,35.0
2017-11-24 13:27:00,2017-11-24,13:27:00,2017-11-24 14:15:00,48.0
2017-11-24 14:58:00,2017-11-24,14:58:00,2017-11-24 15:30:00,32.0
2017-11-24 17:20:00,2017-11-24,17:20:00,2017-11-25 03:49:00,629.0
2017-11-25 04:35:00,2017-11-25,04:35:00,2017-11-25 07:35:00,180.0
2017-11-25 09:00:00,2017-11-25,09:00:00,2017-11-25 09:30:00,30.0
2017-11-25 10:55:00,2017-11-25,10:55:00,2017-11-25 11:24:00,29.0
2017-11-25 11:53:00,2017-11-25,11:53:00,2017-11-25 14:44:00,171.0
2017-11-25 15:45:00,2017-11-25,15:45:00,2017-11-25 19:16:00,211.0
2017-11-25 21:50:00,2017-11-25,21:50:00,2017-11-26 03:09:00,319.0
2017-11-26 03:49:00,2017-11-26,03:49:00,2017-11-26 05:04:00,75.0
2017-11-26 08:00:00,2017-11-26,08:00:00,2017-11-26 09:05:00,65.0
2017-11-26 12:00:00,2017-11-26,12:00:00,2017-11-26 13:00:00,60.0
2017-11-26 14:18:00,2017-11-26,14:18:00,2017-11-26 15:12:00,54.0
2017-11-26 18:30:00,2017-11-26,18:30:00,2017-11-26 19:05:00,35.0
2017-11-26 20:58:00,2017-11-26,20:58:00,2017-11-27 02:20:00,322.0
2017-11-27 02:56:00,2017-11-27,02:56:00,2017-11-27 05:18:00,142.0
2017-11-27 06:00:00,2017-11-27,06:00:00,2017-11-27 06:42:00,42.0
2017-11-27 08:40:00,2017-11-27,08:40:00,2017-11-27 09:24:00,44.0
2017-11-27 11:10:00,2017-11-27,11:10:00,2017-11-27 11:37:00,27.0
2017-11-27 11:45:00,2017-11-27,11:45:00,2017-11-27 12:36:00,51.0
2017-11-27 15:00:00,2017-11-27,15:00:00,2017-11-27 15:40:00,40.0
2017-11-27 16:10:00,2017-11-27,16:10:00,2017-11-27 18:50:00,160.0
2017-11-27 19:50:00,2017-11-27,19:50:00,2017-11-28 01:31:00,341.0
2017-11-28 02:07:00,2017-11-28,02:07:00,2017-11-28 03:47:00,100.0
2017-11-28 04:26:00,2017-11-28,04:26:00,2017-11-28 05:28:00,62.0
2017-11-28 09:07:00,2017-11-28,09:07:00,2017-11-28 10:16:00,69.0
2017-11-28 11:30:00,2017-11-28,11:30:00,2017-11-28 12:13:00,43.0
2017-11-28 13:35:00,2017-11-28,13:35:00,2017-11-28 14:29:00,54.0
2017-11-28 15:50:00,2017-11-28,15:50:00,2017-11-28 16:15:00,25.0
2017-11-28 18:05:00,2017-11-28,18:05:00,2017-11-28 23:57:00,352.0
2017-11-29 00:35:00,2017-11-29,00:35:00,2017-11-29 03:21:00,166.0
2017-11-29 03:52:00,2017-11-29,03:52:00,2017-11-29 05:01:00,69.0
2017-11-29 06:48:00,2017-11-29,06:48:00,2017-11-29 09:05:00,137.0
2017-11-29 11:19:00,2017-11-29,11:19:00,2017-11-29 12:01:00,42.0
2017-11-29 14:05:00,2017-11-29,14:05:00,2017-11-29 16:20:00,135.0
2017-11-29 19:20:00,2017-11-29,19:20:00,2017-11-29 20:01:00,41.0
2017-11-29 21:04:00,2017-11-29,21:04:00,2017-11-30 02:29:00,325.0
2017-11-30 03:00:00,2017-11-30,03:00:00,2017-11-30 06:08:00,188.0
2017-11-30 08:40:00,2017-11-30,08:40:00,2017-11-30 09:51:00,71.0
2017-11-30 11:21:00,2017-11-30,11:21:00,2017-11-30 12:43:00,82.0
2017-11-30 16:00:00,2017-11-30,16:00:00,2017-12-01 03:29:00,689.0
2017-12-01 11:45:00,2017-12-01,11:45:00,2017-12-01 12:38:00,53.0
2017-12-01 13:40:00,2017-12-01,13:40:00,2017-12-01 15:00:00,80.0
2017-12-01 16:45:00,2017-12-01,16:45:00,2017-12-01 17:44:00,59.0
2017-12-01 18:45:00,2017-12-01,18:45:00,2017-12-02 03:03:00,498.0
2017-12-02 03:55:00,2017-12-02,03:55:00,2017-12-02 05:21:00,86.0
2017-12-02 06:12:00,2017-12-02,06:12:00,2017-12-02 08:42:00,150.0
2017-12-02 10:23:00,2017-12-02,10:23:00,2017-12-02 11:29:00,66.0
2017-12-02 13:59:00,2017-12-02,13:59:00,2017-12-02 15:12:00,73.0
2017-12-02 15:57:00,2017-12-02,15:57:00,2017-12-02 16:18:00,21.0
2017-12-02 20:34:00,2017-12-02,20:34:00,2017-12-03 04:02:00,448.0
2017-12-03 04:45:00,2017-12-03,04:45:00,2017-12-03 05:45:00,60.0
2017-12-03 06:05:00,2017-12-03,06:05:00,2017-12-03 07:47:00,102.0
2017-12-03 11:05:00,2017-12-03,11:05:00,2017-12-03 14:32:00,207.0
2017-12-03 19:00:00,2017-12-03,19:00:00,2017-12-04 01:16:00,376.0
2017-12-04 01:52:00,2017-12-04,01:52:00,2017-12-04 05:18:00,206.0
2017-12-04 06:23:00,2017-12-04,06:23:00,2017-12-04 07:38:00,75.0
2017-12-04 09:47:00,2017-12-04,09:47:00,2017-12-04 10:45:00,58.0
2017-12-04 12:50:00,2017-12-04,12:50:00,2017-12-04 13:28:00,38.0
2017-12-04 15:45:00,2017-12-04,15:45:00,2017-12-04 16:42:00,57.0
2017-12-04 19:35:00,2017-12-04,19:35:00,2017-12-05 02:00:00,385.0
2017-12-05 02:43:00,2017-12-05,02:43:00,2017-12-05 05:06:00,143.0
2017-12-05 05:45:00,2017-12-05,05:45:00,2017-12-05 06:47:00,62.0
2017-12-05 09:21:00,2017-12-05,09:21:00,2017-12-05 10:20:00,59.0
2017-12-05 12:00:00,2017-12-05,12:00:00,2017-12-05 12:59:00,59.0
2017-12-05 16:38:00,2017-12-05,16:38:00,2017-12-05 17:15:00,37.0
2017-12-05 20:25:00,2017-12-05,20:25:00,2017-12-06 04:55:00,510.0
2017-12-06 05:15:00,2017-12-06,05:15:00,2017-12-06 06:55:00,100.0
2017-12-06 09:30:00,2017-12-06,09:30:00,2017-12-06 10:00:00,30.0
2017-12-06 12:42:00,2017-12-06,12:42:00,2017-12-06 13:20:00,38.0
2017-12-06 15:21:00,2017-12-06,15:21:00,2017-12-06 16:20:00,59.0
2017-12-06 18:45:00,2017-12-06,18:45:00,2017-12-07 02:46:00,481.0
2017-12-07 03:38:00,2017-12-07,03:38:00,2017-12-07 04:58:00,80.0
2017-12-07 05:05:00,2017-12-07,05:05:00,2017-12-07 06:39:00,94.0
2017-12-07 08:40:00,2017-12-07,08:40:00,2017-12-07 10:41:00,121.0
2017-12-07 11:40:00,2017-12-07,11:40:00,2017-12-07 12:14:00,34.0
2017-12-07 18:20:00,2017-12-07,18:20:00,2017-12-08 03:30:00,550.0
2017-12-08 04:05:00,2017-12-08,04:05:00,2017-12-08 06:01:00,116.0
2017-12-08 08:10:00,2017-12-08,08:10:00,2017-12-08 09:05:00,55.0
2017-12-08 11:17:00,2017-12-08,11:17:00,2017-12-08 11:52:00,35.0
2017-12-08 13:35:00,2017-12-08,13:35:00,2017-12-08 14:43:00,68.0
2017-12-08 16:23:00,2017-12-08,16:23:00,2017-12-08 16:44:00,21.0
2017-12-08 18:10:00,2017-12-08,18:10:00,2017-12-08 21:00:00,170.0
2017-12-08 21:38:00,2017-12-08,21:38:00,2017-12-09 01:28:00,230.0
2017-12-09 02:03:00,2017-12-09,02:03:00,2017-12-09 04:33:00,150.0
2017-12-09 05:00:00,2017-12-09,05:00:00,2017-12-09 05:44:00,44.0
2017-12-09 07:44:00,2017-12-09,07:44:00,2017-12-09 08:29:00,45.0
2017-12-09 10:20:00,2017-12-09,10:20:00,2017-12-09 11:22:00,62.0
2017-12-09 14:27:00,2017-12-09,14:27:00,2017-12-09 15:15:00,48.0
2017-12-09 18:40:00,2017-12-09,18:40:00,2017-12-10 03:36:00,536.0
2017-12-10 04:06:00,2017-12-10,04:06:00,2017-12-10 05:11:00,65.0
2017-12-10 05:19:00,2017-12-10,05:19:00,2017-12-10 07:21:00,122.0
2017-12-10 09:35:00,2017-12-10,09:35:00,2017-12-10 10:07:00,32.0
2017-12-10 10:16:00,2017-12-10,10:16:00,2017-12-10 10:44:00,28.0
2017-12-10 12:00:00,2017-12-10,12:00:00,2017-12-10 14:15:00,135.0
2017-12-10 20:08:00,2017-12-10,20:08:00,2017-12-11 02:47:00,399.0
2017-12-11 03:21:00,2017-12-11,03:21:00,2017-12-11 04:51:00,90.0
2017-12-11 05:05:00,2017-12-11,05:05:00,2017-12-11 06:26:00,81.0
2017-12-11 09:09:00,2017-12-11,09:09:00,2017-12-11 11:31:00,142.0
2017-12-11 14:35:00,2017-12-11,14:35:00,2017-12-11 15:08:00,33.0
2017-12-11 15:45:00,2017-12-11,15:45:00,2017-12-11 16:46:00,61.0
2017-12-11 20:30:00,2017-12-11,20:30:00,2017-12-12 04:17:00,467.0
2017-12-12 05:02:00,2017-12-12,05:02:00,2017-12-12 07:50:00,168.0
2017-12-12 10:00:00,2017-12-12,10:00:00,2017-12-12 10:58:00,58.0
2017-12-12 12:20:00,2017-12-12,12:20:00,2017-12-12 12:44:00,24.0
2017-12-12 14:38:00,2017-12-12,14:38:00,2017-12-12 15:12:00,34.0
2017-12-12 22:05:00,2017-12-12,22:05:00,2017-12-13 04:57:00,412.0
2017-12-13 05:41:00,2017-12-13,05:41:00,2017-12-13 07:29:00,108.0
2017-12-13 09:15:00,2017-12-13,09:15:00,2017-12-13 09:50:00,35.0
2017-12-13 10:55:00,2017-12-13,10:55:00,2017-12-13 13:34:00,159.0
2017-12-13 14:17:00,2017-12-13,14:17:00,2017-12-13 17:21:00,184.0
2017-12-13 20:05:00,2017-12-13,20:05:00,2017-12-14 05:51:00,586.0
2017-12-14 08:04:00,2017-12-14,08:04:00,2017-12-14 08:55:00,51.0
2017-12-14 10:59:00,2017-12-14,10:59:00,2017-12-14 14:00:00,181.0
2017-12-14 16:15:00,2017-12-14,16:15:00,2017-12-15 04:25:00,730.0
2017-12-15 06:54:00,2017-12-15,06:54:00,2017-12-15 07:49:00,55.0
2017-12-15 09:28:00,2017-12-15,09:28:00,2017-12-15 10:29:00,61.0
2017-12-15 12:57:00,2017-12-15,12:57:00,2017-12-15 16:36:00,219.0
2017-12-15 20:46:00,2017-12-15,20:46:00,2017-12-16 03:26:00,400.0
2017-12-16 04:05:00,2017-12-16,04:05:00,2017-12-16 05:20:00,75.0
2017-12-16 08:07:00,2017-12-16,08:07:00,2017-12-16 08:29:00,22.0
2017-12-16 09:25:00,2017-12-16,09:25:00,2017-12-16 10:28:00,63.0
2017-12-16 11:45:00,2017-12-16,11:45:00,2017-12-16 12:42:00,57.0
2017-12-16 16:05:00,2017-12-16,16:05:00,2017-12-16 16:30:00,25.0
2017-12-16 18:42:00,2017-12-16,18:42:00,2017-12-17 04:39:00,597.0
2017-12-17 05:28:00,2017-12-17,05:28:00,2017-12-17 08:19:00,171.0
2017-12-17 11:26:00,2017-12-17,11:26:00,2017-12-17 11:55:00,29.0
2017-12-17 13:05:00,2017-12-17,13:05:00,2017-12-17 15:53:00,168.0
2017-12-17 19:00:00,2017-12-17,19:00:00,2017-12-18 04:40:00,580.0
2017-12-18 07:21:00,2017-12-18,07:21:00,2017-12-18 07:54:00,33.0
2017-12-18 09:31:00,2017-12-18,09:31:00,2017-12-18 11:26:00,115.0
2017-12-18 14:55:00,2017-12-18,14:55:00,2017-12-18 17:09:00,134.0
2017-12-18 21:00:00,2017-12-18,21:00:00,2017-12-19 04:30:00,450.0
2017-12-19 05:30:00,2017-12-19,05:30:00,2017-12-19 06:30:00,60.0
2017-12-19 11:08:00,2017-12-19,11:08:00,2017-12-19 13:46:00,158.0
2017-12-19 15:40:00,2017-12-19,15:40:00,2017-12-19 16:07:00,27.0
2017-12-19 20:30:00,2017-12-19,20:30:00,2017-12-20 04:36:00,486.0
2017-12-20 05:49:00,2017-12-20,05:49:00,2017-12-20 07:54:00,125.0
2017-12-20 10:02:00,2017-12-20,10:02:00,2017-12-20 12:06:00,124.0
2017-12-20 18:22:00,2017-12-20,18:22:00,2017-12-21 04:44:00,622.0
2017-12-21 07:20:00,2017-12-21,07:20:00,2017-12-21 08:05:00,45.0
2017-12-21 09:35:00,2017-12-21,09:35:00,2017-12-21 10:15:00,40.0
2017-12-21 12:30:00,2017-12-21,12:30:00,2017-12-21 14:00:00,90.0
2017-12-21 16:00:00,2017-12-21,16:00:00,2017-12-21 16:35:00,35.0
2017-12-21 21:40:00,2017-12-21,21:40:00,2017-12-22 04:06:00,386.0
2017-12-22 04:39:00,2017-12-22,04:39:00,2017-12-22 06:56:00,137.0
2017-12-22 09:55:00,2017-12-22,09:55:00,2017-12-22 10:25:00,30.0
2017-12-22 13:55:00,2017-12-22,13:55:00,2017-12-22 14:42:00,47.0
2017-12-22 14:55:00,2017-12-22,14:55:00,2017-12-22 17:13:00,138.0
2017-12-22 20:04:00,2017-12-22,20:04:00,2017-12-23 04:07:00,483.0
2017-12-23 04:34:00,2017-12-23,04:34:00,2017-12-23 07:38:00,184.0
2017-12-23 10:10:00,2017-12-23,10:10:00,2017-12-23 11:05:00,55.0
2017-12-23 14:06:00,2017-12-23,14:06:00,2017-12-23 14:49:00,43.0
2017-12-23 20:20:00,2017-12-23,20:20:00,2017-12-24 05:05:00,525.0
2017-12-24 06:07:00,2017-12-24,06:07:00,2017-12-24 06:28:00,21.0
2017-12-24 06:35:00,2017-12-24,06:35:00,2017-12-24 07:40:00,65.0
2017-12-24 08:40:00,2017-12-24,08:40:00,2017-12-24 12:11:00,211.0
2017-12-24 17:00:00,2017-12-24,17:00:00,2017-12-24 17:54:00,54.0
2017-12-24 20:10:00,2017-12-24,20:10:00,2017-12-25 04:55:00,525.0
2017-12-25 05:50:00,2017-12-25,05:50:00,2017-12-25 07:15:00,85.0
2017-12-25 09:15:00,2017-12-25,09:15:00,2017-12-25 10:59:00,104.0
2017-12-25 14:30:00,2017-12-25,14:30:00,2017-12-25 15:00:00,30.0
2017-12-25 20:45:00,2017-12-25,20:45:00,2017-12-26 03:23:00,398.0
2017-12-26 03:53:00,2017-12-26,03:53:00,2017-12-26 05:09:00,76.0
2017-12-26 05:43:00,2017-12-26,05:43:00,2017-12-26 08:00:00,137.0
2017-12-26 09:49:00,2017-12-26,09:49:00,2017-12-26 10:19:00,30.0
2017-12-26 12:18:00,2017-12-26,12:18:00,2017-12-26 12:50:00,32.0
2017-12-26 14:10:00,2017-12-26,14:10:00,2017-12-26 14:54:00,44.0
2017-12-26 18:50:00,2017-12-26,18:50:00,2017-12-27 03:36:00,526.0
2017-12-27 04:13:00,2017-12-27,04:13:00,2017-12-27 06:17:00,124.0
2017-12-27 08:30:00,2017-12-27,08:30:00,2017-12-27 09:04:00,34.0
2017-12-27 11:13:00,2017-12-27,11:13:00,2017-12-27 11:57:00,44.0
2017-12-27 14:45:00,2017-12-27,14:45:00,2017-12-27 15:15:00,30.0
2017-12-27 19:10:00,2017-12-27,19:10:00,2017-12-28 01:54:00,404.0
2017-12-28 02:27:00,2017-12-28,02:27:00,2017-12-28 05:42:00,195.0
2017-12-28 07:00:00,2017-12-28,07:00:00,2017-12-28 08:00:00,60.0
2017-12-28 10:00:00,2017-12-28,10:00:00,2017-12-28 11:00:00,60.0
2017-12-28 13:48:00,2017-12-28,13:48:00,2017-12-28 14:09:00,21.0
2017-12-28 20:28:00,2017-12-28,20:28:00,2017-12-29 02:32:00,364.0
2017-12-29 03:11:00,2017-12-29,03:11:00,2017-12-29 05:43:00,152.0
2017-12-29 06:10:00,2017-12-29,06:10:00,2017-12-29 08:15:00,125.0
2017-12-29 10:15:00,2017-12-29,10:15:00,2017-12-29 11:29:00,74.0
2017-12-29 14:05:00,2017-12-29,14:05:00,2017-12-29 16:45:00,160.0
2017-12-29 20:17:00,2017-12-29,20:17:00,2017-12-30 02:55:00,398.0
2017-12-30 03:36:00,2017-12-30,03:36:00,2017-12-30 05:37:00,121.0
2017-12-30 06:22:00,2017-12-30,06:22:00,2017-12-30 08:19:00,117.0
2017-12-30 09:09:00,2017-12-30,09:09:00,2017-12-30 10:50:00,101.0
2017-12-30 13:35:00,2017-12-30,13:35:00,2017-12-30 14:12:00,37.0
2017-12-30 16:00:00,2017-12-30,16:00:00,2017-12-30 16:58:00,58.0
2017-12-30 20:20:00,2017-12-30,20:20:00,2017-12-31 03:12:00,412.0
2017-12-31 03:46:00,2017-12-31,03:46:00,2017-12-31 06:00:00,134.0
2017-12-31 06:11:00,2017-12-31,06:11:00,2017-12-31 07:05:00,54.0
2017-12-31 09:18:00,2017-12-31,09:18:00,2017-12-31 10:11:00,53.0
2017-12-31 12:40:00,2017-12-31,12:40:00,2017-12-31 13:25:00,45.0
2017-12-31 16:24:00,2017-12-31,16:24:00,2017-12-31 16:40:00,16.0
2017-12-31 19:35:00,2017-12-31,19:35:00,2018-01-01 02:49:00,434.0
2018-01-01 03:26:00,2018-01-01,03:26:00,2018-01-01 06:23:00,177.0
2018-01-01 06:44:00,2018-01-01,06:44:00,2018-01-01 07:39:00,55.0
2018-01-01 09:55:00,2018-01-01,09:55:00,2018-01-01 10:59:00,64.0
2018-01-01 13:31:00,2018-01-01,13:31:00,2018-01-01 16:34:00,183.0
2018-01-01 19:48:00,2018-01-01,19:48:00,2018-01-02 00:14:00,266.0
2018-01-02 00:45:00,2018-01-02,00:45:00,2018-01-02 04:03:00,198.0
2018-01-02 04:30:00,2018-01-02,04:30:00,2018-01-02 06:28:00,118.0
2018-01-02 08:10:00,2018-01-02,08:10:00,2018-01-02 09:05:00,55.0
2018-01-02 11:50:00,2018-01-02,11:50:00,2018-01-02 12:30:00,40.0
2018-01-02 14:30:00,2018-01-02,14:30:00,2018-01-02 15:25:00,55.0
2018-01-02 17:00:00,2018-01-02,17:00:00,2018-01-02 17:30:00,30.0
2018-01-02 20:50:00,2018-01-02,20:50:00,2018-01-03 00:53:00,243.0
2018-01-03 01:20:00,2018-01-03,01:20:00,2018-01-03 04:16:00,176.0
2018-01-03 04:45:00,2018-01-03,04:45:00,2018-01-03 06:47:00,122.0
2018-01-03 14:23:00,2018-01-03,14:23:00,2018-01-03 16:48:00,145.0
2018-01-03 19:50:00,2018-01-03,19:50:00,2018-01-04 02:44:00,414.0
2018-01-04 03:11:00,2018-01-04,03:11:00,2018-01-04 06:16:00,185.0
2018-01-04 08:10:00,2018-01-04,08:10:00,2018-01-04 09:10:00,60.0
2018-01-04 12:45:00,2018-01-04,12:45:00,2018-01-04 14:40:00,115.0
2018-01-04 17:05:00,2018-01-04,17:05:00,2018-01-04 17:40:00,35.0
2018-01-04 20:10:00,2018-01-04,20:10:00,2018-01-05 01:55:00,345.0
2018-01-05 02:23:00,2018-01-05,02:23:00,2018-01-05 05:36:00,193.0
2018-01-05 06:25:00,2018-01-05,06:25:00,2018-01-05 08:38:00,133.0
2018-01-05 11:13:00,2018-01-05,11:13:00,2018-01-05 11:48:00,35.0
2018-01-05 14:10:00,2018-01-05,14:10:00,2018-01-05 17:05:00,175.0
2018-01-05 19:45:00,2018-01-05,19:45:00,2018-01-06 06:22:00,637.0
2018-01-06 08:45:00,2018-01-06,08:45:00,2018-01-06 10:10:00,85.0
2018-01-06 11:20:00,2018-01-06,11:20:00,2018-01-06 13:52:00,152.0
2018-01-06 17:50:00,2018-01-06,17:50:00,2018-01-06 22:34:00,284.0
2018-01-06 23:00:00,2018-01-06,23:00:00,2018-01-07 03:33:00,273.0
2018-01-07 04:06:00,2018-01-07,04:06:00,2018-01-07 06:56:00,170.0
2018-01-07 09:47:00,2018-01-07,09:47:00,2018-01-07 10:39:00,52.0
2018-01-07 13:00:00,2018-01-07,13:00:00,2018-01-07 13:35:00,35.0
2018-01-07 16:14:00,2018-01-07,16:14:00,2018-01-07 17:13:00,59.0
2018-01-07 19:28:00,2018-01-07,19:28:00,2018-01-08 02:24:00,416.0
2018-01-08 03:00:00,2018-01-08,03:00:00,2018-01-08 05:58:00,178.0
2018-01-08 08:03:00,2018-01-08,08:03:00,2018-01-08 08:40:00,37.0
2018-01-08 10:55:00,2018-01-08,10:55:00,2018-01-08 11:30:00,35.0
2018-01-08 12:20:00,2018-01-08,12:20:00,2018-01-08 13:09:00,49.0
2018-01-08 15:45:00,2018-01-08,15:45:00,2018-01-08 21:10:00,325.0
2018-01-08 21:43:00,2018-01-08,21:43:00,2018-01-09 01:54:00,251.0
2018-01-09 02:22:00,2018-01-09,02:22:00,2018-01-09 04:30:00,128.0
2018-01-09 05:05:00,2018-01-09,05:05:00,2018-01-09 06:18:00,73.0
2018-01-09 08:26:00,2018-01-09,08:26:00,2018-01-09 09:24:00,58.0
2018-01-09 12:00:00,2018-01-09,12:00:00,2018-01-09 13:37:00,97.0
2018-01-09 19:58:00,2018-01-09,19:58:00,2018-01-10 01:39:00,341.0
2018-01-10 02:13:00,2018-01-10,02:13:00,2018-01-10 05:26:00,193.0
2018-01-10 11:25:00,2018-01-10,11:25:00,2018-01-10 12:20:00,55.0
2018-01-10 14:50:00,2018-01-10,14:50:00,2018-01-10 15:19:00,29.0
2018-01-10 18:43:00,2018-01-10,18:43:00,2018-01-10 19:36:00,53.0
2018-01-10 20:15:00,2018-01-10,20:15:00,2018-01-11 02:46:00,391.0
2018-01-11 03:14:00,2018-01-11,03:14:00,2018-01-11 04:27:00,73.0
2018-01-11 07:21:00,2018-01-11,07:21:00,2018-01-11 08:29:00,68.0
2018-01-11 11:23:00,2018-01-11,11:23:00,2018-01-11 12:09:00,46.0
2018-01-11 13:30:00,2018-01-11,13:30:00,2018-01-11 16:43:00,193.0
2018-01-11 19:50:00,2018-01-11,19:50:00,2018-01-12 01:49:00,359.0
2018-01-12 02:25:00,2018-01-12,02:25:00,2018-01-12 05:35:00,190.0
2018-01-12 05:50:00,2018-01-12,05:50:00,2018-01-12 06:50:00,60.0
2018-01-12 08:25:00,2018-01-12,08:25:00,2018-01-12 09:12:00,47.0
2018-01-12 11:50:00,2018-01-12,11:50:00,2018-01-12 12:17:00,27.0
2018-01-12 13:30:00,2018-01-12,13:30:00,2018-01-12 13:49:00,19.0
2018-01-12 16:24:00,2018-01-12,16:24:00,2018-01-12 17:09:00,45.0
2018-01-12 19:43:00,2018-01-12,19:43:00,2018-01-13 00:05:00,262.0
2018-01-13 00:30:00,2018-01-13,00:30:00,2018-01-13 03:52:00,202.0
2018-01-13 04:18:00,2018-01-13,04:18:00,2018-01-13 06:26:00,128.0
2018-01-13 10:00:00,2018-01-13,10:00:00,2018-01-13 10:35:00,35.0
2018-01-13 11:55:00,2018-01-13,11:55:00,2018-01-13 12:57:00,62.0
2018-01-13 15:00:00,2018-01-13,15:00:00,2018-01-13 16:48:00,108.0
2018-01-13 19:50:00,2018-01-13,19:50:00,2018-01-14 00:38:00,288.0
2018-01-14 01:05:00,2018-01-14,01:05:00,2018-01-14 04:12:00,187.0
2018-01-14 04:43:00,2018-01-14,04:43:00,2018-01-14 05:53:00,70.0
2018-01-14 08:15:00,2018-01-14,08:15:00,2018-01-14 10:04:00,109.0
2018-01-14 12:53:00,2018-01-14,12:53:00,2018-01-14 13:30:00,37.0
2018-01-14 14:08:00,2018-01-14,14:08:00,2018-01-14 15:00:00,52.0
2018-01-14 19:42:00,2018-01-14,19:42:00,2018-01-15 01:00:00,318.0
2018-01-15 01:22:00,2018-01-15,01:22:00,2018-01-15 03:57:00,155.0
2018-01-15 04:12:00,2018-01-15,04:12:00,2018-01-15 05:15:00,63.0
2018-01-15 05:35:00,2018-01-15,05:35:00,2018-01-15 08:10:00,155.0
2018-01-15 10:52:00,2018-01-15,10:52:00,2018-01-15 12:42:00,110.0
2018-01-15 15:58:00,2018-01-15,15:58:00,2018-01-15 19:25:00,207.0
2018-01-15 20:00:00,2018-01-15,20:00:00,2018-01-16 00:25:00,265.0
2018-01-16 01:02:00,2018-01-16,01:02:00,2018-01-16 04:20:00,198.0
2018-01-16 05:02:00,2018-01-16,05:02:00,2018-01-16 06:17:00,75.0
2018-01-16 09:30:00,2018-01-16,09:30:00,2018-01-16 10:00:00,30.0
2018-01-16 11:30:00,2018-01-16,11:30:00,2018-01-16 12:15:00,45.0
2018-01-16 13:45:00,2018-01-16,13:45:00,2018-01-16 14:29:00,44.0
2018-01-16 16:20:00,2018-01-16,16:20:00,2018-01-16 16:55:00,35.0
2018-01-16 20:07:00,2018-01-16,20:07:00,2018-01-17 02:07:00,360.0
2018-01-17 02:55:00,2018-01-17,02:55:00,2018-01-17 05:56:00,181.0
2018-01-17 09:14:00,2018-01-17,09:14:00,2018-01-17 09:51:00,37.0
2018-01-17 13:51:00,2018-01-17,13:51:00,2018-01-17 16:58:00,187.0
2018-01-17 20:00:00,2018-01-17,20:00:00,2018-01-18 03:57:00,477.0
2018-01-18 04:31:00,2018-01-18,04:31:00,2018-01-18 07:31:00,180.0
2018-01-18 09:53:00,2018-01-18,09:53:00,2018-01-18 10:49:00,56.0
2018-01-18 13:25:00,2018-01-18,13:25:00,2018-01-18 16:37:00,192.0
2018-01-18 20:25:00,2018-01-18,20:25:00,2018-01-19 05:27:00,542.0
2018-01-19 05:55:00,2018-01-19,05:55:00,2018-01-19 07:28:00,93.0
2018-01-19 09:46:00,2018-01-19,09:46:00,2018-01-19 10:30:00,44.0
2018-01-19 13:50:00,2018-01-19,13:50:00,2018-01-19 14:50:00,60.0
