Date and Time,Date,Time,Activity,Duration
2015-01-30 12:45:00,2015-01-30,12:45:00,Sleep,31.0
2015-01-30 13:50:00,2015-01-30,13:50:00,Sleep,146.0
2015-01-30 17:00:00,2015-01-30,17:00:00,Sleep,59.0
2015-01-30 21:06:00,2015-01-30,21:06:00,Sleep,286.0
2015-01-31 02:27:00,2015-01-31,02:27:00,Sleep,159.0
2015-01-31 05:46:00,2015-01-31,05:46:00,Sleep,66.0
2015-01-31 07:03:00,2015-01-31,07:03:00,Sleep,56.0
2015-01-31 13:10:00,2015-01-31,13:10:00,Sleep,80.0
2015-01-31 15:15:00,2015-01-31,15:15:00,Sleep,132.0
2015-01-31 20:50:00,2015-01-31,20:50:00,Sleep,357.0
2015-02-01 03:18:00,2015-02-01,03:18:00,Sleep,164.0
2015-02-01 09:14:00,2015-02-01,09:14:00,Sleep,91.0
2015-02-01 14:30:00,2015-02-01,14:30:00,Sleep,38.0
2015-02-01 16:01:00,2015-02-01,16:01:00,Sleep,185.0
2015-02-01 20:00:00,2015-02-01,20:00:00,Sleep,205.0
2015-02-01 23:51:00,2015-02-01,23:51:00,Sleep,183.0
2015-02-02 03:24:00,2015-02-02,03:24:00,Sleep,144.0
2015-02-02 06:20:00,2015-02-02,06:20:00,Sleep,70.0
2015-02-02 10:50:00,2015-02-02,10:50:00,Sleep,89.0
2015-02-02 15:13:00,2015-02-02,15:13:00,Sleep,163.0
2015-02-02 19:17:00,2015-02-02,19:17:00,Sleep,73.0
2015-02-02 21:50:00,2015-02-02,21:50:00,Sleep,298.0
2015-02-03 03:18:00,2015-02-03,03:18:00,Sleep,163.0
2015-02-03 06:35:00,2015-02-03,06:35:00,Sleep,120.0
2015-02-03 09:30:00,2015-02-03,09:30:00,Sleep,80.0
2015-02-03 12:00:00,2015-02-03,12:00:00,Sleep,60.0
2015-02-03 15:20:00,2015-02-03,15:20:00,Sleep,159.0
2015-02-03 19:40:00,2015-02-03,19:40:00,Sleep,144.0
2015-02-03 22:32:00,2015-02-03,22:32:00,Sleep,177.0
2015-02-04 02:06:00,2015-02-04,02:06:00,Sleep,164.0
2015-02-04 05:24:00,2015-02-04,05:24:00,Sleep,144.0
2015-02-04 08:18:00,2015-02-04,08:18:00,Sleep,47.0
2015-02-04 14:30:00,2015-02-04,14:30:00,Sleep,136.0
2015-02-04 17:30:00,2015-02-04,17:30:00,Sleep,142.0
2015-02-04 20:43:00,2015-02-04,20:43:00,Sleep,237.0
2015-02-05 02:46:00,2015-02-05,02:46:00,Sleep,70.0
2015-02-05 04:41:00,2015-02-05,04:41:00,Sleep,116.0
2015-02-05 07:05:00,2015-02-05,07:05:00,Sleep,101.0
2015-02-05 11:38:00,2015-02-05,11:38:00,Sleep,164.0
2015-02-05 15:00:00,2015-02-05,15:00:00,Sleep,120.0
2015-02-05 20:12:00,2015-02-05,20:12:00,Sleep,260.0
2015-02-06 01:05:00,2015-02-06,01:05:00,Sleep,179.0
2015-02-06 04:46:00,2015-02-06,04:46:00,Sleep,108.0
2015-02-06 08:31:00,2015-02-06,08:31:00,Sleep,127.0
2015-02-06 21:40:00,2015-02-06,21:40:00,Sleep,303.0
2015-02-07 03:15:00,2015-02-07,03:15:00,Sleep,115.0
2015-02-07 05:29:00,2015-02-07,05:29:00,Sleep,130.0
2015-02-07 10:00:00,2015-02-07,10:00:00,Sleep,30.0
2015-02-07 11:35:00,2015-02-07,11:35:00,Sleep,195.0
2015-02-07 20:00:00,2015-02-07,20:00:00,Sleep,30.0
2015-02-07 21:53:00,2015-02-07,21:53:00,Sleep,195.0
2015-02-08 01:35:00,2015-02-08,01:35:00,Sleep,137.0
2015-02-08 04:21:00,2015-02-08,04:21:00,Sleep,154.0
2015-02-08 09:14:00,2015-02-08,09:14:00,Sleep,105.0
2015-02-08 12:00:00,2015-02-08,12:00:00,Sleep,90.0
2015-02-08 14:00:00,2015-02-08,14:00:00,Sleep,150.0
2015-02-08 21:50:00,2015-02-08,21:50:00,Sleep,168.0
2015-02-09 01:20:00,2015-02-09,01:20:00,Sleep,155.0
2015-02-09 05:17:00,2015-02-09,05:17:00,Sleep,129.0
2015-02-09 10:00:00,2015-02-09,10:00:00,Sleep,45.0
2015-02-09 12:15:00,2015-02-09,12:15:00,Sleep,30.0
2015-02-09 16:00:00,2015-02-09,16:00:00,Sleep,139.0
2015-02-09 20:30:00,2015-02-09,20:30:00,Sleep,300.0
2015-02-10 02:31:00,2015-02-10,02:31:00,Sleep,165.0
2015-02-10 05:40:00,2015-02-10,05:40:00,Sleep,125.0
2015-02-10 14:38:00,2015-02-10,14:38:00,Sleep,44.0
2015-02-10 16:00:00,2015-02-10,16:00:00,Sleep,135.0
2015-02-10 19:00:00,2015-02-10,19:00:00,Sleep,50.0
2015-02-10 22:15:00,2015-02-10,22:15:00,Sleep,149.0
2015-02-11 01:21:00,2015-02-11,01:21:00,Sleep,174.0
2015-02-11 04:51:00,2015-02-11,04:51:00,Sleep,63.0
2015-02-11 06:08:00,2015-02-11,06:08:00,Sleep,30.0
2015-02-11 11:26:00,2015-02-11,11:26:00,Sleep,54.0
2015-02-11 12:40:00,2015-02-11,12:40:00,Sleep,109.0
2015-02-11 21:25:00,2015-02-11,21:25:00,Sleep,396.0
2015-02-12 04:31:00,2015-02-12,04:31:00,Sleep,110.0
2015-02-12 06:50:00,2015-02-12,06:50:00,Sleep,100.0
2015-02-12 11:15:00,2015-02-12,11:15:00,Sleep,160.0
2015-02-12 16:10:00,2015-02-12,16:10:00,Sleep,50.0
2015-02-12 17:46:00,2015-02-12,17:46:00,Sleep,44.0
2015-02-12 19:05:00,2015-02-12,19:05:00,Sleep,47.0
2015-02-12 21:15:00,2015-02-12,21:15:00,Sleep,237.0
2015-02-13 01:30:00,2015-02-13,01:30:00,Sleep,159.0
2015-02-13 04:59:00,2015-02-13,04:59:00,Sleep,130.0
2015-02-13 08:25:00,2015-02-13,08:25:00,Sleep,36.0
2015-02-13 11:28:00,2015-02-13,11:28:00,Sleep,157.0
2015-02-13 15:15:00,2015-02-13,15:15:00,Sleep,34.0
2015-02-13 20:35:00,2015-02-13,20:35:00,Sleep,294.0
2015-02-14 02:03:00,2015-02-14,02:03:00,Sleep,210.0
2015-02-14 06:02:00,2015-02-14,06:02:00,Sleep,139.0
2015-02-14 11:35:00,2015-02-14,11:35:00,Sleep,35.0
2015-02-14 12:58:00,2015-02-14,12:58:00,Sleep,65.0
2015-02-14 14:15:00,2015-02-14,14:15:00,Sleep,61.0
2015-02-14 15:45:00,2015-02-14,15:45:00,Sleep,40.0
2015-02-14 16:50:00,2015-02-14,16:50:00,Sleep,77.0
2015-02-14 20:15:00,2015-02-14,20:15:00,Sleep,318.0
2015-02-15 01:57:00,2015-02-15,01:57:00,Sleep,159.0
2015-02-15 05:12:00,2015-02-15,05:12:00,Sleep,52.0
2015-02-15 06:17:00,2015-02-15,06:17:00,Sleep,61.0
2015-02-15 07:30:00,2015-02-15,07:30:00,Sleep,60.0
2015-02-15 12:25:00,2015-02-15,12:25:00,Sleep,29.0
2015-02-15 13:31:00,2015-02-15,13:31:00,Sleep,130.0
2015-02-15 16:16:00,2015-02-15,16:16:00,Sleep,53.0
2015-02-15 20:46:00,2015-02-15,20:46:00,Sleep,224.0
2015-02-16 00:53:00,2015-02-16,00:53:00,Sleep,116.0
2015-02-16 03:14:00,2015-02-16,03:14:00,Sleep,163.0
2015-02-16 06:20:00,2015-02-16,06:20:00,Sleep,43.0
2015-02-16 10:15:00,2015-02-16,10:15:00,Sleep,57.0
2015-02-16 12:45:00,2015-02-16,12:45:00,Sleep,60.0
2015-02-16 14:30:00,2015-02-16,14:30:00,Sleep,89.0
2015-02-16 20:25:00,2015-02-16,20:25:00,Sleep,295.0
2015-02-17 01:50:00,2015-02-17,01:50:00,Sleep,147.0
2015-02-17 05:08:00,2015-02-17,05:08:00,Sleep,107.0
2015-02-17 07:50:00,2015-02-17,07:50:00,Sleep,39.0
2015-02-17 10:00:00,2015-02-17,10:00:00,Sleep,85.0
2015-02-17 12:00:00,2015-02-17,12:00:00,Sleep,135.0
2015-02-17 15:45:00,2015-02-17,15:45:00,Sleep,18.0
2015-02-17 16:10:00,2015-02-17,16:10:00,Sleep,104.0
2015-02-17 20:20:00,2015-02-17,20:20:00,Sleep,39.0
2015-02-17 21:24:00,2015-02-17,21:24:00,Sleep,397.0
2015-02-18 05:30:00,2015-02-18,05:30:00,Sleep,185.0
2015-02-18 09:05:00,2015-02-18,09:05:00,Sleep,70.0
2015-02-18 13:49:00,2015-02-18,13:49:00,Sleep,208.0
2015-02-18 18:58:00,2015-02-18,18:58:00,Sleep,42.0
2015-02-18 22:15:00,2015-02-18,22:15:00,Sleep,273.0
2015-02-19 03:23:00,2015-02-19,03:23:00,Sleep,177.0
2015-02-19 07:25:00,2015-02-19,07:25:00,Sleep,97.0
2015-02-19 13:40:00,2015-02-19,13:40:00,Sleep,151.0
2015-02-19 17:24:00,2015-02-19,17:24:00,Sleep,32.0
2015-02-19 21:15:00,2015-02-19,21:15:00,Sleep,285.0
2015-02-20 02:40:00,2015-02-20,02:40:00,Sleep,37.0
2015-02-20 03:17:00,2015-02-20,03:17:00,Sleep,154.0
2015-02-20 07:31:00,2015-02-20,07:31:00,Sleep,43.0
2015-02-20 08:43:00,2015-02-20,08:43:00,Sleep,9.0
2015-02-20 09:55:00,2015-02-20,09:55:00,Sleep,118.0
2015-02-20 12:15:00,2015-02-20,12:15:00,Sleep,60.0
2015-02-20 21:12:00,2015-02-20,21:12:00,Sleep,251.0
2015-02-21 01:54:00,2015-02-21,01:54:00,Sleep,216.0
2015-02-21 05:59:00,2015-02-21,05:59:00,Sleep,71.0
2015-02-21 09:30:00,2015-02-21,09:30:00,Sleep,144.0
2015-02-21 13:45:00,2015-02-21,13:45:00,Sleep,75.0
2015-02-21 15:15:00,2015-02-21,15:15:00,Sleep,59.0
2015-02-21 20:45:00,2015-02-21,20:45:00,Sleep,257.0
2015-02-22 01:21:00,2015-02-22,01:21:00,Sleep,133.0
2015-02-22 04:03:00,2015-02-22,04:03:00,Sleep,154.0
2015-02-22 11:35:00,2015-02-22,11:35:00,Sleep,144.0
2015-02-22 20:20:00,2015-02-22,20:20:00,Sleep,299.0
2015-02-23 01:46:00,2015-02-23,01:46:00,Sleep,163.0
2015-02-23 04:47:00,2015-02-23,04:47:00,Sleep,139.0
2015-02-23 09:10:00,2015-02-23,09:10:00,Sleep,110.0
2015-02-23 11:35:00,2015-02-23,11:35:00,Sleep,40.0
2015-02-23 13:30:00,2015-02-23,13:30:00,Sleep,93.0
2015-02-23 16:20:00,2015-02-23,16:20:00,Sleep,38.0
2015-02-23 20:45:00,2015-02-23,20:45:00,Sleep,180.0
2015-02-24 00:21:00,2015-02-24,00:21:00,Sleep,172.0
2015-02-24 03:46:00,2015-02-24,03:46:00,Sleep,101.0
2015-02-24 05:50:00,2015-02-24,05:50:00,Sleep,115.0
2015-02-24 12:43:00,2015-02-24,12:43:00,Sleep,38.0
2015-02-24 14:07:00,2015-02-24,14:07:00,Sleep,157.0
2015-02-24 20:15:00,2015-02-24,20:15:00,Sleep,235.0
2015-02-25 00:42:00,2015-02-25,00:42:00,Sleep,272.0
2015-02-25 05:42:00,2015-02-25,05:42:00,Sleep,64.0
2015-02-25 09:25:00,2015-02-25,09:25:00,Sleep,29.0
2015-02-25 17:25:00,2015-02-25,17:25:00,Sleep,46.0
2015-02-25 19:20:00,2015-02-25,19:20:00,Sleep,329.0
2015-02-26 01:15:00,2015-02-26,01:15:00,Sleep,129.0
2015-02-26 03:32:00,2015-02-26,03:32:00,Sleep,93.0
2015-02-26 05:28:00,2015-02-26,05:28:00,Sleep,102.0
2015-02-26 07:29:00,2015-02-26,07:29:00,Sleep,40.0
2015-02-26 11:00:00,2015-02-26,11:00:00,Sleep,142.0
2015-02-26 13:40:00,2015-02-26,13:40:00,Sleep,53.0
2015-02-26 16:00:00,2015-02-26,16:00:00,Sleep,110.0
2015-02-26 21:45:00,2015-02-26,21:45:00,Sleep,228.0
2015-02-27 02:08:00,2015-02-27,02:08:00,Sleep,174.0
2015-02-27 05:22:00,2015-02-27,05:22:00,Sleep,62.0
2015-02-27 10:55:00,2015-02-27,10:55:00,Sleep,33.0
2015-02-27 13:40:00,2015-02-27,13:40:00,Sleep,130.0
2015-02-27 16:30:00,2015-02-27,16:30:00,Sleep,94.0
2015-02-27 22:20:00,2015-02-27,22:20:00,Sleep,393.0
2015-02-28 05:16:00,2015-02-28,05:16:00,Sleep,94.0
2015-02-28 07:00:00,2015-02-28,07:00:00,Sleep,57.0
2015-02-28 10:12:00,2015-02-28,10:12:00,Sleep,38.0
2015-02-28 12:20:00,2015-02-28,12:20:00,Sleep,40.0
2015-02-28 16:09:00,2015-02-28,16:09:00,Sleep,40.0
2015-02-28 21:20:00,2015-02-28,21:20:00,Sleep,342.0
2015-03-01 03:32:00,2015-03-01,03:32:00,Sleep,136.0
2015-03-01 06:07:00,2015-03-01,06:07:00,Sleep,62.0
2015-03-01 09:30:00,2015-03-01,09:30:00,Sleep,60.0
2015-03-01 11:00:00,2015-03-01,11:00:00,Sleep,105.0
2015-03-01 13:20:00,2015-03-01,13:20:00,Sleep,85.0
2015-03-01 15:06:00,2015-03-01,15:06:00,Sleep,101.0
2015-03-01 17:06:00,2015-03-01,17:06:00,Sleep,42.0
2015-03-01 21:42:00,2015-03-01,21:42:00,Sleep,446.0
2015-03-02 06:00:00,2015-03-02,06:00:00,Sleep,123.0
2015-03-02 11:38:00,2015-03-02,11:38:00,Sleep,156.0
2015-03-02 15:41:00,2015-03-02,15:41:00,Sleep,58.0
2015-03-02 20:02:00,2015-03-02,20:02:00,Sleep,384.0
2015-03-03 03:01:00,2015-03-03,03:01:00,Sleep,163.0
2015-03-03 06:11:00,2015-03-03,06:11:00,Sleep,63.0
2015-03-03 12:29:00,2015-03-03,12:29:00,Sleep,48.0
2015-03-03 14:52:00,2015-03-03,14:52:00,Sleep,19.0
2015-03-03 18:35:00,2015-03-03,18:35:00,Sleep,35.0
2015-03-03 21:30:00,2015-03-03,21:30:00,Sleep,327.0
2015-03-04 03:23:00,2015-03-04,03:23:00,Sleep,167.0
2015-03-04 06:39:00,2015-03-04,06:39:00,Sleep,55.0
2015-03-04 09:20:00,2015-03-04,09:20:00,Sleep,45.0
2015-03-04 11:15:00,2015-03-04,11:15:00,Sleep,88.0
2015-03-04 13:20:00,2015-03-04,13:20:00,Sleep,74.0
2015-03-04 15:32:00,2015-03-04,15:32:00,Sleep,164.0
2015-03-04 22:33:00,2015-03-04,22:33:00,Sleep,291.0
2015-03-05 03:55:00,2015-03-05,03:55:00,Sleep,64.0
2015-03-05 05:09:00,2015-03-05,05:09:00,Sleep,63.0
2015-03-05 11:00:00,2015-03-05,11:00:00,Sleep,89.0
2015-03-05 14:30:00,2015-03-05,14:30:00,Sleep,60.0
2015-03-05 21:50:00,2015-03-05,21:50:00,Sleep,254.0
2015-03-06 02:35:00,2015-03-06,02:35:00,Sleep,188.0
2015-03-06 06:16:00,2015-03-06,06:16:00,Sleep,123.0
2015-03-06 08:50:00,2015-03-06,08:50:00,Sleep,60.0
2015-03-06 14:00:00,2015-03-06,14:00:00,Sleep,35.0
2015-03-06 16:12:00,2015-03-06,16:12:00,Sleep,29.0
2015-03-06 20:57:00,2015-03-06,20:57:00,Sleep,12.0
2015-03-06 21:16:00,2015-03-06,21:16:00,Sleep,423.0
2015-03-07 04:45:00,2015-03-07,04:45:00,Sleep,154.0
2015-03-07 08:45:00,2015-03-07,08:45:00,Sleep,53.0
2015-03-07 11:10:00,2015-03-07,11:10:00,Sleep,49.0
2015-03-07 13:00:00,2015-03-07,13:00:00,Sleep,240.0
2015-03-07 17:45:00,2015-03-07,17:45:00,Sleep,154.0
2015-03-07 21:00:00,2015-03-07,21:00:00,Sleep,55.0
2015-03-07 23:59:00,2015-03-07,23:59:00,Sleep,225.0
2015-03-08 04:11:00,2015-03-08,04:11:00,Sleep,158.0
2015-03-08 08:15:00,2015-03-08,08:15:00,Sleep,47.0
2015-03-08 12:55:00,2015-03-08,12:55:00,Sleep,35.0
2015-03-08 21:27:00,2015-03-08,21:27:00,Sleep,392.0
2015-03-09 04:30:00,2015-03-09,04:30:00,Sleep,200.0
2015-03-09 10:50:00,2015-03-09,10:50:00,Sleep,23.0
2015-03-09 14:06:00,2015-03-09,14:06:00,Sleep,169.0
2015-03-09 20:10:00,2015-03-09,20:10:00,Sleep,319.0
2015-03-10 01:56:00,2015-03-10,01:56:00,Sleep,211.0
2015-03-10 05:54:00,2015-03-10,05:54:00,Sleep,133.0
2015-03-10 09:57:00,2015-03-10,09:57:00,Sleep,48.0
2015-03-10 12:09:00,2015-03-10,12:09:00,Sleep,40.0
2015-03-10 13:52:00,2015-03-10,13:52:00,Sleep,151.0
2015-03-10 21:32:00,2015-03-10,21:32:00,Sleep,175.0
2015-03-11 01:50:00,2015-03-11,01:50:00,Sleep,193.0
2015-03-11 05:23:00,2015-03-11,05:23:00,Sleep,124.0
2015-03-11 11:24:00,2015-03-11,11:24:00,Sleep,55.0
2015-03-11 22:20:00,2015-03-11,22:20:00,Sleep,337.0
2015-03-12 04:38:00,2015-03-12,04:38:00,Sleep,146.0
2015-03-12 09:18:00,2015-03-12,09:18:00,Sleep,27.0
2015-03-12 10:49:00,2015-03-12,10:49:00,Sleep,70.0
2015-03-12 12:52:00,2015-03-12,12:52:00,Sleep,156.0
2015-03-12 21:10:00,2015-03-12,21:10:00,Sleep,502.0
2015-03-13 06:02:00,2015-03-13,06:02:00,Sleep,136.0
2015-03-13 15:25:00,2015-03-13,15:25:00,Sleep,171.0
2015-03-13 22:00:00,2015-03-13,22:00:00,Sleep,280.0
2015-03-14 03:08:00,2015-03-14,03:08:00,Sleep,231.0
2015-03-14 08:17:00,2015-03-14,08:17:00,Sleep,42.0
2015-03-14 12:41:00,2015-03-14,12:41:00,Sleep,48.0
2015-03-14 19:00:00,2015-03-14,19:00:00,Sleep,479.0
2015-03-15 03:30:00,2015-03-15,03:30:00,Sleep,152.0
2015-03-15 06:34:00,2015-03-15,06:34:00,Sleep,69.0
2015-03-15 08:30:00,2015-03-15,08:30:00,Sleep,44.0
2015-03-15 11:00:00,2015-03-15,11:00:00,Sleep,60.0
2015-03-15 13:22:00,2015-03-15,13:22:00,Sleep,54.0
2015-03-15 19:10:00,2015-03-15,19:10:00,Sleep,210.0
2015-03-15 23:15:00,2015-03-15,23:15:00,Sleep,205.0
2015-03-16 03:24:00,2015-03-16,03:24:00,Sleep,219.0
2015-03-16 09:20:00,2015-03-16,09:20:00,Sleep,39.0
2015-03-16 14:44:00,2015-03-16,14:44:00,Sleep,66.0
2015-03-16 18:15:00,2015-03-16,18:15:00,Sleep,150.0
2015-03-16 21:15:00,2015-03-16,21:15:00,Sleep,344.0
2015-03-17 03:25:00,2015-03-17,03:25:00,Sleep,155.0
2015-03-17 06:40:00,2015-03-17,06:40:00,Sleep,50.0
2015-03-17 09:57:00,2015-03-17,09:57:00,Sleep,28.0
2015-03-17 12:20:00,2015-03-17,12:20:00,Sleep,24.0
2015-03-17 13:55:00,2015-03-17,13:55:00,Sleep,23.0
2015-03-17 19:15:00,2015-03-17,19:15:00,Sleep,505.0
2015-03-18 04:13:00,2015-03-18,04:13:00,Sleep,188.0
2015-03-18 11:40:00,2015-03-18,11:40:00,Sleep,60.0
2015-03-18 15:30:00,2015-03-18,15:30:00,Sleep,90.0
2015-03-18 19:30:00,2015-03-18,19:30:00,Sleep,30.0
2015-03-18 22:00:00,2015-03-18,22:00:00,Sleep,276.0
2015-03-19 03:10:00,2015-03-19,03:10:00,Sleep,150.0
2015-03-19 06:18:00,2015-03-19,06:18:00,Sleep,61.0
2015-03-19 21:45:00,2015-03-19,21:45:00,Sleep,364.0
2015-03-20 04:24:00,2015-03-20,04:24:00,Sleep,187.0
2015-03-20 15:07:00,2015-03-20,15:07:00,Sleep,172.0
2015-03-20 19:30:00,2015-03-20,19:30:00,Sleep,201.0
2015-03-20 23:30:00,2015-03-20,23:30:00,Sleep,226.0
2015-03-21 03:48:00,2015-03-21,03:48:00,Sleep,111.0
2015-03-21 06:24:00,2015-03-21,06:24:00,Sleep,165.0
2015-03-21 11:00:00,2015-03-21,11:00:00,Sleep,35.0
2015-03-21 13:35:00,2015-03-21,13:35:00,Sleep,133.0
2015-03-21 15:50:00,2015-03-21,15:50:00,Sleep,55.0
2015-03-21 20:52:00,2015-03-21,20:52:00,Sleep,366.0
2015-03-22 03:29:00,2015-03-22,03:29:00,Sleep,196.0
2015-03-22 10:10:00,2015-03-22,10:10:00,Sleep,50.0
2015-03-22 12:00:00,2015-03-22,12:00:00,Sleep,45.0
2015-03-22 21:18:00,2015-03-22,21:18:00,Sleep,384.0
2015-03-23 04:06:00,2015-03-23,04:06:00,Sleep,157.0
2015-03-23 07:17:00,2015-03-23,07:17:00,Sleep,112.0
2015-03-23 11:25:00,2015-03-23,11:25:00,Sleep,68.0
2015-03-23 13:52:00,2015-03-23,13:52:00,Sleep,30.0
2015-03-23 14:40:00,2015-03-23,14:40:00,Sleep,105.0
2015-03-23 17:00:00,2015-03-23,17:00:00,Sleep,46.0
2015-03-23 21:49:00,2015-03-23,21:49:00,Sleep,430.0
2015-03-24 05:27:00,2015-03-24,05:27:00,Sleep,129.0
2015-03-24 21:03:00,2015-03-24,21:03:00,Sleep,438.0
