,Date,Time,Finish,Duration
2015-01-29 07:56:00,2015-01-29,07:56:00,2015-01-29 09:20:00,84.0
2015-01-29 11:40:00,2015-01-29,11:40:00,2015-01-29 13:30:00,110.0
2015-01-29 14:10:00,2015-01-29,14:10:00,2015-01-29 16:34:00,144.0
2015-01-29 20:38:00,2015-01-29,20:38:00,2015-01-30 02:09:00,331.0
2015-01-30 02:39:00,2015-01-30,02:39:00,2015-01-30 06:00:00,201.0
2015-01-30 07:10:00,2015-01-30,07:10:00,2015-01-30 09:07:00,117.0
2015-01-30 11:13:00,2015-01-30,11:13:00,2015-01-30 12:19:00,66.0
2015-01-30 12:45:00,2015-01-30,12:45:00,2015-01-30 13:16:00,31.0
2015-01-30 13:50:00,2015-01-30,13:50:00,2015-01-30 16:16:00,146.0
2015-01-30 17:00:00,2015-01-30,17:00:00,2015-01-30 17:59:00,59.0
2015-01-30 21:06:00,2015-01-30,21:06:00,2015-01-31 01:52:00,286.0
2015-01-31 02:27:00,2015-01-31,02:27:00,2015-01-31 05:06:00,159.0
2015-01-31 05:46:00,2015-01-31,05:46:00,2015-01-31 06:52:00,66.0
2015-01-31 07:03:00,2015-01-31,07:03:00,2015-01-31 07:59:00,56.0
2015-01-31 13:10:00,2015-01-31,13:10:00,2015-01-31 14:30:00,80.0
2015-01-31 15:15:00,2015-01-31,15:15:00,2015-01-31 17:27:00,132.0
2015-01-31 20:50:00,2015-01-31,20:50:00,2015-02-01 02:47:00,357.0
2015-02-01 03:18:00,2015-02-01,03:18:00,2015-02-01 06:02:00,164.0
2015-02-01 09:14:00,2015-02-01,09:14:00,2015-02-01 10:45:00,91.0
2015-02-01 14:30:00,2015-02-01,14:30:00,2015-02-01 15:08:00,38.0
2015-02-01 16:01:00,2015-02-01,16:01:00,2015-02-01 19:06:00,185.0
2015-02-01 20:00:00,2015-02-01,20:00:00,2015-02-01 23:25:00,205.0
2015-02-01 23:51:00,2015-02-01,23:51:00,2015-02-02 02:54:00,183.0
2015-02-02 03:24:00,2015-02-02,03:24:00,2015-02-02 05:48:00,144.0
2015-02-02 06:20:00,2015-02-02,06:20:00,2015-02-02 07:30:00,70.0
2015-02-02 10:50:00,2015-02-02,10:50:00,2015-02-02 12:19:00,89.0
2015-02-02 15:13:00,2015-02-02,15:13:00,2015-02-02 17:56:00,163.0
2015-02-02 19:17:00,2015-02-02,19:17:00,2015-02-02 20:30:00,73.0
2015-02-02 21:50:00,2015-02-02,21:50:00,2015-02-03 02:48:00,298.0
2015-02-03 03:18:00,2015-02-03,03:18:00,2015-02-03 06:01:00,163.0
2015-02-03 06:35:00,2015-02-03,06:35:00,2015-02-03 08:35:00,120.0
2015-02-03 09:30:00,2015-02-03,09:30:00,2015-02-03 10:50:00,80.0
2015-02-03 12:00:00,2015-02-03,12:00:00,2015-02-03 13:00:00,60.0
2015-02-03 15:20:00,2015-02-03,15:20:00,2015-02-03 17:59:00,159.0
2015-02-03 19:40:00,2015-02-03,19:40:00,2015-02-03 22:04:00,144.0
2015-02-03 22:32:00,2015-02-03,22:32:00,2015-02-04 01:29:00,177.0
2015-02-04 02:06:00,2015-02-04,02:06:00,2015-02-04 04:50:00,164.0
2015-02-04 05:24:00,2015-02-04,05:24:00,2015-02-04 07:48:00,144.0
2015-02-04 08:18:00,2015-02-04,08:18:00,2015-02-04 09:05:00,47.0
2015-02-04 14:30:00,2015-02-04,14:30:00,2015-02-04 16:46:00,136.0
2015-02-04 17:30:00,2015-02-04,17:30:00,2015-02-04 19:52:00,142.0
2015-02-04 20:43:00,2015-02-04,20:43:00,2015-02-05 00:40:00,237.0
2015-02-05 02:46:00,2015-02-05,02:46:00,2015-02-05 03:56:00,70.0
2015-02-05 04:41:00,2015-02-05,04:41:00,2015-02-05 06:37:00,116.0
2015-02-05 07:05:00,2015-02-05,07:05:00,2015-02-05 08:46:00,101.0
2015-02-05 11:38:00,2015-02-05,11:38:00,2015-02-05 14:22:00,164.0
2015-02-05 15:00:00,2015-02-05,15:00:00,2015-02-05 17:00:00,120.0
2015-02-05 20:12:00,2015-02-05,20:12:00,2015-02-06 00:32:00,260.0
2015-02-06 01:05:00,2015-02-06,01:05:00,2015-02-06 04:04:00,179.0
2015-02-06 04:46:00,2015-02-06,04:46:00,2015-02-06 06:34:00,108.0
2015-02-06 08:31:00,2015-02-06,08:31:00,2015-02-06 10:38:00,127.0
2015-02-06 21:40:00,2015-02-06,21:40:00,2015-02-07 02:43:00,303.0
2015-02-07 03:15:00,2015-02-07,03:15:00,2015-02-07 05:10:00,115.0
2015-02-07 05:29:00,2015-02-07,05:29:00,2015-02-07 07:39:00,130.0
2015-02-07 10:00:00,2015-02-07,10:00:00,2015-02-07 10:30:00,30.0
2015-02-07 11:35:00,2015-02-07,11:35:00,2015-02-07 14:50:00,195.0
2015-02-07 20:00:00,2015-02-07,20:00:00,2015-02-07 20:30:00,30.0
2015-02-07 21:53:00,2015-02-07,21:53:00,2015-02-08 01:08:00,195.0
2015-02-08 01:35:00,2015-02-08,01:35:00,2015-02-08 03:52:00,137.0
2015-02-08 04:21:00,2015-02-08,04:21:00,2015-02-08 06:55:00,154.0
2015-02-08 09:14:00,2015-02-08,09:14:00,2015-02-08 10:59:00,105.0
2015-02-08 12:00:00,2015-02-08,12:00:00,2015-02-08 13:30:00,90.0
2015-02-08 14:00:00,2015-02-08,14:00:00,2015-02-08 16:30:00,150.0
2015-02-08 21:50:00,2015-02-08,21:50:00,2015-02-09 00:38:00,168.0
2015-02-09 01:20:00,2015-02-09,01:20:00,2015-02-09 03:55:00,155.0
2015-02-09 05:17:00,2015-02-09,05:17:00,2015-02-09 07:26:00,129.0
2015-02-09 10:00:00,2015-02-09,10:00:00,2015-02-09 10:45:00,45.0
2015-02-09 12:15:00,2015-02-09,12:15:00,2015-02-09 12:45:00,30.0
2015-02-09 16:00:00,2015-02-09,16:00:00,2015-02-09 18:19:00,139.0
2015-02-09 20:30:00,2015-02-09,20:30:00,2015-02-10 01:30:00,300.0
2015-02-10 02:31:00,2015-02-10,02:31:00,2015-02-10 05:16:00,165.0
2015-02-10 05:40:00,2015-02-10,05:40:00,2015-02-10 07:45:00,125.0
2015-02-10 14:38:00,2015-02-10,14:38:00,2015-02-10 15:22:00,44.0
2015-02-10 16:00:00,2015-02-10,16:00:00,2015-02-10 18:15:00,135.0
2015-02-10 19:00:00,2015-02-10,19:00:00,2015-02-10 19:50:00,50.0
2015-02-10 22:15:00,2015-02-10,22:15:00,2015-02-11 00:44:00,149.0
2015-02-11 01:21:00,2015-02-11,01:21:00,2015-02-11 04:15:00,174.0
2015-02-11 04:51:00,2015-02-11,04:51:00,2015-02-11 05:54:00,63.0
2015-02-11 06:08:00,2015-02-11,06:08:00,2015-02-11 06:38:00,30.0
2015-02-11 11:26:00,2015-02-11,11:26:00,2015-02-11 12:20:00,54.0
2015-02-11 12:40:00,2015-02-11,12:40:00,2015-02-11 14:29:00,109.0
2015-02-11 21:25:00,2015-02-11,21:25:00,2015-02-12 04:01:00,396.0
2015-02-12 04:31:00,2015-02-12,04:31:00,2015-02-12 06:21:00,110.0
2015-02-12 06:50:00,2015-02-12,06:50:00,2015-02-12 08:30:00,100.0
2015-02-12 11:15:00,2015-02-12,11:15:00,2015-02-12 13:55:00,160.0
2015-02-12 16:10:00,2015-02-12,16:10:00,2015-02-12 17:00:00,50.0
2015-02-12 17:46:00,2015-02-12,17:46:00,2015-02-12 18:30:00,44.0
2015-02-12 19:05:00,2015-02-12,19:05:00,2015-02-12 19:52:00,47.0
2015-02-12 21:15:00,2015-02-12,21:15:00,2015-02-13 01:12:00,237.0
2015-02-13 01:30:00,2015-02-13,01:30:00,2015-02-13 04:09:00,159.0
2015-02-13 04:59:00,2015-02-13,04:59:00,2015-02-13 07:09:00,130.0
2015-02-13 08:25:00,2015-02-13,08:25:00,2015-02-13 09:01:00,36.0
2015-02-13 11:28:00,2015-02-13,11:28:00,2015-02-13 14:05:00,157.0
2015-02-13 15:15:00,2015-02-13,15:15:00,2015-02-13 15:49:00,34.0
2015-02-13 20:35:00,2015-02-13,20:35:00,2015-02-14 01:29:00,294.0
2015-02-14 02:03:00,2015-02-14,02:03:00,2015-02-14 05:33:00,210.0
2015-02-14 06:02:00,2015-02-14,06:02:00,2015-02-14 08:21:00,139.0
2015-02-14 11:35:00,2015-02-14,11:35:00,2015-02-14 12:10:00,35.0
2015-02-14 12:58:00,2015-02-14,12:58:00,2015-02-14 14:03:00,65.0
2015-02-14 14:15:00,2015-02-14,14:15:00,2015-02-14 15:16:00,61.0
2015-02-14 15:45:00,2015-02-14,15:45:00,2015-02-14 16:25:00,40.0
2015-02-14 16:50:00,2015-02-14,16:50:00,2015-02-14 18:07:00,77.0
2015-02-14 20:15:00,2015-02-14,20:15:00,2015-02-15 01:33:00,318.0
2015-02-15 01:57:00,2015-02-15,01:57:00,2015-02-15 04:36:00,159.0
2015-02-15 05:12:00,2015-02-15,05:12:00,2015-02-15 06:04:00,52.0
2015-02-15 06:17:00,2015-02-15,06:17:00,2015-02-15 07:18:00,61.0
2015-02-15 07:30:00,2015-02-15,07:30:00,2015-02-15 08:30:00,60.0
2015-02-15 12:25:00,2015-02-15,12:25:00,2015-02-15 12:54:00,29.0
2015-02-15 13:31:00,2015-02-15,13:31:00,2015-02-15 15:41:00,130.0
2015-02-15 16:16:00,2015-02-15,16:16:00,2015-02-15 17:09:00,53.0
2015-02-15 20:46:00,2015-02-15,20:46:00,2015-02-16 00:30:00,224.0
2015-02-16 00:53:00,2015-02-16,00:53:00,2015-02-16 02:49:00,116.0
2015-02-16 03:14:00,2015-02-16,03:14:00,2015-02-16 05:57:00,163.0
2015-02-16 06:20:00,2015-02-16,06:20:00,2015-02-16 07:03:00,43.0
2015-02-16 10:15:00,2015-02-16,10:15:00,2015-02-16 11:12:00,57.0
2015-02-16 12:45:00,2015-02-16,12:45:00,2015-02-16 13:45:00,60.0
2015-02-16 14:30:00,2015-02-16,14:30:00,2015-02-16 15:59:00,89.0
2015-02-16 20:25:00,2015-02-16,20:25:00,2015-02-17 01:20:00,295.0
2015-02-17 01:50:00,2015-02-17,01:50:00,2015-02-17 04:17:00,147.0
2015-02-17 05:08:00,2015-02-17,05:08:00,2015-02-17 06:55:00,107.0
2015-02-17 07:50:00,2015-02-17,07:50:00,2015-02-17 08:29:00,39.0
2015-02-17 10:00:00,2015-02-17,10:00:00,2015-02-17 11:25:00,85.0
2015-02-17 12:00:00,2015-02-17,12:00:00,2015-02-17 14:15:00,135.0
2015-02-17 15:45:00,2015-02-17,15:45:00,2015-02-17 16:03:00,18.0
2015-02-17 16:10:00,2015-02-17,16:10:00,2015-02-17 17:54:00,104.0
2015-02-17 20:20:00,2015-02-17,20:20:00,2015-02-17 20:59:00,39.0
2015-02-17 21:24:00,2015-02-17,21:24:00,2015-02-18 04:01:00,397.0
2015-02-18 05:30:00,2015-02-18,05:30:00,2015-02-18 08:35:00,185.0
2015-02-18 09:05:00,2015-02-18,09:05:00,2015-02-18 10:15:00,70.0
2015-02-18 13:49:00,2015-02-18,13:49:00,2015-02-18 17:17:00,208.0
2015-02-18 18:58:00,2015-02-18,18:58:00,2015-02-18 19:40:00,42.0
2015-02-18 22:15:00,2015-02-18,22:15:00,2015-02-19 02:48:00,273.0
2015-02-19 03:23:00,2015-02-19,03:23:00,2015-02-19 06:20:00,177.0
2015-02-19 07:25:00,2015-02-19,07:25:00,2015-02-19 09:02:00,97.0
2015-02-19 13:40:00,2015-02-19,13:40:00,2015-02-19 16:11:00,151.0
2015-02-19 17:24:00,2015-02-19,17:24:00,2015-02-19 17:56:00,32.0
2015-02-19 21:15:00,2015-02-19,21:15:00,2015-02-20 02:00:00,285.0
2015-02-20 02:40:00,2015-02-20,02:40:00,2015-02-20 03:17:00,37.0
2015-02-20 03:20:00,2015-02-20,03:20:00,2015-02-20 05:51:00,151.0
2015-02-20 07:31:00,2015-02-20,07:31:00,2015-02-20 08:14:00,43.0
2015-02-20 08:43:00,2015-02-20,08:43:00,2015-02-20 08:52:00,9.0
2015-02-20 09:55:00,2015-02-20,09:55:00,2015-02-20 11:53:00,118.0
2015-02-20 12:15:00,2015-02-20,12:15:00,2015-02-20 13:15:00,60.0
2015-02-20 21:12:00,2015-02-20,21:12:00,2015-02-21 01:23:00,251.0
2015-02-21 01:54:00,2015-02-21,01:54:00,2015-02-21 05:30:00,216.0
2015-02-21 05:59:00,2015-02-21,05:59:00,2015-02-21 07:10:00,71.0
2015-02-21 09:30:00,2015-02-21,09:30:00,2015-02-21 11:54:00,144.0
2015-02-21 13:45:00,2015-02-21,13:45:00,2015-02-21 15:00:00,75.0
2015-02-21 15:15:00,2015-02-21,15:15:00,2015-02-21 16:14:00,59.0
2015-02-21 20:45:00,2015-02-21,20:45:00,2015-02-22 01:02:00,257.0
2015-02-22 01:21:00,2015-02-22,01:21:00,2015-02-22 03:34:00,133.0
2015-02-22 04:03:00,2015-02-22,04:03:00,2015-02-22 06:37:00,154.0
2015-02-22 11:35:00,2015-02-22,11:35:00,2015-02-22 13:59:00,144.0
2015-02-22 20:20:00,2015-02-22,20:20:00,2015-02-23 01:19:00,299.0
2015-02-23 01:46:00,2015-02-23,01:46:00,2015-02-23 04:29:00,163.0
2015-02-23 04:47:00,2015-02-23,04:47:00,2015-02-23 07:06:00,139.0
2015-02-23 09:10:00,2015-02-23,09:10:00,2015-02-23 11:00:00,110.0
2015-02-23 11:35:00,2015-02-23,11:35:00,2015-02-23 12:15:00,40.0
2015-02-23 13:30:00,2015-02-23,13:30:00,2015-02-23 15:03:00,93.0
2015-02-23 16:20:00,2015-02-23,16:20:00,2015-02-23 16:58:00,38.0
2015-02-23 20:45:00,2015-02-23,20:45:00,2015-02-23 23:45:00,180.0
2015-02-24 00:21:00,2015-02-24,00:21:00,2015-02-24 03:13:00,172.0
2015-02-24 03:46:00,2015-02-24,03:46:00,2015-02-24 05:27:00,101.0
2015-02-24 05:50:00,2015-02-24,05:50:00,2015-02-24 07:45:00,115.0
2015-02-24 12:43:00,2015-02-24,12:43:00,2015-02-24 13:21:00,38.0
2015-02-24 14:07:00,2015-02-24,14:07:00,2015-02-24 16:44:00,157.0
2015-02-24 20:15:00,2015-02-24,20:15:00,2015-02-25 00:10:00,235.0
2015-02-25 00:42:00,2015-02-25,00:42:00,2015-02-25 05:14:00,272.0
2015-02-25 05:42:00,2015-02-25,05:42:00,2015-02-25 06:46:00,64.0
2015-02-25 09:25:00,2015-02-25,09:25:00,2015-02-25 09:54:00,29.0
2015-02-25 17:25:00,2015-02-25,17:25:00,2015-02-25 18:11:00,46.0
2015-02-25 19:20:00,2015-02-25,19:20:00,2015-02-26 00:49:00,329.0
2015-02-26 01:15:00,2015-02-26,01:15:00,2015-02-26 03:24:00,129.0
2015-02-26 03:32:00,2015-02-26,03:32:00,2015-02-26 05:05:00,93.0
2015-02-26 05:28:00,2015-02-26,05:28:00,2015-02-26 07:10:00,102.0
2015-02-26 07:29:00,2015-02-26,07:29:00,2015-02-26 08:09:00,40.0
2015-02-26 11:00:00,2015-02-26,11:00:00,2015-02-26 13:22:00,142.0
2015-02-26 13:40:00,2015-02-26,13:40:00,2015-02-26 14:33:00,53.0
2015-02-26 16:00:00,2015-02-26,16:00:00,2015-02-26 17:50:00,110.0
2015-02-26 21:45:00,2015-02-26,21:45:00,2015-02-27 01:33:00,228.0
2015-02-27 02:08:00,2015-02-27,02:08:00,2015-02-27 05:02:00,174.0
2015-02-27 05:22:00,2015-02-27,05:22:00,2015-02-27 06:24:00,62.0
2015-02-27 10:55:00,2015-02-27,10:55:00,2015-02-27 11:28:00,33.0
2015-02-27 13:40:00,2015-02-27,13:40:00,2015-02-27 15:50:00,130.0
2015-02-27 16:30:00,2015-02-27,16:30:00,2015-02-27 18:04:00,94.0
2015-02-27 22:20:00,2015-02-27,22:20:00,2015-02-28 04:53:00,393.0
2015-02-28 05:16:00,2015-02-28,05:16:00,2015-02-28 06:50:00,94.0
2015-02-28 07:00:00,2015-02-28,07:00:00,2015-02-28 07:57:00,57.0
2015-02-28 10:12:00,2015-02-28,10:12:00,2015-02-28 10:50:00,38.0
2015-02-28 12:20:00,2015-02-28,12:20:00,2015-02-28 13:00:00,40.0
2015-02-28 16:09:00,2015-02-28,16:09:00,2015-02-28 16:49:00,40.0
2015-02-28 21:20:00,2015-02-28,21:20:00,2015-03-01 03:02:00,342.0
2015-03-01 03:32:00,2015-03-01,03:32:00,2015-03-01 05:48:00,136.0
2015-03-01 06:07:00,2015-03-01,06:07:00,2015-03-01 07:09:00,62.0
2015-03-01 09:30:00,2015-03-01,09:30:00,2015-03-01 10:30:00,60.0
2015-03-01 11:00:00,2015-03-01,11:00:00,2015-03-01 12:45:00,105.0
2015-03-01 13:20:00,2015-03-01,13:20:00,2015-03-01 14:45:00,85.0
2015-03-01 15:06:00,2015-03-01,15:06:00,2015-03-01 16:47:00,101.0
2015-03-01 17:06:00,2015-03-01,17:06:00,2015-03-01 17:48:00,42.0
2015-03-01 21:42:00,2015-03-01,21:42:00,2015-03-02 05:08:00,446.0
2015-03-02 06:00:00,2015-03-02,06:00:00,2015-03-02 08:03:00,123.0
2015-03-02 11:38:00,2015-03-02,11:38:00,2015-03-02 14:14:00,156.0
2015-03-02 15:41:00,2015-03-02,15:41:00,2015-03-02 16:39:00,58.0
2015-03-02 20:02:00,2015-03-02,20:02:00,2015-03-03 02:26:00,384.0
2015-03-03 03:01:00,2015-03-03,03:01:00,2015-03-03 05:44:00,163.0
2015-03-03 06:11:00,2015-03-03,06:11:00,2015-03-03 07:14:00,63.0
2015-03-03 12:29:00,2015-03-03,12:29:00,2015-03-03 13:17:00,48.0
2015-03-03 14:52:00,2015-03-03,14:52:00,2015-03-03 15:11:00,19.0
2015-03-03 18:35:00,2015-03-03,18:35:00,2015-03-03 19:10:00,35.0
2015-03-03 21:30:00,2015-03-03,21:30:00,2015-03-04 02:57:00,327.0
2015-03-04 03:23:00,2015-03-04,03:23:00,2015-03-04 06:10:00,167.0
2015-03-04 06:39:00,2015-03-04,06:39:00,2015-03-04 07:34:00,55.0
2015-03-04 09:20:00,2015-03-04,09:20:00,2015-03-04 10:05:00,45.0
2015-03-04 11:15:00,2015-03-04,11:15:00,2015-03-04 12:43:00,88.0
2015-03-04 13:20:00,2015-03-04,13:20:00,2015-03-04 14:34:00,74.0
2015-03-04 15:32:00,2015-03-04,15:32:00,2015-03-04 18:16:00,164.0
2015-03-04 22:33:00,2015-03-04,22:33:00,2015-03-05 03:24:00,291.0
2015-03-05 03:55:00,2015-03-05,03:55:00,2015-03-05 04:59:00,64.0
2015-03-05 05:09:00,2015-03-05,05:09:00,2015-03-05 06:12:00,63.0
2015-03-05 11:00:00,2015-03-05,11:00:00,2015-03-05 12:29:00,89.0
2015-03-05 14:30:00,2015-03-05,14:30:00,2015-03-05 15:30:00,60.0
2015-03-05 21:50:00,2015-03-05,21:50:00,2015-03-06 02:04:00,254.0
2015-03-06 02:35:00,2015-03-06,02:35:00,2015-03-06 05:43:00,188.0
2015-03-06 06:16:00,2015-03-06,06:16:00,2015-03-06 08:19:00,123.0
2015-03-06 08:50:00,2015-03-06,08:50:00,2015-03-06 09:50:00,60.0
2015-03-06 14:00:00,2015-03-06,14:00:00,2015-03-06 14:35:00,35.0
2015-03-06 16:12:00,2015-03-06,16:12:00,2015-03-06 16:41:00,29.0
2015-03-06 20:57:00,2015-03-06,20:57:00,2015-03-06 21:09:00,12.0
2015-03-06 21:16:00,2015-03-06,21:16:00,2015-03-07 04:19:00,423.0
2015-03-07 04:45:00,2015-03-07,04:45:00,2015-03-07 07:19:00,154.0
2015-03-07 08:45:00,2015-03-07,08:45:00,2015-03-07 09:38:00,53.0
2015-03-07 11:10:00,2015-03-07,11:10:00,2015-03-07 11:59:00,49.0
2015-03-07 13:00:00,2015-03-07,13:00:00,2015-03-07 17:00:00,240.0
2015-03-07 17:45:00,2015-03-07,17:45:00,2015-03-07 20:19:00,154.0
2015-03-07 21:00:00,2015-03-07,21:00:00,2015-03-07 21:55:00,55.0
2015-03-07 23:59:00,2015-03-07,23:59:00,2015-03-08 03:44:00,225.0
2015-03-08 04:11:00,2015-03-08,04:11:00,2015-03-08 06:49:00,158.0
2015-03-08 08:15:00,2015-03-08,08:15:00,2015-03-08 09:02:00,47.0
2015-03-08 12:55:00,2015-03-08,12:55:00,2015-03-08 13:30:00,35.0
2015-03-08 21:27:00,2015-03-08,21:27:00,2015-03-09 03:59:00,392.0
2015-03-09 04:30:00,2015-03-09,04:30:00,2015-03-09 07:50:00,200.0
2015-03-09 10:50:00,2015-03-09,10:50:00,2015-03-09 11:13:00,23.0
2015-03-09 14:06:00,2015-03-09,14:06:00,2015-03-09 16:55:00,169.0
2015-03-09 20:10:00,2015-03-09,20:10:00,2015-03-10 01:29:00,319.0
2015-03-10 01:56:00,2015-03-10,01:56:00,2015-03-10 05:27:00,211.0
2015-03-10 05:54:00,2015-03-10,05:54:00,2015-03-10 08:07:00,133.0
2015-03-10 09:57:00,2015-03-10,09:57:00,2015-03-10 10:45:00,48.0
2015-03-10 12:09:00,2015-03-10,12:09:00,2015-03-10 12:49:00,40.0
2015-03-10 13:52:00,2015-03-10,13:52:00,2015-03-10 16:23:00,151.0
2015-03-10 21:32:00,2015-03-10,21:32:00,2015-03-11 00:27:00,175.0
2015-03-11 01:50:00,2015-03-11,01:50:00,2015-03-11 05:03:00,193.0
2015-03-11 05:23:00,2015-03-11,05:23:00,2015-03-11 07:27:00,124.0
2015-03-11 11:24:00,2015-03-11,11:24:00,2015-03-11 12:19:00,55.0
2015-03-11 22:20:00,2015-03-11,22:20:00,2015-03-12 03:57:00,337.0
2015-03-12 04:38:00,2015-03-12,04:38:00,2015-03-12 07:04:00,146.0
2015-03-12 09:18:00,2015-03-12,09:18:00,2015-03-12 09:45:00,27.0
2015-03-12 10:49:00,2015-03-12,10:49:00,2015-03-12 11:59:00,70.0
2015-03-12 12:52:00,2015-03-12,12:52:00,2015-03-12 15:28:00,156.0
2015-03-12 21:10:00,2015-03-12,21:10:00,2015-03-13 05:32:00,502.0
2015-03-13 06:02:00,2015-03-13,06:02:00,2015-03-13 08:18:00,136.0
2015-03-13 15:25:00,2015-03-13,15:25:00,2015-03-13 18:16:00,171.0
2015-03-13 22:00:00,2015-03-13,22:00:00,2015-03-14 02:40:00,280.0
2015-03-14 03:08:00,2015-03-14,03:08:00,2015-03-14 06:59:00,231.0
2015-03-14 08:17:00,2015-03-14,08:17:00,2015-03-14 08:59:00,42.0
2015-03-14 12:41:00,2015-03-14,12:41:00,2015-03-14 13:29:00,48.0
2015-03-14 19:00:00,2015-03-14,19:00:00,2015-03-15 02:59:00,479.0
2015-03-15 03:30:00,2015-03-15,03:30:00,2015-03-15 06:02:00,152.0
2015-03-15 06:34:00,2015-03-15,06:34:00,2015-03-15 07:43:00,69.0
2015-03-15 08:30:00,2015-03-15,08:30:00,2015-03-15 09:14:00,44.0
2015-03-15 11:00:00,2015-03-15,11:00:00,2015-03-15 12:00:00,60.0
2015-03-15 13:22:00,2015-03-15,13:22:00,2015-03-15 14:16:00,54.0
2015-03-15 19:10:00,2015-03-15,19:10:00,2015-03-15 22:40:00,210.0
2015-03-15 23:15:00,2015-03-15,23:15:00,2015-03-16 02:40:00,205.0
2015-03-16 03:24:00,2015-03-16,03:24:00,2015-03-16 07:03:00,219.0
2015-03-16 09:20:00,2015-03-16,09:20:00,2015-03-16 09:59:00,39.0
2015-03-16 14:44:00,2015-03-16,14:44:00,2015-03-16 15:50:00,66.0
2015-03-16 18:15:00,2015-03-16,18:15:00,2015-03-16 20:45:00,150.0
2015-03-16 21:15:00,2015-03-16,21:15:00,2015-03-17 02:59:00,344.0
2015-03-17 03:25:00,2015-03-17,03:25:00,2015-03-17 06:00:00,155.0
2015-03-17 06:40:00,2015-03-17,06:40:00,2015-03-17 07:30:00,50.0
2015-03-17 09:57:00,2015-03-17,09:57:00,2015-03-17 10:25:00,28.0
2015-03-17 12:20:00,2015-03-17,12:20:00,2015-03-17 12:44:00,24.0
2015-03-17 13:55:00,2015-03-17,13:55:00,2015-03-17 14:18:00,23.0
2015-03-17 19:15:00,2015-03-17,19:15:00,2015-03-18 03:40:00,505.0
2015-03-18 04:13:00,2015-03-18,04:13:00,2015-03-18 07:21:00,188.0
2015-03-18 11:40:00,2015-03-18,11:40:00,2015-03-18 12:40:00,60.0
2015-03-18 15:30:00,2015-03-18,15:30:00,2015-03-18 17:00:00,90.0
2015-03-18 19:30:00,2015-03-18,19:30:00,2015-03-18 20:00:00,30.0
2015-03-18 22:00:00,2015-03-18,22:00:00,2015-03-19 02:36:00,276.0
2015-03-19 03:10:00,2015-03-19,03:10:00,2015-03-19 05:40:00,150.0
2015-03-19 06:18:00,2015-03-19,06:18:00,2015-03-19 07:19:00,61.0
2015-03-19 21:45:00,2015-03-19,21:45:00,2015-03-20 03:49:00,364.0
2015-03-20 04:24:00,2015-03-20,04:24:00,2015-03-20 07:31:00,187.0
2015-03-20 15:07:00,2015-03-20,15:07:00,2015-03-20 17:59:00,172.0
2015-03-20 19:30:00,2015-03-20,19:30:00,2015-03-20 22:51:00,201.0
2015-03-20 23:30:00,2015-03-20,23:30:00,2015-03-21 03:16:00,226.0
2015-03-21 03:48:00,2015-03-21,03:48:00,2015-03-21 05:39:00,111.0
2015-03-21 06:24:00,2015-03-21,06:24:00,2015-03-21 09:09:00,165.0
2015-03-21 11:00:00,2015-03-21,11:00:00,2015-03-21 11:35:00,35.0
2015-03-21 13:35:00,2015-03-21,13:35:00,2015-03-21 15:48:00,133.0
2015-03-21 15:50:00,2015-03-21,15:50:00,2015-03-21 16:45:00,55.0
2015-03-21 20:52:00,2015-03-21,20:52:00,2015-03-22 02:58:00,366.0
2015-03-22 03:29:00,2015-03-22,03:29:00,2015-03-22 06:45:00,196.0
2015-03-22 10:10:00,2015-03-22,10:10:00,2015-03-22 11:00:00,50.0
2015-03-22 12:00:00,2015-03-22,12:00:00,2015-03-22 12:45:00,45.0
2015-03-22 21:18:00,2015-03-22,21:18:00,2015-03-23 03:42:00,384.0
2015-03-23 04:06:00,2015-03-23,04:06:00,2015-03-23 06:43:00,157.0
2015-03-23 07:17:00,2015-03-23,07:17:00,2015-03-23 09:09:00,112.0
2015-03-23 11:25:00,2015-03-23,11:25:00,2015-03-23 12:33:00,68.0
2015-03-23 13:52:00,2015-03-23,13:52:00,2015-03-23 14:22:00,30.0
2015-03-23 14:40:00,2015-03-23,14:40:00,2015-03-23 16:25:00,105.0
2015-03-23 17:00:00,2015-03-23,17:00:00,2015-03-23 17:46:00,46.0
2015-03-23 21:49:00,2015-03-23,21:49:00,2015-03-24 04:59:00,430.0
2015-03-24 05:27:00,2015-03-24,05:27:00,2015-03-24 07:36:00,129.0
2015-03-24 21:03:00,2015-03-24,21:03:00,2015-03-25 04:21:00,438.0
2015-03-25 04:46:00,2015-03-25,04:46:00,2015-03-25 07:32:00,166.0
2015-03-25 09:10:00,2015-03-25,09:10:00,2015-03-25 09:40:00,30.0
2015-03-25 11:35:00,2015-03-25,11:35:00,2015-03-25 11:55:00,20.0
2015-03-25 12:30:00,2015-03-25,12:30:00,2015-03-25 14:34:00,124.0
2015-03-25 15:10:00,2015-03-25,15:10:00,2015-03-25 15:34:00,24.0
2015-03-25 22:17:00,2015-03-25,22:17:00,2015-03-26 04:15:00,358.0
2015-03-26 04:46:00,2015-03-26,04:46:00,2015-03-26 07:21:00,155.0
2015-03-26 11:10:00,2015-03-26,11:10:00,2015-03-26 11:39:00,29.0
2015-03-26 14:22:00,2015-03-26,14:22:00,2015-03-26 15:05:00,43.0
2015-03-26 16:30:00,2015-03-26,16:30:00,2015-03-26 16:45:00,15.0
